Date,iata,snow_precip_cm
2015-01-07,DAL,6.7
2015-01-07,DAY,0
2015-01-07,DBQ,0
2015-01-07,DCA,10.4
2015-01-07,DEN,0
2015-01-07,DFW,0
2015-01-07,DHN,0
2015-01-07,DIK,0
2015-01-07,DLG,0
2015-01-07,DLH,3.7
2015-01-07,DRO,0
2015-01-07,DSM,0
2015-01-07,DTW,0
2015-01-07,DVL,1.1
2015-01-07,EAU,0
2015-01-07,ECP,0.8
2015-01-07,EGE,4.6
2015-01-07,EKO,0
2015-01-07,ELM,0
2015-01-07,ELP,2.5
2015-01-07,ERI,0.3
2015-01-07,ESC,0
2015-01-07,EUG,6.7
2015-01-07,EVV,0
2015-01-07,EWN,0
2015-01-07,EWR,0
2015-01-07,EYW,0
2015-01-07,FAI,6.3
2015-01-07,FAR,0
2015-01-07,FAT,8.5
2015-01-07,FAY,0
2015-01-07,FCA,3.4
2015-01-07,FLG,3.7
2015-01-07,FLL,9.1
2015-01-07,FNT,1.1
2015-01-07,FSD,2.2
2015-01-07,FSM,0
2015-01-07,FWA,4.5
2015-01-07,GCC,6.1
2015-01-07,GCK,1.6
2015-01-07,GEG,5.5
2015-01-07,GFK,3.5
2015-01-07,GGG,1
2015-01-07,GJT,0
2015-01-07,GNV,0
2015-01-07,GPT,0
2015-01-07,GRB,2.5
2015-01-07,GRI,0.2
2015-01-07,GRK,2.4
2015-01-07,GRR,0
2015-01-07,GSO,0
2015-01-07,GSP,0.2
2015-01-07,GST,4.8
2015-01-07,GTF,0
2015-01-07,GTR,0.8
2015-01-07,GUC,0
2015-01-07,GUM,0
2015-01-07,HDN,4.7
2015-01-07,HIB,2.9
2015-01-07,HLN,1.7
2015-01-07,HNL,3.6
2015-01-07,HOB,0
2015-01-07,HOU,0.1
2015-01-07,HPN,5.3
2015-01-07,HRL,1.6
2015-01-07,HSV,0
2015-01-07,HYA,0.9
2015-01-07,HYS,3.8
2015-01-07,IAD,2.4
2015-01-07,IAG,0
2015-01-07,IAH,1.2
2015-01-07,ICT,1
2015-01-07,IDA,0
2015-01-07,ILG,0
2015-01-07,ILM,0
2015-01-07,IMT,4.6
2015-01-07,IND,1
2015-01-07,INL,0
2015-01-07,ISN,0
2015-01-07,ISP,0.2
2015-01-07,ITH,0
2015-01-07,ITO,3
2015-01-07,JAC,0
2015-01-07,JAN,0
2015-01-07,JAX,0
2015-01-07,JFK,0
2015-01-07,JLN,0.5
2015-01-07,JMS,9.5
2015-01-07,JNU,4.3
2015-01-07,KOA,0
2015-01-07,KTN,5.9
2015-01-07,LAN,0
2015-01-07,LAR,0.9
2015-01-07,LAS,0
2015-01-07,LAW,5.2
2015-01-07,LAX,0
2015-01-07,LBB,4.6
2015-01-07,LBE,0
2015-01-07,LCH,0
2015-01-07,LEX,2.8
2015-01-07,LFT,0
2015-01-07,LGA,8.7
2015-01-07,LGB,0
2015-01-07,LIH,0
2015-01-07,LIT,0
2015-01-07,LNK,0
2015-01-07,LRD,0
2015-01-07,LSE,0
2015-01-07,LWS,0.3
2015-01-07,MAF,0.2
2015-01-07,MBS,0
2015-01-07,MCI,0
2015-01-07,MCO,0
2015-01-07,MDT,0.5
2015-01-07,MDW,0
2015-01-07,MEI,-0
2015-01-07,MEM,3.1
2015-01-07,MFE,5.2
2015-01-07,MFR,0
2015-01-07,MGM,0
2015-01-07,MHK,0.9
2015-01-07,MHT,0
2015-01-07,MIA,0
2015-01-07,MKE,4
2015-01-07,MKG,0
2015-01-07,MLB,0
2015-01-07,MLI,0
2015-01-07,MLU,8.2
2015-01-07,MMH,0
2015-01-07,MOB,3.4
2015-01-07,MOT,7.6
2015-01-07,MQT,0
2015-01-07,MRY,4.1
2015-01-07,MSN,0
2015-01-07,MSO,2.7
2015-01-07,MSP,2.6
2015-01-07,MSY,2.9
2015-01-07,MTJ,2.9
2015-01-07,MVY,4.1
2015-01-07,MYR,0
2015-01-07,OAJ,6.8
2015-01-07,OAK,0
2015-01-07,OGG,9.4
2015-01-07,OKC,3
2015-01-07,OMA,1.8
2015-01-07,OME,0
2015-01-07,ONT,0
2015-01-07,ORD,0
2015-01-07,ORF,0
2015-01-07,ORH,4.3
2015-01-07,OTH,8.2
2015-01-07,OTZ,0
2015-01-07,PAH,9.1
2015-01-07,PBG,0
2015-01-07,PBI,0.5
2015-01-07,PDX,0
2015-01-07,PHF,7.2
2015-01-07,PHL,1.1
2015-01-07,PHX,0
2015-01-07,PIA,3.5
2015-01-07,PIB,0.4
2015-01-07,PIH,0
2015-01-07,PIT,0
2015-01-07,PLN,0.2
2015-01-07,PNS,1.9
2015-01-07,PPG,2.6
2015-01-07,PSC,2.7
2015-01-07,PSE,2.3
2015-01-07,PSG,0
2015-01-07,PSP,0
2015-01-07,PUB,2.5
2015-01-07,PVD,2.1
2015-01-07,PWM,2.6
2015-01-07,RAP,0
2015-01-07,RDD,0.6
2015-01-07,RDM,0
2015-01-07,RDU,0
2015-01-07,RHI,0
2015-01-07,RIC,0
2015-01-07,RKS,0.2
2015-01-07,RNO,2.2
2015-01-07,ROA,3.4
2015-01-07,ROC,8.8
2015-01-07,ROW,8
2015-01-07,RST,5.4
2015-01-07,RSW,2.2
2015-01-07,SAF,0.2
2015-01-07,SAN,5.5
2015-01-07,SAT,0
2015-01-07,SAV,0
2015-01-07,SBA,0
2015-01-07,SBN,0
2015-01-07,SBP,0
2015-01-07,SCC,2.2
2015-01-07,SCE,3.6
2015-01-07,SDF,0
2015-01-07,SEA,0
2015-01-07,SFO,2.6
2015-01-07,SGF,0
2015-01-07,SGU,0
2015-01-07,SHV,0
2015-01-07,SIT,0
2015-01-07,SJC,4.4
2015-01-07,SJT,0
2015-01-07,SJU,0
2015-01-07,SLC,0
2015-01-07,SMF,2.7
2015-01-07,SMX,3.7
2015-01-07,SNA,3.3
2015-01-07,SPI,0
2015-01-07,SPS,0
2015-01-07,SRQ,0
2015-01-07,STC,1.8
2015-01-07,STL,4
2015-01-07,STT,0.3
2015-01-07,STX,0
2015-01-07,SUN,0
2015-01-07,SUX,0
2015-01-07,SWF,3.5
2015-01-07,SYR,1.8
2015-01-07,TLH,0
2015-01-07,TOL,0
2015-01-07,TPA,0
2015-01-07,TRI,1.4
2015-01-07,TTN,0.4
2015-01-07,TUL,6.8
2015-01-07,TUS,2.7
2015-01-07,TVC,5
2015-01-07,TWF,2.3
2015-01-07,TXK,9.2
2015-01-07,TYR,2.9
2015-01-07,TYS,1.8
2015-01-07,UST,0
2015-01-07,VEL,3.7
2015-01-07,VLD,0
2015-01-07,VPS,0
2015-01-07,WRG,0
2015-01-07,WYS,0
2015-01-07,XNA,2.4
2015-01-07,YAK,1.5
2015-01-07,YUM,3.4
2015-01-08,ABE,0
2015-01-08,ABI,0
2015-01-08,ABQ,1.6
2015-01-08,ABR,0
2015-01-08,ABY,4.6
2015-01-08,ACK,8
2015-01-08,ACT,0
2015-01-08,ACV,0
2015-01-08,ACY,3.2
2015-01-08,ADK,0
2015-01-08,ADQ,0
2015-01-08,AEX,4.9
2015-01-08,AGS,4.1
2015-01-08,AKN,0
2015-01-08,ALB,0
2015-01-08,ALO,0
2015-01-08,AMA,4.4
2015-01-08,ANC,0
2015-01-08,APN,0
2015-01-08,ASE,0
2015-01-08,ATL,0
2015-01-08,ATW,5.3
2015-01-08,AUS,0
2015-01-08,AVL,0.6
2015-01-08,AVP,0
2015-01-08,AZO,0
2015-01-08,BDL,5.1
2015-01-08,BET,0
2015-01-08,BFL,0
2015-01-08,BGM,1
2015-01-08,BGR,6.9
2015-01-08,BHM,0
2015-01-08,BIL,1.5
2015-01-08,BIS,0
2015-01-08,BJI,0
2015-01-08,BLI,0.8
2015-01-08,BMI,0
2015-01-08,BNA,10.3
2015-01-08,BOI,0
2015-01-08,BOS,0
2015-01-08,BPT,1.8
2015-01-08,BQK,0
2015-01-08,BQN,2.9
2015-01-08,BRD,3.3
2015-01-08,BRO,0
2015-01-08,BRW,0
2015-01-08,BTM,3.2
2015-01-08,BTR,5.8
2015-01-08,BTV,0
2015-01-08,BUF,0
2015-01-08,BUR,0
2015-01-08,BWI,0
2015-01-08,BZN,4.7
2015-01-08,CAE,0.9
2015-01-08,CAK,9.7
2015-01-08,CDC,0
2015-01-08,CDV,0
2015-01-08,CEC,0
2015-01-08,CHA,2.1
2015-01-08,CHO,0
2015-01-08,CHS,0
2015-01-08,CID,0.2
2015-01-08,CIU,0
2015-01-08,CLD,0
2015-01-08,CLE,9
2015-01-08,CLL,0
2015-01-08,CLT,0
2015-01-08,CMH,2.3
2015-01-08,CMI,0
2015-01-08,CMX,3.5
2015-01-08,CNY,0
2015-01-08,COD,4.5
2015-01-08,COS,0
2015-01-08,COU,0
2015-01-08,CPR,0
2015-01-08,CRP,0
2015-01-08,CRW,7.3
2015-01-08,CSG,0
2015-01-08,CVG,0
2015-01-08,CWA,2.5
2015-01-08,DAB,1.1
2015-01-08,DAL,0
2015-01-08,DAY,3.1
2015-01-08,DBQ,0
2015-01-08,DCA,0
2015-01-08,DEN,0
2015-01-08,DFW,2.1
2015-01-08,DHN,0.6
2015-01-08,DIK,0
2015-01-08,DLG,0
2015-01-08,DLH,6.3
2015-01-08,DRO,0
2015-01-08,DSM,0
2015-01-08,DTW,0
2015-01-08,DVL,0
2015-01-08,EAU,0
2015-01-08,ECP,2.4
2015-01-08,EGE,0
2015-01-08,EKO,0
2015-01-08,ELM,3.7
2015-01-08,ELP,0
2015-01-08,ERI,0.6
2015-01-08,ESC,0
2015-01-08,EUG,0
2015-01-08,EVV,0
2015-01-08,EWN,0
2015-01-08,EWR,3.4
2015-01-08,EYW,0
2015-01-08,FAI,0
2015-01-08,FAR,7.3
2015-01-08,FAT,2.2
2015-01-08,FAY,0
2015-01-08,FCA,0
2015-01-08,FLG,0
2015-01-08,FLL,0
2015-01-08,FNT,8.2
2015-01-08,FSD,0.6
2015-01-08,FSM,0
2015-01-08,FWA,11.5
2015-01-08,GCC,5.5
2015-01-08,GCK,0
2015-01-08,GEG,3.1
2015-01-08,GFK,0
2015-01-08,GGG,0
2015-01-08,GJT,0.3
2015-01-08,GNV,0
2015-01-08,GPT,0
2015-01-08,GRB,0
2015-01-08,GRI,14
2015-01-08,GRK,2.4
2015-01-08,GRR,0
2015-01-08,GSO,6
2015-01-08,GSP,0
2015-01-08,GST,1.7
2015-01-08,GTF,8.9
2015-01-08,GTR,0
2015-01-08,GUC,0
2015-01-08,GUM,0
2015-01-08,HDN,11.6
2015-01-08,HIB,0.7
2015-01-08,HLN,3.6
2015-01-08,HNL,3.8
2015-01-08,HOB,3.5
2015-01-08,HOU,0
2015-01-08,HPN,0
2015-01-08,HRL,0
2015-01-08,HSV,1.7
2015-01-08,HYA,0
2015-01-08,HYS,1.2
2015-01-08,IAD,0
2015-01-08,IAG,0.3
2015-01-08,IAH,2.1
2015-01-08,ICT,0
2015-01-08,IDA,13.1
2015-01-08,ILG,0
2015-01-08,ILM,0
2015-01-08,IMT,0
2015-01-08,IND,0
2015-01-08,INL,1.3
2015-01-08,ISN,0
2015-01-08,ISP,9.6
2015-01-08,ITH,0
2015-01-08,ITO,5.8
2015-01-08,JAC,0
2015-01-08,JAN,5.5
2015-01-08,JAX,0
2015-01-08,JFK,0
2015-01-08,JLN,6.7
2015-01-08,JMS,2.6
2015-01-08,JNU,7.1
2015-01-08,KOA,0
2015-01-08,KTN,12.4
2015-01-08,LAN,0
2015-01-08,LAR,0
2015-01-08,LAS,6.3
2015-01-08,LAW,5.4
2015-01-08,LAX,16.5
2015-01-08,LBB,2.7
2015-01-08,LBE,1
2015-01-08,LCH,0
2015-01-08,LEX,9.3
2015-01-08,LFT,0
2015-01-08,LGA,0
2015-01-08,LGB,0
2015-01-08,LIH,4.8
2015-01-08,LIT,0
2015-01-08,LNK,5
2015-01-08,LRD,0
2015-01-08,LSE,0
2015-01-08,LWS,13.1
2015-01-08,MAF,0.3
2015-01-08,MBS,12
2015-01-08,MCI,1.9
2015-01-08,MCO,0
2015-01-08,MDT,16.5
2015-01-08,MDW,4.2
2015-01-08,MEI,3.1
2015-01-08,MEM,9.5
2015-01-08,MFE,0
2015-01-08,MFR,0
2015-01-08,MGM,0
2015-01-08,MHK,0.1
2015-01-08,MHT,0
2015-01-08,MIA,1.8
2015-01-08,MKE,0
2015-01-08,MKG,0.4
2015-01-08,MLB,0
2015-01-08,MLI,0
2015-01-08,MLU,0
2015-01-08,MMH,9.9
2015-01-08,MOB,0
2015-01-08,MOT,0
2015-01-08,MQT,0
2015-01-08,MRY,0.2
2015-01-08,MSN,4.1
2015-01-08,MSO,6.4
2015-01-08,MSP,7.2
2015-01-08,MSY,1.8
2015-01-08,MTJ,0
2015-01-08,MVY,1.1
2015-01-08,MYR,0
2015-01-08,OAJ,0
2015-01-08,OAK,0
2015-01-08,OGG,5.3
2015-01-08,OKC,7.2
2015-01-08,OMA,0
2015-01-08,OME,3.9
2015-01-08,ONT,3.9
2015-01-08,ORD,0
2015-01-08,ORF,7.3
2015-01-08,ORH,0
2015-01-08,OTH,2.1
2015-01-08,OTZ,0
2015-01-08,PAH,7.1
2015-01-08,PBG,0
2015-01-08,PBI,2.7
2015-01-08,PDX,0
2015-01-08,PHF,0
2015-01-08,PHL,0.9
2015-01-08,PHX,3.6
2015-01-08,PIA,0
2015-01-08,PIB,1.3
2015-01-08,PIH,0
2015-01-08,PIT,0
2015-01-08,PLN,0
2015-01-08,PNS,4.3
2015-01-08,PPG,0
2015-01-08,PSC,10.3
2015-01-08,PSE,8.5
2015-01-08,PSG,0
2015-01-08,PSP,0
2015-01-08,PUB,0
2015-01-08,PVD,0
2015-01-08,PWM,3.3
2015-01-08,RAP,0
2015-01-08,RDD,0
2015-01-08,RDM,0
2015-01-08,RDU,0
2015-01-08,RHI,0
2015-01-08,RIC,3
2015-01-08,RKS,0
2015-01-08,RNO,0.9
2015-01-08,ROA,1.2
2015-01-08,ROC,0
2015-01-08,ROW,3.2
2015-01-08,RST,0
2015-01-08,RSW,0
2015-01-08,SAF,5.5
2015-01-08,SAN,2.2
2015-01-08,SAT,0.7
2015-01-08,SAV,0.6
2015-01-08,SBA,0
2015-01-08,SBN,0
2015-01-08,SBP,0
2015-01-08,SCC,0
2015-01-08,SCE,2.3
2015-01-08,SDF,0.9
2015-01-08,SEA,3.3
2015-01-08,SFO,8.4
2015-01-08,SGF,0
2015-01-08,SGU,0
2015-01-08,SHV,0
2015-01-08,SIT,1.9
2015-01-08,SJC,3.2
2015-01-08,SJT,0.1
2015-01-08,SJU,7
2015-01-08,SLC,1.6
2015-01-08,SMF,0
2015-01-08,SMX,-0
2015-01-08,SNA,0
2015-01-08,SPI,0
2015-01-08,SPS,0
2015-01-08,SRQ,0
2015-01-08,STC,2.1
2015-01-08,STL,0
2015-01-08,STT,10.7
2015-01-08,STX,2.5
2015-01-08,SUN,0
2015-01-08,SUX,0
2015-01-08,SWF,1
2015-01-08,SYR,1.2
2015-01-08,TLH,1
2015-01-08,TOL,4.3
2015-01-08,TPA,11
2015-01-08,TRI,0
2015-01-08,TTN,9.3
2015-01-08,TUL,0
2015-01-08,TUS,0
2015-01-08,TVC,0.9
2015-01-08,TWF,0
2015-01-08,TXK,1.8
2015-01-08,TYR,3.7
2015-01-08,TYS,0.3
2015-01-08,UST,10.5
2015-01-08,VEL,4.8
2015-01-08,VLD,4
2015-01-08,VPS,2.7
2015-01-08,WRG,0
2015-01-08,WYS,0
2015-01-08,XNA,0
2015-01-08,YAK,2.4
2015-01-08,YUM,0
2015-01-09,ABE,15.8
2015-01-09,ABI,5.2
2015-01-09,ABQ,12.5
2015-01-09,ABR,1.9
2015-01-09,ABY,0
2015-01-09,ACK,2.7
2015-01-09,ACT,1.6
2015-01-09,ACV,3.8
2015-01-09,ACY,0
2015-01-09,ADK,2.1
2015-01-09,ADQ,2.7
2015-01-09,AEX,3.2
2015-01-09,AGS,5.9
2015-01-09,AKN,0.9
2015-01-09,ALB,0
2015-01-09,ALO,2.7
2015-01-09,AMA,2.4
2015-01-09,ANC,0
2015-01-09,APN,5.8
2015-01-09,ASE,0.1
2015-01-09,ATL,3.6
2015-01-09,ATW,0
2015-01-09,AUS,0
2015-01-09,AVL,0
2015-01-09,AVP,3.2
2015-01-09,AZO,0
2015-01-09,BDL,0
2015-01-09,BET,0
2015-01-09,BFL,0
2015-01-09,BGM,2.4
2015-01-09,BGR,0
2015-01-09,BHM,0
2015-01-09,BIL,0
2015-01-09,BIS,0
2015-01-09,BJI,8.3
2015-01-09,BLI,0.4
2015-01-09,BMI,0
2015-01-09,BNA,7.2
2015-01-09,BOI,4.2
2015-01-09,BOS,0
2015-01-09,BPT,5.4
2015-01-09,BQK,0.1
2015-01-09,BQN,0
2015-01-09,BRD,0
2015-01-09,BRO,3.5
2015-01-09,BRW,2.1
2015-01-09,BTM,7.2
2015-01-09,BTR,3
2015-01-09,BTV,0
2015-01-09,BUF,6.9
2015-01-09,BUR,8.4
2015-01-09,BWI,1.4
2015-01-09,BZN,0
2015-01-09,CAE,0
2015-01-09,CAK,0
2015-01-09,CDC,6.3
2015-01-09,CDV,1.2
2015-01-09,CEC,0
2015-01-09,CHA,0.4
2015-01-09,CHO,0
2015-01-09,CHS,2.1
2015-01-09,CID,2.1
2015-01-09,CIU,0
2015-01-09,CLD,0
2015-01-09,CLE,0
2015-01-09,CLL,5.5
2015-01-09,CLT,0
2015-01-09,CMH,0
2015-01-09,CMI,0.6
2015-01-09,CMX,0
2015-01-09,CNY,3.7
2015-01-09,COD,5.5
2015-01-09,COS,2.7
2015-01-09,COU,0.8
2015-01-09,CPR,0
2015-01-09,CRP,8.6
2015-01-09,CRW,0
2015-01-09,CSG,1
2015-01-09,CVG,3
2015-01-09,CWA,0
2015-01-09,DAB,10
2015-01-09,DAL,8.3
2015-01-09,DAY,1.4
2015-01-09,DBQ,0
2015-01-09,DCA,5.1
2015-01-09,DEN,0
2015-01-09,DFW,1.1
2015-01-09,DHN,0
2015-01-09,DIK,5.9
2015-01-09,DLG,1.6
2015-01-09,DLH,0
2015-01-09,DRO,0
2015-01-09,DSM,3
2015-01-09,DTW,0.9
2015-01-09,DVL,4
2015-01-09,EAU,0
2015-01-09,ECP,3.9
2015-01-09,EGE,0
2015-01-09,EKO,3.2
2015-01-09,ELM,0
2015-01-09,ELP,0
2015-01-09,ERI,0
2015-01-09,ESC,0
2015-01-09,EUG,1.1
2015-01-09,EVV,0
2015-01-09,EWN,3.6
2015-01-09,EWR,5.7
2015-01-09,EYW,2.7
2015-01-09,FAI,4.3
2015-01-09,FAR,0
2015-01-09,FAT,0
2015-01-09,FAY,4.2
2015-01-09,FCA,4.5
2015-01-09,FLG,6.1
2015-01-09,FLL,1.4
2015-01-09,FNT,5.9
2015-01-09,FSD,0
2015-01-09,FSM,0
2015-01-09,FWA,0
2015-01-09,GCC,0
2015-01-09,GCK,0.7
2015-01-09,GEG,0
2015-01-09,GFK,0
2015-01-09,GGG,3.4
2015-01-09,GJT,0.1
2015-01-09,GNV,0
2015-01-09,GPT,0.2
2015-01-09,GRB,3.7
2015-01-09,GRI,0
2015-01-09,GRK,0
2015-01-09,GRR,0
2015-01-09,GSO,3.3
2015-01-09,GSP,0
2015-01-09,GST,4
2015-01-09,GTF,0
2015-01-09,GTR,0
2015-01-09,GUC,2.1
2015-01-09,GUM,0
2015-01-09,HDN,0
2015-01-09,HIB,3.1
2015-01-09,HLN,5.8
2015-01-09,HNL,2.8
2015-01-09,HOB,0
2015-01-09,HOU,0
2015-01-09,HPN,0
2015-01-09,HRL,0
2015-01-09,HSV,0.4
2015-01-09,HYA,0
2015-01-09,HYS,0
2015-01-09,IAD,6.2
2015-01-09,IAG,0
2015-01-09,IAH,7.2
2015-01-09,ICT,0
2015-01-09,IDA,0
2015-01-09,ILG,0
2015-01-09,ILM,0
2015-01-09,IMT,0
2015-01-09,IND,0
2015-01-09,INL,2.8
2015-01-09,ISN,0
2015-01-09,ISP,0
2015-01-09,ITH,0
2015-01-09,ITO,0
2015-01-09,JAC,3.7
2015-01-09,JAN,3.3
2015-01-09,JAX,9.5
2015-01-09,JFK,0
2015-01-09,JLN,2.1
2015-01-09,JMS,0
2015-01-09,JNU,6.2
2015-01-09,KOA,0
2015-01-09,KTN,7.6
2015-01-09,LAN,0
2015-01-09,LAR,5.1
2015-01-09,LAS,0.3
2015-01-09,LAW,0.3
2015-01-09,LAX,8.7
2015-01-09,LBB,2.8
2015-01-09,LBE,1.5
2015-01-09,LCH,6.1
2015-01-09,LEX,0
2015-01-09,LFT,8.6
2015-01-09,LGA,5.9
2015-01-09,LGB,0
2015-01-09,LIH,0
2015-01-09,LIT,0
2015-01-09,LNK,0
2015-01-09,LRD,8.4
2015-01-09,LSE,0
2015-01-09,LWS,2.7
2015-01-09,MAF,15.3
2015-01-09,MBS,0
2015-01-09,MCI,0
2015-01-09,MCO,5.4
2015-01-09,MDT,0
2015-01-09,MDW,0
2015-01-09,MEI,0
2015-01-09,MEM,5.5
2015-01-09,MFE,3.3
2015-01-09,MFR,14.6
2015-01-09,MGM,2.5
2015-01-09,MHK,2.3
2015-01-09,MHT,1.8
2015-01-09,MIA,0
2015-01-09,MKE,0
2015-01-09,MKG,4.9
2015-01-09,MLB,0
2015-01-09,MLI,4.5
2015-01-09,MLU,5
2015-01-09,MMH,0.3
2015-01-09,MOB,0
2015-01-09,MOT,10.2
2015-01-09,MQT,2.8
2015-01-09,MRY,1.9
2015-01-09,MSN,1.9
2015-01-09,MSO,0
2015-01-09,MSP,3
2015-01-09,MSY,1.1
2015-01-09,MTJ,0
2015-01-09,MVY,3.2
2015-01-09,MYR,5.7
2015-01-09,OAJ,3.9
2015-01-09,OAK,8.1
2015-01-09,OGG,0.1
2015-01-09,OKC,0
2015-01-09,OMA,1.4
2015-01-09,OME,0
2015-01-09,ONT,0
2015-01-09,ORD,0
2015-01-09,ORF,0
2015-01-09,ORH,7.2
2015-01-09,OTH,0
2015-01-09,OTZ,3.5
2015-01-09,PAH,1.3
2015-01-09,PBG,0
2015-01-09,PBI,0
2015-01-09,PDX,0.6
2015-01-09,PHF,5.5
2015-01-09,PHL,9.8
2015-01-09,PHX,0
2015-01-09,PIA,1.6
2015-01-09,PIB,0
2015-01-09,PIH,0
2015-01-09,PIT,1.7
2015-01-09,PLN,0
2015-01-09,PNS,0.7
2015-01-09,PPG,1.1
2015-01-09,PSC,0
2015-01-09,PSE,0
2015-01-09,PSG,0
2015-01-09,PSP,2.5
2015-01-09,PUB,0
2015-01-09,PVD,0
2015-01-09,PWM,0
2015-01-09,RAP,3.8
2015-01-09,RDD,4.1
2015-01-09,RDM,1.5
2015-01-09,RDU,0
2015-01-09,RHI,4.7
2015-01-09,RIC,0
2015-01-09,RKS,5.1
2015-01-09,RNO,5.7
2015-01-09,ROA,0.5
2015-01-09,ROC,0
2015-01-09,ROW,3.7
2015-01-09,RST,3.8
2015-01-09,RSW,0
2015-01-09,SAF,0
2015-01-09,SAN,0
2015-01-09,SAT,1.3
2015-01-09,SAV,6.7
2015-01-09,SBA,0
2015-01-09,SBN,0
2015-01-09,SBP,13.1
2015-01-09,SCC,0
2015-01-09,SCE,0
2015-01-09,SDF,1.3
2015-01-09,SEA,1.5
2015-01-09,SFO,0
2015-01-09,SGF,6.2
2015-01-09,SGU,8.6
2015-01-09,SHV,0
2015-01-09,SIT,0
2015-01-09,SJC,0
2015-01-09,SJT,0
2015-01-09,SJU,0
2015-01-09,SLC,0
2015-01-09,SMF,0.4
2015-01-09,SMX,0.3
2015-01-09,SNA,0
2015-01-09,SPI,0
2015-01-09,SPS,4.8
2015-01-09,SRQ,0
2015-01-09,STC,0
2015-01-09,STL,4.6
2015-01-09,STT,0
2015-01-09,STX,1.9
2015-01-09,SUN,6.5
2015-01-09,SUX,0
2015-01-09,SWF,0
2015-01-09,SYR,0.2
2015-01-09,TLH,0
2015-01-09,TOL,0
2015-01-09,TPA,0
2015-01-09,TRI,5.8
2015-01-09,TTN,0
2015-01-09,TUL,0
2015-01-09,TUS,0
2015-01-09,TVC,0
2015-01-09,TWF,6.6
2015-01-09,TXK,1.8
2015-01-09,TYR,0
2015-01-09,TYS,1.7
2015-01-09,UST,1.9
2015-01-09,VEL,2
2015-01-09,VLD,0
2015-01-09,VPS,0
2015-01-09,WRG,7.7
2015-01-09,WYS,9.4
2015-01-09,XNA,0
2015-01-09,YAK,0
2015-01-09,YUM,4
2015-01-10,ABE,1.2
2015-01-10,ABI,0.5
2015-01-10,ABQ,5.9
2015-01-10,ABR,3.2
2015-01-10,ABY,0
2015-01-10,ACK,0
2015-01-10,ACT,0
2015-01-10,ACV,0
2015-01-10,ACY,0
2015-01-10,ADK,5.2
2015-01-10,ADQ,6.6
2015-01-10,AEX,0.4
2015-01-10,AGS,0.3
2015-01-10,AKN,3.5
2015-01-10,ALB,0.1
2015-01-10,ALO,5.3
2015-01-10,AMA,0
2015-01-10,ANC,5.7
2015-01-10,APN,0
2015-01-10,ASE,0
2015-01-10,ATL,4.8
2015-01-10,ATW,5.7
2015-01-10,AUS,1.1
2015-01-10,AVL,7.9
2015-01-10,AVP,0
2015-01-10,AZO,12.2
2015-01-10,BDL,0
2015-01-10,BET,3.3
2015-01-10,BFL,0
2015-01-10,BGM,0
2015-01-10,BGR,4.7
2015-01-10,BHM,1.9
2015-01-10,BIL,0
2015-01-10,BIS,0
2015-01-10,BJI,0
2015-01-10,BLI,0
2015-01-10,BMI,0.3
2015-01-10,BNA,0
2015-01-10,BOI,0
2015-01-10,BOS,4.6
2015-01-10,BPT,0
2015-01-10,BQK,0
2015-01-10,BQN,0.2
2015-01-10,BRD,4.7
2015-01-10,BRO,0
2015-01-10,BRW,0
2015-01-10,BTM,1
2015-01-10,BTR,0
2015-01-10,BTV,0.8
2015-01-10,BUF,0
2015-01-10,BUR,8.2
2015-01-10,BWI,2.9
2015-01-10,BZN,0
2015-01-10,CAE,0
2015-01-10,CAK,0
2015-01-10,CDC,2.9
2015-01-10,CDV,0.3
2015-01-10,CEC,0
2015-01-10,CHA,0
2015-01-10,CHO,0
2015-01-10,CHS,0
2015-01-10,CID,0
2015-01-10,CIU,0
2015-01-10,CLD,6.2
2015-01-10,CLE,0
2015-01-10,CLL,0
2015-01-10,CLT,0
2015-01-10,CMH,7.7
2015-01-10,CMI,6.9
2015-01-10,CMX,0
2015-01-10,CNY,0
2015-01-10,COD,0
2015-01-10,COS,0
2015-01-10,COU,1.5
2015-01-10,CPR,6.1
2015-01-10,CRP,0
2015-01-10,CRW,1.3
2015-01-10,CSG,0
2015-01-10,CVG,1.6
2015-01-10,CWA,3
2015-01-10,DAB,0
2015-01-10,DAL,2.2
2015-01-10,DAY,3.8
2015-01-10,DBQ,0
2015-01-10,DCA,0.3
2015-01-10,DEN,0
2015-01-10,DFW,0
2015-01-10,DHN,0
2015-01-10,DIK,0
2015-01-10,DLG,0
2015-01-10,DLH,1.2
2015-01-10,DRO,0
2015-01-10,DSM,7.1
2015-01-10,DTW,1.1
2015-01-10,DVL,0
2015-01-10,EAU,0.4
2015-01-10,ECP,1.3
2015-01-10,EGE,2.1
2015-01-10,EKO,3.3
2015-01-10,ELM,0
2015-01-10,ELP,0
2015-01-10,ERI,0.5
2015-01-10,ESC,0.6
2015-01-10,EUG,9.8
2015-01-10,EVV,0
2015-01-10,EWN,6.4
2015-01-10,EWR,0
2015-01-10,EYW,0
2015-01-10,FAI,5.8
2015-01-10,FAR,6.3
2015-01-10,FAT,5
2015-01-10,FAY,0
2015-01-10,FCA,0
2015-01-10,FLG,1.3
2015-01-10,FLL,0
2015-01-10,FNT,0.2
2015-01-10,FSD,1.8
2015-01-10,FSM,0.4
2015-01-10,FWA,8.7
2015-01-10,GCC,0.6
2015-01-10,GCK,0
