DOB,DaysAlive,IQ,Pass,Gender
1990-05-11 14:20:00,10740.1527777778,112,No,Female
1990-03-21 04:00:00,10791.5416666667,94,No,Female
1990-04-16 03:13:20,10765.6157407407,112,No,Female
1990-06-16 22:33:20,10703.8101851852,78,Yes,Female
1990-02-17 10:53:20,10823.2546296296,96,Yes,Female
1990-01-15 02:53:20,10856.587962963,144,Yes,Female
1990-03-24 15:20:00,10788.0694444444,68,Yes,Female
1990-04-08 17:26:40,10773.0231481481,70,Yes,Female
1990-02-23 00:13:20,10817.6990740741,95,No,Female
1990-04-02 05:53:20,10779.5046296296,160,Yes,Female
1990-01-19 12:26:40,10852.1898148148,82,No,Female
1990-04-11 06:33:20,10770.4768518519,116,No,Female
1990-02-14 10:40:00,10826.2638888889,102,Yes,Female
1990-04-05 11:40:00,10776.2638888889,83,Yes,Female
1990-05-30 02:46:40,10721.6342592593,46,No,Female
1990-02-11 04:53:20,10829.5046296296,110,Yes,Female
1990-03-26 00:40:00,10786.6805555556,130,Yes,Female
1990-01-24 14:40:00,10847.0972222222,129,No,Female
1990-06-02 08:33:20,10718.3935185185,118,Yes,Female
1990-01-19 23:33:20,10851.7268518519,157,Yes,Female
1990-04-30 11:40:00,10751.2638888889,122,No,Female
1990-01-10 17:20:00,10860.9861111111,99,No,Female
1990-06-04 05:00:00,10716.5416666667,106,Yes,Female
1990-06-03 12:20:00,10717.2361111111,101,No,Female
1990-05-19 11:13:20,10732.2824074074,139,No,Female
1990-02-05 10:00:00,10835.2916666667,125,No,Female
1990-01-21 08:53:20,10850.337962963,125,Yes,Female
1990-01-07 11:33:20,10864.2268518519,103,Yes,Female
1990-04-20 23:53:20,10760.7546296296,108,No,Female
1990-06-02 19:40:00,10717.9305555556,65,Yes,Female
1990-05-28 06:20:00,10723.4861111111,108,No,Female
1990-02-26 17:06:40,10813.9953703704,95,Yes,Female
1990-03-11 05:06:40,10801.4953703704,73,No,Female
1990-05-15 07:13:20,10736.4490740741,136,No,Female
1990-01-05 04:00:00,10866.5416666667,61,Yes,Female
1990-05-16 16:33:20,10735.0601851852,130,No,Female
1990-01-29 22:26:40,10841.7731481481,76,Yes,Female
1990-06-11 20:20:00,10708.9027777778,80,Yes,Female
1990-06-18 13:26:40,10702.1898148148,94,No,Female
1990-05-03 23:00:00,10747.7916666667,131,Yes,Female
1990-01-31 13:20:00,10840.1527777778,104,No,Female
1990-02-23 16:53:20,10817.0046296296,129,No,Female
1990-05-22 22:33:20,10728.8101851852,165,No,Female
1990-03-23 00:26:40,10789.6898148148,104,No,Female
1990-03-30 04:40:00,10782.5138888889,140,Yes,Female
1990-05-21 07:40:00,10730.4305555556,76,Yes,Female
1990-04-05 06:06:40,10776.4953703704,64,Yes,Female
1990-05-22 00:20:00,10729.7361111111,119,Yes,Female
1990-03-15 03:33:20,10797.5601851852,85,No,Female
1990-02-14 10:40:00,10826.2638888889,119,Yes,Female
1990-02-15 03:20:00,10825.5694444444,88,Yes,Female
1990-04-14 01:13:20,10767.6990740741,57,Yes,Female
1990-04-14 01:13:20,10767.6990740741,100,Yes,Female
1990-02-09 08:26:40,10831.3564814815,131,Yes,Female
1990-03-23 17:06:40,10788.9953703704,118,Yes,Female
1990-03-16 01:46:40,10796.6342592593,110,Yes,Female
1990-04-30 06:06:40,10751.4953703704,61,Yes,Female
1990-04-17 12:33:20,10764.2268518519,78,No,Female
1990-01-20 10:40:00,10851.2638888889,110,Yes,Female
1990-02-21 20:26:40,10818.8564814815,113,Yes,Female
1990-03-23 06:00:00,10789.4583333333,71,No,Female
1990-01-26 22:13:20,10844.7824074074,111,No,Female
1990-05-17 09:13:20,10734.3657407407,113,Yes,Female
1990-02-11 04:53:20,10829.5046296296,95,No,Female
1990-06-13 11:13:20,10707.2824074074,109,No,Female
1990-04-30 17:13:20,10751.0324074074,55,No,Female
1990-05-16 22:06:40,10734.8287037037,67,Yes,Female
1990-01-11 10:00:00,10860.2916666667,73,Yes,Female
1990-03-22 02:13:20,10790.6157407407,95,Yes,Female
1990-04-13 03:00:00,10768.625,145,Yes,Female
1990-04-11 12:06:40,10770.2453703704,112,Yes,Female
1990-04-19 20:06:40,10761.912037037,101,No,Female
1990-03-01 17:20:00,10810.9861111111,98,Yes,Female
1990-01-20 05:06:40,10851.4953703704,65,Yes,Female
1990-03-26 06:13:20,10786.4490740741,86,No,Female
1990-02-10 01:06:40,10830.662037037,79,No,Female
1990-03-18 14:53:20,10794.087962963,122,No,Female
1990-04-25 20:33:20,10755.8935185185,86,No,Female
1990-03-22 07:46:40,10790.3842592593,128,No,Female
1990-06-05 14:20:00,10715.1527777778,79,No,Female
1990-05-19 00:06:40,10732.7453703704,161,No,Female
1990-05-10 05:00:00,10741.5416666667,114,No,Female
1990-05-31 17:40:00,10720.0138888889,101,No,Female
1990-02-14 16:13:20,10826.0324074074,124,No,Female
1990-05-10 10:33:20,10741.3101851852,64,No,Female
1990-05-31 23:13:20,10719.7824074074,161,No,Female
1990-01-14 04:40:00,10857.5138888889,143,No,Female
1990-05-16 05:26:40,10735.5231481481,105,No,Female
1990-04-24 05:40:00,10757.5138888889,112,Yes,Female
1990-04-25 15:00:00,10756.125,131,Yes,Female
1990-01-08 09:46:40,10863.3009259259,112,No,Female
1990-03-03 13:46:40,10809.1342592593,53,Yes,Female
1990-04-13 03:00:00,10768.625,117,Yes,Female
1990-01-09 13:33:20,10862.1435185185,104,Yes,Female
1990-01-07 11:33:20,10864.2268518519,63,No,Female
1990-02-07 06:26:40,10833.4398148148,54,No,Female
1990-05-31 01:00:00,10720.7083333333,133,No,Female
1990-03-21 15:06:40,10791.0787037037,150,No,Female
1990-01-09 13:33:20,10862.1435185185,82,Yes,Female
1990-03-10 18:00:00,10801.9583333333,41,Yes,Female
1990-05-09 12:20:00,10742.2361111111,117,Yes,Female
1990-02-10 17:46:40,10829.9675925926,133,Yes,Female
1990-03-21 20:40:00,10790.8472222222,65,No,Female
1990-05-12 23:40:00,10738.7638888889,123,Yes,Female
1990-01-23 10:53:20,10848.2546296296,64,Yes,Female
1990-03-06 14:00:00,10806.125,123,Yes,Female
1990-02-19 01:46:40,10821.6342592593,125,Yes,Female
1990-01-12 13:46:40,10859.1342592593,94,Yes,Female
1990-01-19 12:26:40,10852.1898148148,98,Yes,Female
1990-06-03 17:53:20,10717.0046296296,127,No,Female
1990-01-17 10:26:40,10854.2731481481,102,No,Female
1990-02-14 10:40:00,10826.2638888889,94,Yes,Female
1990-05-14 20:06:40,10736.912037037,82,No,Female
1990-04-12 10:20:00,10769.3194444444,92,No,Female
1990-02-16 18:13:20,10823.9490740741,75,Yes,Female
1990-06-14 20:33:20,10705.8935185185,88,No,Female
1990-01-23 16:26:40,10848.0231481481,125,Yes,Female
1990-05-28 17:26:40,10723.0231481481,87,Yes,Female
1990-05-28 00:46:40,10723.7175925926,109,No,Female
1990-02-23 11:20:00,10817.2361111111,72,No,Female
1990-01-04 16:53:20,10867.0046296296,81,No,Female
1990-03-29 17:33:20,10782.9768518519,101,No,Female
1990-03-16 01:46:40,10796.6342592593,77,No,Female
1990-06-10 11:00:00,10710.2916666667,120,No,Female
1990-05-24 02:20:00,10727.6527777778,32,Yes,Female
1990-04-23 07:26:40,10758.4398148148,112,Yes,Female
1990-02-14 10:40:00,10826.2638888889,153,Yes,Female
1990-01-07 06:00:00,10864.4583333333,92,No,Female
1990-05-06 17:40:00,10745.0138888889,115,Yes,Female
1990-05-20 03:53:20,10731.587962963,160,No,Female
1990-06-06 01:26:40,10714.6898148148,151,Yes,Female
1990-03-07 01:06:40,10805.662037037,93,Yes,Female
1990-03-10 06:53:20,10802.4212962963,125,No,Female
1990-05-05 19:26:40,10745.9398148148,96,No,Female
1990-04-11 12:06:40,10770.2453703704,82,Yes,Female
1990-03-16 12:53:20,10796.1712962963,144,No,Female
1990-04-17 07:00:00,10764.4583333333,91,Yes,Female
1990-03-29 17:33:20,10782.9768518519,131,Yes,Female
1990-06-03 06:46:40,10717.4675925926,99,Yes,Female
1990-06-18 02:20:00,10702.6527777778,123,No,Female
1990-03-16 01:46:40,10796.6342592593,160,Yes,Female
1990-02-13 23:33:20,10826.7268518519,66,No,Female
1990-01-11 21:06:40,10859.8287037037,69,No,Female
1990-02-26 06:00:00,10814.4583333333,69,Yes,Female
1990-05-12 23:40:00,10738.7638888889,85,Yes,Female
1990-02-25 07:46:40,10815.3842592593,118,Yes,Female
1990-05-17 09:13:20,10734.3657407407,114,Yes,Female
1990-05-10 16:06:40,10741.0787037037,64,Yes,Female
1990-06-18 02:20:00,10702.6527777778,157,Yes,Female
1990-01-16 06:40:00,10855.4305555556,124,Yes,Female
1990-02-21 20:26:40,10818.8564814815,13,No,Female
1990-05-14 03:26:40,10737.6064814815,96,Yes,Female
1990-04-16 08:46:40,10765.3842592593,148,Yes,Female
1990-01-02 20:26:40,10868.8564814815,87,No,Female
1990-01-02 03:46:40,10869.5509259259,96,Yes,Female
1990-05-28 17:26:40,10723.0231481481,103,Yes,Female
1990-04-17 01:26:40,10764.6898148148,60,Yes,Female
1990-06-01 21:26:40,10718.8564814815,112,No,Female
1990-05-05 02:46:40,10746.6342592593,86,No,Female
1990-02-11 10:26:40,10829.2731481481,50,Yes,Female
1990-01-06 18:53:20,10864.9212962963,163,No,Female
1990-04-13 08:33:20,10768.3935185185,100,No,Female
1990-04-21 05:26:40,10760.5231481481,76,Yes,Female
1990-04-01 18:46:40,10779.9675925926,36,No,Female
1990-03-28 13:46:40,10784.1342592593,104,No,Female
1990-04-14 06:46:40,10767.4675925926,67,Yes,Female
1990-03-20 00:13:20,10792.6990740741,96,Yes,Female
1990-06-07 05:13:20,10713.5324074074,131,No,Female
1990-01-01 22:13:20,10869.7824074074,91,Yes,Female
1990-06-12 01:53:20,10708.6712962963,131,Yes,Female
1990-01-28 07:33:20,10843.3935185185,127,No,Female
1990-06-16 22:33:20,10703.8101851852,101,Yes,Female
1990-03-19 02:00:00,10793.625,114,Yes,Female
1990-05-11 03:13:20,10740.6157407407,67,No,Female
1990-03-27 10:00:00,10785.2916666667,97,Yes,Female
1990-01-19 12:26:40,10852.1898148148,85,No,Female
1990-01-17 10:26:40,10854.2731481481,107,No,Female
1990-02-19 01:46:40,10821.6342592593,110,No,Female
1990-06-09 18:20:00,10710.9861111111,135,No,Female
1990-02-21 09:20:00,10819.3194444444,72,Yes,Female
1990-01-15 19:33:20,10855.8935185185,71,Yes,Female
1990-03-06 08:26:40,10806.3564814815,119,No,Female
1990-01-01 00:00:00,10870.7083333333,55,Yes,Female
1990-01-16 12:13:20,10855.1990740741,128,No,Female
1990-06-10 22:06:40,10709.8287037037,87,No,Female
1990-04-30 06:06:40,10751.4953703704,56,No,Female
1990-02-26 11:33:20,10814.2268518519,150,No,Female
1990-02-13 12:26:40,10827.1898148148,104,No,Female
1990-04-30 11:40:00,10751.2638888889,58,Yes,Female
1990-02-23 11:20:00,10817.2361111111,82,Yes,Female
1990-05-05 02:46:40,10746.6342592593,109,No,Female
1990-03-16 07:20:00,10796.4027777778,121,No,Female
1990-04-10 13:53:20,10771.1712962963,90,Yes,Female
1990-02-04 22:53:20,10835.7546296296,69,No,Female
1990-01-20 10:40:00,10851.2638888889,81,No,Female
1990-05-03 06:20:00,10748.4861111111,81,Yes,Female
1990-03-16 12:53:20,10796.1712962963,121,Yes,Female
1990-04-09 15:40:00,10772.0972222222,80,Yes,Female
1990-05-10 16:06:40,10741.0787037037,135,Yes,Female
1990-04-19 09:00:00,10762.375,85,No,Female
1990-06-11 03:40:00,10709.5972222222,111,No,Female
1990-04-12 04:46:40,10769.5509259259,160,No,Female
1990-06-04 21:40:00,10715.8472222222,81,Yes,Female
1990-05-03 23:00:00,10747.7916666667,56,No,Female
1990-02-10 01:06:40,10830.662037037,103,No,Female
1990-02-15 20:00:00,10824.875,127,No,Female
1990-05-15 01:40:00,10736.6805555556,93,Yes,Female
1990-06-04 05:00:00,10716.5416666667,111,Yes,Female
1990-03-05 04:40:00,10807.5138888889,90,Yes,Female
1990-01-28 02:00:00,10843.625,144,No,Female
1990-06-03 12:20:00,10717.2361111111,156,Yes,Female
1990-05-21 02:06:40,10730.662037037,90,No,Female
1990-05-31 12:06:40,10720.2453703704,116,No,Female
1990-02-13 23:33:20,10826.7268518519,127,Yes,Female
1990-03-14 05:20:00,10798.4861111111,16,Yes,Female
1990-01-19 23:33:20,10851.7268518519,140,No,Female
1990-02-12 08:40:00,10828.3472222222,105,No,Female
1990-06-14 15:00:00,10706.125,111,Yes,Female
1990-05-15 07:13:20,10736.4490740741,126,Yes,Female
1990-01-05 09:33:20,10866.3101851852,132,Yes,Female
1990-03-22 13:20:00,10790.1527777778,91,Yes,Female
1990-02-04 06:13:20,10836.4490740741,101,Yes,Female
1990-05-23 15:13:20,10728.1157407407,127,Yes,Female
1990-01-16 12:13:20,10855.1990740741,89,No,Female
1990-03-19 18:40:00,10792.9305555556,145,No,Female
1990-06-16 05:53:20,10704.5046296296,68,Yes,Female
1990-03-03 19:20:00,10808.9027777778,81,Yes,Female
1990-04-16 03:13:20,10765.6157407407,103,No,Female
1990-03-22 07:46:40,10790.3842592593,72,No,Female
1990-02-25 07:46:40,10815.3842592593,126,No,Female
1990-03-18 09:20:00,10794.3194444444,101,Yes,Female
1990-02-15 08:53:20,10825.337962963,80,Yes,Female
1990-04-19 20:06:40,10761.912037037,94,No,Female
1990-05-21 07:40:00,10730.4305555556,107,Yes,Female
1990-03-03 08:13:20,10809.3657407407,69,No,Female
1990-03-17 16:40:00,10795.0138888889,116,Yes,Female
1990-02-19 07:20:00,10821.4027777778,112,Yes,Female
1990-04-07 19:13:20,10773.9490740741,95,Yes,Female
1990-05-12 23:40:00,10738.7638888889,115,Yes,Female
1990-03-19 18:40:00,10792.9305555556,115,Yes,Female
1990-01-18 03:06:40,10853.5787037037,100,No,Female
1990-06-18 07:53:20,10702.4212962963,126,No,Female
1990-02-10 06:40:00,10830.4305555556,25,No,Female
1990-03-31 02:53:20,10781.587962963,88,No,Female
1990-01-31 07:46:40,10840.3842592593,110,Yes,Female
1990-06-16 11:26:40,10704.2731481481,62,No,Female
1990-01-16 17:46:40,10854.9675925926,114,No,Female
1990-04-09 04:33:20,10772.5601851852,51,Yes,Female
1990-01-01 22:13:20,10869.7824074074,71,Yes,Female
1990-06-16 00:20:00,10704.7361111111,92,No,Female
1990-04-30 11:40:00,10751.2638888889,188,No,Female
1990-03-09 14:13:20,10803.1157407407,96,No,Female
1990-05-19 05:40:00,10732.5138888889,114,Yes,Female
1990-05-16 11:00:00,10735.2916666667,141,No,Female
1990-03-20 16:53:20,10792.0046296296,110,No,Female
1990-01-28 02:00:00,10843.625,125,Yes,Female
1990-04-17 23:40:00,10763.7638888889,98,No,Female
1990-04-05 06:06:40,10776.4953703704,147,No,Female
1990-04-12 10:20:00,10769.3194444444,112,Yes,Female
1990-01-24 20:13:20,10846.8657407407,153,No,Female
1990-01-29 11:20:00,10842.2361111111,124,Yes,Female
1990-01-27 14:53:20,10844.087962963,144,No,Female
1990-04-11 17:40:00,10770.0138888889,131,Yes,Female
1990-03-11 05:06:40,10801.4953703704,78,No,Female
1990-04-26 18:46:40,10754.9675925926,130,Yes,Female
1990-02-23 05:46:40,10817.4675925926,60,No,Female
1990-06-17 15:13:20,10703.1157407407,172,No,Female
1990-03-14 10:53:20,10798.2546296296,142,No,Female
1990-02-25 18:53:20,10814.9212962963,135,Yes,Female
1990-05-02 19:13:20,10748.9490740741,57,No,Female
1990-03-18 09:20:00,10794.3194444444,99,Yes,Female
1990-03-19 13:06:40,10793.162037037,79,No,Female
1990-04-19 20:06:40,10761.912037037,94,Yes,Female
1990-01-09 02:26:40,10862.6064814815,68,No,Female
1990-03-22 07:46:40,10790.3842592593,101,Yes,Female
1990-05-10 16:06:40,10741.0787037037,111,Yes,Female
1990-03-29 23:06:40,10782.7453703704,107,No,Female
1990-02-05 04:26:40,10835.5231481481,124,No,Female
1990-06-07 16:20:00,10713.0694444444,154,No,Female
1990-03-01 06:13:20,10811.4490740741,156,Yes,Female
1990-03-15 03:33:20,10797.5601851852,73,No,Female
1990-04-25 09:26:40,10756.3564814815,93,No,Female
1990-02-08 10:13:20,10832.2824074074,112,No,Female
1990-03-10 23:33:20,10801.7268518519,143,No,Female
1990-01-01 11:06:40,10870.2453703704,134,Yes,Female
1990-06-13 16:46:40,10707.0509259259,116,Yes,Female
1990-06-03 17:53:20,10717.0046296296,93,Yes,Female
1990-06-06 12:33:20,10714.2268518519,97,No,Female
1990-03-09 14:13:20,10803.1157407407,101,No,Female
1990-01-10 00:40:00,10861.6805555556,14,Yes,Female
1990-01-31 07:46:40,10840.3842592593,112,No,Female
1990-01-18 19:46:40,10852.8842592593,87,No,Female
1990-05-17 14:46:40,10734.1342592593,129,Yes,Female
1990-04-22 09:13:20,10759.3657407407,143,No,Female
1990-03-19 07:33:20,10793.3935185185,82,No,Female
1990-04-08 23:00:00,10772.7916666667,111,No,Female
1990-03-02 21:06:40,10809.8287037037,148,Yes,Female
1990-03-15 09:06:40,10797.3287037037,143,No,Female
1990-03-10 23:33:20,10801.7268518519,72,No,Female
1990-03-29 23:06:40,10782.7453703704,104,No,Female
1990-02-05 21:06:40,10834.8287037037,125,No,Female
1990-04-08 23:00:00,10772.7916666667,79,Yes,Female
1990-05-15 01:40:00,10736.6805555556,142,Yes,Female
1990-05-31 01:00:00,10720.7083333333,138,No,Female
1990-01-17 21:33:20,10853.8101851852,96,No,Female
1990-03-27 21:06:40,10784.8287037037,131,Yes,Female
1990-06-17 20:46:40,10702.8842592593,136,Yes,Female
1990-01-10 00:40:00,10861.6805555556,75,Yes,Female
1990-04-10 08:20:00,10771.4027777778,120,No,Female
1990-01-03 02:00:00,10868.625,92,No,Female
1990-04-12 04:46:40,10769.5509259259,97,Yes,Female
1990-01-15 19:33:20,10855.8935185185,95,No,Female
1990-03-29 12:00:00,10783.2083333333,96,Yes,Female
1990-01-10 11:46:40,10861.2175925926,65,No,Female
1990-06-06 07:00:00,10714.4583333333,102,Yes,Female
1990-02-09 19:33:20,10830.8935185185,72,Yes,Female
1990-05-17 09:13:20,10734.3657407407,129,Yes,Female
1990-03-18 09:20:00,10794.3194444444,77,Yes,Female
1990-06-05 14:20:00,10715.1527777778,113,Yes,Female
1990-03-11 05:06:40,10801.4953703704,117,No,Female
1990-03-14 05:20:00,10798.4861111111,124,No,Female
1990-02-07 06:26:40,10833.4398148148,157,Yes,Female
1990-02-12 19:46:40,10827.8842592593,49,No,Female
1990-03-15 09:06:40,10797.3287037037,103,No,Female
1990-05-03 06:20:00,10748.4861111111,102,No,Female
1990-04-21 05:26:40,10760.5231481481,100,No,Female
1990-01-24 14:40:00,10847.0972222222,78,Yes,Female
1990-06-04 10:33:20,10716.3101851852,131,Yes,Female
1990-02-28 13:33:20,10812.1435185185,115,Yes,Female
1990-01-02 03:46:40,10869.5509259259,32,Yes,Female
1990-05-29 21:13:20,10721.8657407407,153,Yes,Female
1990-01-28 07:33:20,10843.3935185185,60,No,Female
1990-03-20 16:53:20,10792.0046296296,116,No,Female
1990-01-18 19:46:40,10852.8842592593,109,No,Female
1990-02-05 15:33:20,10835.0601851852,117,No,Female
1990-06-09 23:53:20,10710.7546296296,100,Yes,Female
1990-06-07 21:53:20,10712.837962963,120,No,Female
1990-04-11 01:00:00,10770.7083333333,96,Yes,Female
1990-01-14 04:40:00,10857.5138888889,126,Yes,Female
1990-02-05 15:33:20,10835.0601851852,88,No,Female
1990-06-13 05:40:00,10707.5138888889,44,Yes,Female
1990-01-11 21:06:40,10859.8287037037,87,Yes,Female
1990-04-10 19:26:40,10770.9398148148,143,No,Female
1990-04-14 17:53:20,10767.0046296296,108,Yes,Female
1990-04-15 10:33:20,10766.3101851852,133,Yes,Female
1990-04-18 10:46:40,10763.3009259259,184,No,Female
1990-01-28 07:33:20,10843.3935185185,126,No,Female
1990-02-12 03:06:40,10828.5787037037,145,Yes,Female
1990-02-04 06:13:20,10836.4490740741,102,No,Female
1990-05-21 18:46:40,10729.9675925926,123,No,Female
1990-04-15 16:06:40,10766.0787037037,90,Yes,Female
1990-06-10 16:33:20,10710.0601851852,91,Yes,Female
1990-02-01 17:06:40,10838.9953703704,176,No,Female
1990-01-13 00:53:20,10858.6712962963,56,No,Female
1990-04-02 22:33:20,10778.8101851852,37,Yes,Female
1990-06-15 13:13:20,10705.1990740741,76,No,Female
1990-04-04 19:00:00,10776.9583333333,112,Yes,Female
1990-02-04 22:53:20,10835.7546296296,63,Yes,Female
1990-05-29 10:06:40,10722.3287037037,135,Yes,Female
1990-05-30 13:53:20,10721.1712962963,108,No,Female
1990-06-17 04:06:40,10703.5787037037,140,Yes,Female
1990-05-27 02:33:20,10724.6435185185,197,No,Female
1990-05-22 00:20:00,10729.7361111111,76,No,Female
1990-06-03 06:46:40,10717.4675925926,87,Yes,Female
1990-03-09 14:13:20,10803.1157407407,110,Yes,Female
1990-01-26 22:13:20,10844.7824074074,69,No,Female
1990-04-08 06:20:00,10773.4861111111,120,Yes,Female
1990-04-27 22:33:20,10753.8101851852,114,No,Female
1990-02-20 22:13:20,10819.7824074074,60,No,Female
1990-04-28 04:06:40,10753.5787037037,71,Yes,Female
1990-04-08 23:00:00,10772.7916666667,111,Yes,Female
1990-05-15 07:13:20,10736.4490740741,95,No,Female
1990-03-14 22:00:00,10797.7916666667,61,Yes,Female
1990-05-19 05:40:00,10732.5138888889,144,No,Female
1990-03-05 21:20:00,10806.8194444444,85,No,Female
1990-04-02 05:53:20,10779.5046296296,46,No,Female
1990-04-07 19:13:20,10773.9490740741,100,Yes,Female
1990-04-24 22:20:00,10756.8194444444,62,Yes,Female
1990-01-16 12:13:20,10855.1990740741,79,Yes,Female
1990-01-16 12:13:20,10855.1990740741,103,Yes,Female
1990-04-20 12:46:40,10761.2175925926,90,Yes,Female
1990-04-03 04:06:40,10778.5787037037,94,Yes,Female
1990-02-04 06:13:20,10836.4490740741,60,Yes,Female
1990-01-17 10:26:40,10854.2731481481,114,Yes,Female
1990-02-25 07:46:40,10815.3842592593,80,No,Female
1990-05-03 17:26:40,10748.0231481481,81,Yes,Female
1990-03-21 20:40:00,10790.8472222222,130,Yes,Female
1990-03-15 20:13:20,10796.8657407407,153,No,Female
1990-01-29 22:26:40,10841.7731481481,86,No,Female
1990-04-12 10:20:00,10769.3194444444,104,Yes,Female
1990-05-27 13:40:00,10724.1805555556,130,No,Female
1990-01-21 20:00:00,10849.875,51,Yes,Female
1990-03-13 01:33:20,10799.6435185185,79,Yes,Female
1990-05-18 07:26:40,10733.4398148148,118,Yes,Female
1990-01-01 05:33:20,10870.4768518519,131,No,Female
1990-06-06 23:40:00,10713.7638888889,97,No,Female
1990-02-07 12:00:00,10833.2083333333,82,No,Female
1990-04-13 14:06:40,10768.162037037,143,Yes,Female
1990-04-14 01:13:20,10767.6990740741,26,Yes,Female
1990-04-22 03:40:00,10759.5972222222,86,No,Female
1990-03-28 02:40:00,10784.5972222222,64,No,Female
1990-06-01 21:26:40,10718.8564814815,97,No,Female
1990-01-26 05:33:20,10845.4768518519,81,No,Female
1990-02-13 01:20:00,10827.6527777778,60,Yes,Female
1990-03-24 09:46:40,10788.3009259259,98,No,Female
1990-06-07 05:13:20,10713.5324074074,105,Yes,Female
1990-06-09 18:20:00,10710.9861111111,112,No,Female
1990-04-09 10:06:40,10772.3287037037,80,No,Female
1990-04-23 13:00:00,10758.2083333333,110,No,Female
1990-02-14 21:46:40,10825.8009259259,140,Yes,Female
1990-03-29 00:53:20,10783.6712962963,114,Yes,Female
1990-04-17 01:26:40,10764.6898148148,182,No,Female
1990-02-09 19:33:20,10830.8935185185,90,No,Female
1990-03-18 03:46:40,10794.5509259259,72,Yes,Female
1990-04-26 18:46:40,10754.9675925926,163,No,Female
1990-04-04 19:00:00,10776.9583333333,65,No,Female
1990-03-22 02:13:20,10790.6157407407,45,No,Female
1990-03-12 14:26:40,10800.1064814815,67,No,Female
1990-01-09 13:33:20,10862.1435185185,72,No,Female
1990-03-31 14:00:00,10781.125,140,No,Female
1990-02-11 10:26:40,10829.2731481481,127,No,Female
1990-05-06 12:06:40,10745.2453703704,151,Yes,Female
1990-05-28 00:46:40,10723.7175925926,106,Yes,Female
1990-06-18 07:53:20,10702.4212962963,82,No,Female
1990-05-27 13:40:00,10724.1805555556,75,No,Female
1990-03-09 19:46:40,10802.8842592593,96,Yes,Female
1990-05-29 21:13:20,10721.8657407407,138,No,Female
1990-04-01 13:13:20,10780.1990740741,105,Yes,Female
1990-05-24 02:20:00,10727.6527777778,88,No,Female
1990-05-30 08:20:00,10721.4027777778,61,Yes,Female
1990-05-29 10:06:40,10722.3287037037,157,Yes,Female
1990-01-05 04:00:00,10866.5416666667,78,No,Female
1990-04-12 04:46:40,10769.5509259259,121,No,Female
1990-04-03 04:06:40,10778.5787037037,118,No,Female
1990-02-07 06:26:40,10833.4398148148,51,No,Female
1990-04-14 17:53:20,10767.0046296296,122,No,Female
1990-04-01 13:13:20,10780.1990740741,168,No,Female
1990-02-13 18:00:00,10826.9583333333,86,No,Female
1990-03-03 19:20:00,10808.9027777778,83,No,Female
1990-02-25 13:20:00,10815.1527777778,128,No,Female
1990-03-13 12:40:00,10799.1805555556,126,Yes,Female
1990-05-21 02:06:40,10730.662037037,89,Yes,Female
1990-01-17 04:53:20,10854.5046296296,87,Yes,Female
1990-06-01 10:20:00,10719.3194444444,130,Yes,Female
1990-02-18 20:13:20,10821.8657407407,123,No,Female
1990-06-13 00:06:40,10707.7453703704,90,Yes,Female
1990-04-03 20:46:40,10777.8842592593,112,Yes,Female
1990-01-24 09:06:40,10847.3287037037,135,Yes,Female
1990-01-14 10:13:20,10857.2824074074,125,Yes,Female
1990-03-28 19:20:00,10783.9027777778,159,No,Female
1990-01-20 16:13:20,10851.0324074074,97,No,Female
1990-02-10 06:40:00,10830.4305555556,137,No,Female
1990-02-15 08:53:20,10825.337962963,135,No,Female
1990-03-17 05:33:20,10795.4768518519,73,Yes,Female
1990-01-01 11:06:40,10870.2453703704,129,No,Female
1990-03-14 05:20:00,10798.4861111111,52,No,Female
1990-01-10 22:53:20,10860.7546296296,75,Yes,Female
1990-05-23 20:46:40,10727.8842592593,92,Yes,Female
1990-02-03 08:00:00,10837.375,115,Yes,Female
1990-03-25 13:33:20,10787.1435185185,124,Yes,Female
1990-01-17 10:26:40,10854.2731481481,134,No,Female
1990-04-22 20:20:00,10758.9027777778,140,Yes,Female
1990-03-27 10:00:00,10785.2916666667,110,No,Female
1990-01-18 19:46:40,10852.8842592593,103,Yes,Female
1990-03-10 23:33:20,10801.7268518519,154,Yes,Female
1990-05-20 09:26:40,10731.3564814815,145,Yes,Female
1990-03-06 08:26:40,10806.3564814815,71,Yes,Female
1990-04-02 17:00:00,10779.0416666667,62,Yes,Female
1990-01-25 01:46:40,10846.6342592593,99,Yes,Female
1990-04-13 03:00:00,10768.625,140,Yes,Female
1990-03-22 07:46:40,10790.3842592593,121,No,Female
1990-06-02 14:06:40,10718.162037037,93,Yes,Female
1990-05-27 19:13:20,10723.9490740741,127,No,Female
1990-02-09 02:53:20,10831.587962963,99,No,Female
1990-06-05 08:46:40,10715.3842592593,108,No,Female
1990-05-25 17:13:20,10726.0324074074,29,No,Female
1990-02-05 04:26:40,10835.5231481481,79,No,Female
1990-03-24 15:20:00,10788.0694444444,118,Yes,Female
1990-02-22 02:00:00,10818.625,160,Yes,Female
1990-04-27 17:00:00,10754.0416666667,131,No,Female
1990-02-23 00:13:20,10817.6990740741,124,Yes,Female
1990-04-29 07:53:20,10752.4212962963,181,No,Female
1990-03-28 08:13:20,10784.3657407407,142,Yes,Female
1990-01-16 06:40:00,10855.4305555556,93,Yes,Female
