"FedID","UnivName","State","Tier","AssistProf","AssocProf","FullProf"
3797,"University of Puget Sound","WA","III",38900,46900,62300
3798,"University of Washington","WA","I",42100,48500,68300
3799,"Walla Walla College","WA","III",30000,31400,33300
3800,"Washington State University","WA","I",39300,44700,59700
3802,"Western Washington Univ.","WA","II",37100,44400,53700
3803,"Whitman College","WA","III",37200,45100,56800
3804,"Whitworth College","WA","III",27900,34900,42600
3806,"Alderson Broaddus College","WV","III",27200,31500,38500
3808,"Bethany College","WV","III",28600,34800,39700
3809,"Bluefield State College","WV","III",26800,31500,40900
3810,"Concord College","WV","III",28400,34200,40000
3811,"Davis and Elkins College","WV","III",25900,30500,37300
3812,"Fairmont State College","WV","III",31700,36200,43200
3813,"Glenville State College","WV","III",27400,32500,39600
3815,"Marshall University","WV","II",30900,39000,47700
3818,"University of Charleston","WV","III",32400,34700,38500
3820,"Salem-Teikyo University","WV","III",30500,35300,42200
3823,"West Liberty State College","WV","III",23500,32700,41700
3825,"West Virginia Inst. of Tech.","WV","III",29700,34000,40800
3827,"West Virginia University","WV","I",36100,43100,53500
3830,"West Virginia Wesleyan Coll.","WV","III",33900,38300,44100
3831,"Wheeling Jesuit College","WV","III",28200,34800,40300
3832,"Alverno College","WI","III",28200,35200,43800
3835,"Beloit College","WI","III",35700,40900,52100
3839,"Carthage College","WI","III",31900,37400,43400
3842,"Concordia Univ. Wisconsin","WI","III",34000,39100,41600
3854,"Lakeland College","WI","III",32100,NA,40600
3856,"Lawrence University","WI","III",36400,42500,57000
3861,"Marian Coll.of Fond du Lac","WI","III",30200,37100,44000
3863,"Marquette University","WI","I",42600,52100,70500
3868,"Milwaukee School of Engrg.","WI","III",35300,41100,48400
3869,"Mount Mary College","WI","III",28200,32700,39300
3875,"Northland College","WI","III",27100,29600,37500
3884,"Ripon College","WI","III",32000,38000,49100
3892,"St. Norbert College","WI","III",35300,44500,54600
3895,"Univ. Wisconsin-Madison","WI","I",43900,49800,66600
3896,"Univ. Wisconsin-Milwaukee","WI","I",42100,46500,60400
3899,"Univ. Wisconsin-Green Bay","WI","II",35600,41700,49800
3911,"Viterbo College","WI","III",31600,36600,44800
3915,"Univ. Wisconsin-Stout","WI","II",34900,39400,50200
3917,"Univ. Wisconsin-Eau Claire","WI","II",37200,41000,48900
3919,"Univ. Wisconsin-La Crosse","WI","II",38400,42400,51100
3921,"Univ. Wisconsin-Platteville","WI","II",35700,41700,51700
3923,"Univ. Wisconsin-River Falls","WI","II",34000,39900,48500
3924,"Univ. Wisconsin-Stevens Pnt.","WI","II",35300,42300,51600
3925,"Univ. Wisconsin-Superior","WI","II",34800,41000,50100
3926,"Univ. Wisconsin-Whitewater","WI","II",36800,43400,52500
3932,"University of Wyoming","WY","I",37400,41000,53900
3948,"San Francisco State Univ.","CA","II",39700,48300,59900
3954,"University Central Florida","FL","II",36900,42000,56000
3955,"University of West Florida","FL","II",35000,39100,48900
3969,"Univ. Minnesota-Twin Cities","MN","I",41800,46800,66200
3970,"Parks Coll.of St.Louis Univ.","IL","III",39600,54000,57600
3986,"Alltwn.Coll.St.Francis Sales","PA","III",34200,41500,48600
3987,"La Roche College","PA","III",30200,36400,43300
3988,"Neumann College","PA","III",29600,32800,NA
4509,"Univ. of Colo. at Colo.Sprgs","CO","II",38500,42200,52200
4673,"Baker College of Flint","MI","III",37000,NA,NA
4741,"Rutgers State Univ.-Camden","NJ","II",51000,63300,86000
4779,"Long Island University","NY","II",40800,51300,63100
4804,"New York Inst. of Technology","NY","II",41000,49200,56900
4917,"Roger Williams University","RI","III",NA,NA,NA
5015,"Univ. Wisconsin-Parkside","WI","II",39100,42700,53500
6725,"Univ. of Tennessee- Memphis","TN","I",40300,46100,60500
6740,"Univ. of Colorado at Denver","CO","II",40800,45300,59600
6771,"Center for Creative Studies","MI","III",26300,33300,40100
6791,"SUNY College at Purchase","NY","III",36200,43200,53400
6792,"SUNY Coll.Tech. Utica-Rome","NY","II",41400,45700,53600
6858,"Unity College","ME","III",26100,26100,35500
6883,"Ohio State Univ.-Main campus","OH","I",41500,49100,70300
6951,"Univ. South Carolina-Sprtbrg","SC","III",30300,36800,43300
6964,"Rutgers State Univ.-N.Brswck","NJ","I",47800,61100,84600
6965,"Penn State Univ.-Main Campus","PA","I",41700,50900,72100
6967,"Baylor University","TX","I",39700,47400,61900
6968,"University of Virginia","VA","I",43000,51700,77700
7032,"Mid-America Nazarene College","KS","III",26500,30500,37100
7104,"Miami University","OH","I",37600,47400,61600
7109,"SUNY College at Old Westbury","NY","III",37400,48000,59200
7540,"Missouri Baptist College","MO","III",28100,29400,NA
7993,"Cal.St.Univ-Bakersfield","CA","II",37700,48200,59700
8155,"Evergreen State College","WA","III",NA,NA,NA
8310,"Auburn Univ. at Montgomery","AL","II",34300,42200,51900
8770,"Fairleigh Dickinson Univ.","NJ","II",40400,44000,53000
8795,"Antioch University","OH","II",30000,34800,44100
8849,"Palm Beach Atlantic College","FL","III",33300,36900,41300
9058,"Bethel College","MN","III",31300,35600,43000
9089,"Hannibal-LaGrange College","MO","III",24800,28400,NA
9092,"Univ.of Michigan-Ann Arbor","MI","I",46000,57700,77700
9168,"Wright State University-Main","OH","II",38500,46800,64200
9226,"Francis Marion University","SC","III",32800,39400,47600
9235,"Clarion University of Penn.","PA","II",41900,53900,64900
9265,"North Dakota State Univ.","ND","II",35300,39100,47300
9275,"Northern Kentucky University","KY","II",35000,42700,50600
9333,"Sangamon State University","IL","II",37000,43700,49900
9344,"Ramapo College of New Jersey","NJ","III",40700,52700,64500
9345,"Stockton State College","NJ","III",39300,49600,65600
9401,"Colorado Christian Univ.","CO","III",25100,28400,NA
9554,"SUNY at Buffalo","NY","I",42300,54800,76200
9563,"Indiana State University","IN","I",34300,39400,50000
9630,"Univ. Wisconsin-Oshkosh","WI","II",37400,43500,54100
9635,"Florida Internat'l Univ.","FL","II",39500,42300,55800
9636,"Southern Univ.A&M Coll.-Main","LA","II",33600,39200,45500
9651,"Texas A&M Internat'l Univ.","TX","III",38000,43200,44500
9741,"Univ. of Texas at Dallas","TX","I",45100,50500,66100
9743,"Bellevue College","NE","III",28900,34000,37900
9762,"Univ.of Maine at Southern","ME","II",36200,43900,58400
9841,"University of North Florida","FL","III",34300,40500,49800
9862,"Clarkson College","NE","III",37700,40700,NA
9930,"Univ. of Texas -Permian Bsn.","TX","III",34800,39300,45700
10115,"Univ. of Texas -San Antonio","TX","II",37900,44100,54600
10256,"Benedictine College","KS","III",27800,31600,33500
10286,"SUNY Empire State College","NY","III",36100,43700,54300
10298,"Texas A&M Univ.at Galveston","TX","III",37600,36800,57000
10300,"University of South Dakota","SD","I",34000,36400,48000
10311,"Harding University","AR","III",33500,37400,42400
10313,"Univ. New Mexico-Albuquerque","NM","I",37900,43100,57900
10366,"Texas A & M University-Main","TX","I",39400,46000,64500
10392,"Liberty University","VA","II",27900,34100,40100
10395,"University of San Diego","CA","II",45200,53300,71900
11161,"Texas A&M U.-Corpus Christi","TX","II",33400,39600,47500
11163,"Univ. of Texas at Tyler","TX","II",35900,42100,52200
11462,"Univ.Alaska-Anchorage","AK","II",41400,50700,61200
11649,"Loyola Marymount University","CA","II",41400,55800,72200
11711,"Univ. of Houston-Clear Lake","TX","II",40900,47900,55800
11854,"University of Central Texas","TX","III",27900,32100,NA
12748,"Shawnee State University","OH","III",36800,43900,51000
12826,"Univ. of Houston-Downtown","TX","III",33600,40400,50300
13231,"Univ. of Houston-Victoria","TX","III",31900,38900,NA
21078,"Univ. of Hawaii-West Oahu","HI","III",39600,NA,51300
29020,"Univ. of Hawaii at Hilo","HI","III",41400,46100,57600
29100,"Univ.of District Columbia","DC","II",39000,47600,55900
29261,"Christendom College","VA","III",27900,NA,NA
29269,"East Texas State U-Texarkana","TX","III",NA,37300,48000
