STATION,STATION_NAME,DATE,HPCP
COOP:427064,PROVO BYU UT US,19900328 06:00,0.01
COOP:427064,PROVO BYU UT US,19900328 07:00,0.01
COOP:427064,PROVO BYU UT US,19900328 08:00,0.02
COOP:427064,PROVO BYU UT US,19900328 10:00,0.03
COOP:427064,PROVO BYU UT US,19900401 01:00,0.00
COOP:427064,PROVO BYU UT US,19900406 18:00,999.99
COOP:427064,PROVO BYU UT US,19900407 16:00,0.20
COOP:427064,PROVO BYU UT US,19900407 18:00,0.15
COOP:427064,PROVO BYU UT US,19900407 19:00,0.04
COOP:427064,PROVO BYU UT US,19900408 08:00,0.04
COOP:427064,PROVO BYU UT US,19900408 09:00,0.14
COOP:427064,PROVO BYU UT US,19900408 19:00,0.03
COOP:427064,PROVO BYU UT US,19900408 20:00,0.01
COOP:427064,PROVO BYU UT US,19900408 22:00,0.05
COOP:427064,PROVO BYU UT US,19900408 23:00,0.09
COOP:427064,PROVO BYU UT US,19900409 00:00,0.15
COOP:427064,PROVO BYU UT US,19900409 01:00,0.04
COOP:427064,PROVO BYU UT US,19900409 02:00,0.03
COOP:427064,PROVO BYU UT US,19900409 03:00,0.01
COOP:427064,PROVO BYU UT US,19900418 12:00,0.01
COOP:427064,PROVO BYU UT US,19900418 13:00,0.18
COOP:427064,PROVO BYU UT US,19900423 18:00,0.02
COOP:427064,PROVO BYU UT US,19900423 19:00,0.02
COOP:427064,PROVO BYU UT US,19900423 20:00,0.05
COOP:427064,PROVO BYU UT US,19900423 21:00,0.02
COOP:427064,PROVO BYU UT US,19900423 23:00,0.01
COOP:427064,PROVO BYU UT US,19900424 00:00,0.01
COOP:427064,PROVO BYU UT US,19900425 02:00,0.04
COOP:427064,PROVO BYU UT US,19900426 02:00,0.01
COOP:427064,PROVO BYU UT US,19900426 03:00,0.04
COOP:427064,PROVO BYU UT US,19900426 04:00,0.02
COOP:427064,PROVO BYU UT US,19900429 01:00,0.01
COOP:427064,PROVO BYU UT US,19900429 02:00,0.01
COOP:427064,PROVO BYU UT US,19900429 03:00,0.02
COOP:427064,PROVO BYU UT US,19900501 01:00,0.00
COOP:427064,PROVO BYU UT US,19900512 00:00,0.02
COOP:427064,PROVO BYU UT US,19900512 01:00,0.09
COOP:427064,PROVO BYU UT US,19900512 02:00,0.11
COOP:427064,PROVO BYU UT US,19900512 03:00,0.06
COOP:427064,PROVO BYU UT US,19900512 04:00,0.01
COOP:427064,PROVO BYU UT US,19900512 05:00,0.01
COOP:427064,PROVO BYU UT US,19900512 06:00,0.01
COOP:427064,PROVO BYU UT US,19900512 07:00,0.01
COOP:427064,PROVO BYU UT US,19900512 08:00,0.01
COOP:427064,PROVO BYU UT US,19900512 10:00,0.01
COOP:427064,PROVO BYU UT US,19900512 11:00,0.02
COOP:427064,PROVO BYU UT US,19900513 01:00,0.02
COOP:427064,PROVO BYU UT US,19900513 02:00,0.02
COOP:427064,PROVO BYU UT US,19900513 03:00,0.04
COOP:427064,PROVO BYU UT US,19900519 21:00,0.01
COOP:427064,PROVO BYU UT US,19900519 22:00,0.01
COOP:427064,PROVO BYU UT US,19900519 23:00,0.10
COOP:427064,PROVO BYU UT US,19900529 00:00,0.04
COOP:427064,PROVO BYU UT US,19900529 02:00,0.04
COOP:427064,PROVO BYU UT US,19900529 03:00,0.01
COOP:427064,PROVO BYU UT US,19900529 04:00,0.02
COOP:427064,PROVO BYU UT US,19900529 05:00,0.03
COOP:427064,PROVO BYU UT US,19900529 06:00,0.02
COOP:427064,PROVO BYU UT US,19900530 01:00,0.01
COOP:427064,PROVO BYU UT US,19900530 02:00,0.02
COOP:427064,PROVO BYU UT US,19900530 03:00,0.02
COOP:427064,PROVO BYU UT US,19900530 04:00,0.05
COOP:427064,PROVO BYU UT US,19900530 05:00,0.08
COOP:427064,PROVO BYU UT US,19900530 06:00,0.04
COOP:427064,PROVO BYU UT US,19900530 12:00,0.04
COOP:427064,PROVO BYU UT US,19900530 13:00,0.18
COOP:427064,PROVO BYU UT US,19900530 14:00,0.12
COOP:427064,PROVO BYU UT US,19900531 02:00,0.01
COOP:427064,PROVO BYU UT US,19900531 03:00,0.01
COOP:427064,PROVO BYU UT US,19900601 01:00,0.01
COOP:427064,PROVO BYU UT US,19900601 02:00,0.02
COOP:427064,PROVO BYU UT US,19900601 03:00,0.01
COOP:427064,PROVO BYU UT US,19900601 04:00,0.01
COOP:427064,PROVO BYU UT US,19900601 05:00,0.02
COOP:427064,PROVO BYU UT US,19900601 06:00,0.11
COOP:427064,PROVO BYU UT US,19900601 11:00,0.07
COOP:427064,PROVO BYU UT US,19900608 14:00,999.99
COOP:427064,PROVO BYU UT US,19900610 15:00,0.05
COOP:427064,PROVO BYU UT US,19900610 19:00,0.06
COOP:427064,PROVO BYU UT US,19900610 21:00,0.03
COOP:427064,PROVO BYU UT US,19900610 22:00,0.05
COOP:427064,PROVO BYU UT US,19900610 23:00,0.04
COOP:427064,PROVO BYU UT US,19900611 00:00,0.01
COOP:427064,PROVO BYU UT US,19900611 01:00,0.01
COOP:427064,PROVO BYU UT US,19900611 02:00,0.01
COOP:427064,PROVO BYU UT US,19900611 03:00,0.04
COOP:427064,PROVO BYU UT US,19900611 04:00,0.02
COOP:427064,PROVO BYU UT US,19900611 05:00,0.16
COOP:427064,PROVO BYU UT US,19900611 06:00,0.36
COOP:427064,PROVO BYU UT US,19900611 07:00,0.12
COOP:427064,PROVO BYU UT US,19900611 08:00,0.08
COOP:427064,PROVO BYU UT US,19900611 10:00,0.01
COOP:427064,PROVO BYU UT US,19900611 12:00,0.01
COOP:427064,PROVO BYU UT US,19900611 18:00,0.03
COOP:427064,PROVO BYU UT US,19900611 19:00,0.04
COOP:427064,PROVO BYU UT US,19900611 20:00,0.11
COOP:427064,PROVO BYU UT US,19900611 21:00,0.14
COOP:427064,PROVO BYU UT US,19900611 22:00,0.04
COOP:427064,PROVO BYU UT US,19900612 04:00,0.15
COOP:427064,PROVO BYU UT US,19900612 05:00,0.07
COOP:427064,PROVO BYU UT US,19900616 03:00,0.01
COOP:427064,PROVO BYU UT US,19900616 04:00,0.03
COOP:427064,PROVO BYU UT US,19900616 05:00,0.04
COOP:427064,PROVO BYU UT US,19900616 06:00,0.01
COOP:427064,PROVO BYU UT US,19900616 10:00,0.01
COOP:427064,PROVO BYU UT US,19900616 12:00,0.02
COOP:427064,PROVO BYU UT US,19900616 13:00,0.02
COOP:427064,PROVO BYU UT US,19900701 01:00,0.00
COOP:427064,PROVO BYU UT US,19900708 16:00,0.05
COOP:427064,PROVO BYU UT US,19900709 00:00,0.01
COOP:427064,PROVO BYU UT US,19900709 01:00,0.01
COOP:427064,PROVO BYU UT US,19900709 02:00,0.01
COOP:427064,PROVO BYU UT US,19900709 05:00,0.07
COOP:427064,PROVO BYU UT US,19900709 06:00,0.04
COOP:427064,PROVO BYU UT US,19900719 20:00,0.02
COOP:427064,PROVO BYU UT US,19900719 21:00,0.01
COOP:427064,PROVO BYU UT US,19900723 17:00,0.06
COOP:427064,PROVO BYU UT US,19900724 17:00,0.12
COOP:427064,PROVO BYU UT US,19900801 01:00,0.00
COOP:427064,PROVO BYU UT US,19900816 16:00,0.09
COOP:427064,PROVO BYU UT US,19900816 17:00,0.34
COOP:427064,PROVO BYU UT US,19900816 18:00,0.02
COOP:427064,PROVO BYU UT US,19900818 10:00,0.02
COOP:427064,PROVO BYU UT US,19900830 10:00,0.02
COOP:427064,PROVO BYU UT US,19900830 11:00,0.02
COOP:427064,PROVO BYU UT US,19900901 01:00,0.00
COOP:427064,PROVO BYU UT US,19900902 03:00,0.03
COOP:427064,PROVO BYU UT US,19900902 04:00,0.01
COOP:427064,PROVO BYU UT US,19900902 06:00,0.02
COOP:427064,PROVO BYU UT US,19900902 07:00,0.01
COOP:427064,PROVO BYU UT US,19900902 14:00,0.01
COOP:427064,PROVO BYU UT US,19900918 22:00,0.08
COOP:427064,PROVO BYU UT US,19900923 20:00,0.04
COOP:427064,PROVO BYU UT US,19900923 21:00,0.05
COOP:427064,PROVO BYU UT US,19900923 22:00,0.11
COOP:427064,PROVO BYU UT US,19900923 23:00,0.03
COOP:427064,PROVO BYU UT US,19900924 00:00,0.27
COOP:427064,PROVO BYU UT US,19900924 01:00,0.03
COOP:427064,PROVO BYU UT US,19900924 02:00,0.01
COOP:427064,PROVO BYU UT US,19900924 03:00,0.01
COOP:427064,PROVO BYU UT US,19900927 10:00,0.07
COOP:427064,PROVO BYU UT US,19901001 01:00,0.00
COOP:427064,PROVO BYU UT US,19901007 02:00,0.06
COOP:427064,PROVO BYU UT US,19901007 03:00,0.04
COOP:427064,PROVO BYU UT US,19901007 04:00,0.08
COOP:427064,PROVO BYU UT US,19901007 05:00,0.06
COOP:427064,PROVO BYU UT US,19901007 06:00,0.05
COOP:427064,PROVO BYU UT US,19901007 07:00,0.10
COOP:427064,PROVO BYU UT US,19901007 09:00,0.02
COOP:427064,PROVO BYU UT US,19901007 10:00,0.02
COOP:427064,PROVO BYU UT US,19901007 11:00,0.02
COOP:427064,PROVO BYU UT US,19901007 12:00,0.05
COOP:427064,PROVO BYU UT US,19901018 19:00,0.04
COOP:427064,PROVO BYU UT US,19901018 20:00,0.01
COOP:427064,PROVO BYU UT US,19901018 21:00,0.01
COOP:427064,PROVO BYU UT US,19901019 00:00,0.04
COOP:427064,PROVO BYU UT US,19901019 01:00,0.25
COOP:427064,PROVO BYU UT US,19901019 02:00,0.18
COOP:427064,PROVO BYU UT US,19901019 03:00,0.05
COOP:427064,PROVO BYU UT US,19901019 04:00,0.02
COOP:427064,PROVO BYU UT US,19901019 05:00,0.01
COOP:427064,PROVO BYU UT US,19901019 06:00,0.28
COOP:427064,PROVO BYU UT US,19901019 07:00,0.11
COOP:427064,PROVO BYU UT US,19901019 08:00,0.03
COOP:427064,PROVO BYU UT US,19901019 09:00,0.03
COOP:427064,PROVO BYU UT US,19901101 01:00,0.00
COOP:427064,PROVO BYU UT US,19901101 12:00,0.05
COOP:427064,PROVO BYU UT US,19901101 13:00,0.04
COOP:427064,PROVO BYU UT US,19901101 14:00,0.07
COOP:427064,PROVO BYU UT US,19901101 15:00,0.02
COOP:427064,PROVO BYU UT US,19901101 17:00,0.03
COOP:427064,PROVO BYU UT US,19901101 20:00,999.99
COOP:427064,PROVO BYU UT US,19901102 07:00,0.18
COOP:427064,PROVO BYU UT US,19901105 02:00,0.05
COOP:427064,PROVO BYU UT US,19901105 10:00,0.03
COOP:427064,PROVO BYU UT US,19901105 11:00,0.04
COOP:427064,PROVO BYU UT US,19901120 04:00,0.01
COOP:427064,PROVO BYU UT US,19901120 05:00,0.01
COOP:427064,PROVO BYU UT US,19901120 06:00,0.01
COOP:427064,PROVO BYU UT US,19901120 07:00,0.05
COOP:427064,PROVO BYU UT US,19901120 08:00,0.05
COOP:427064,PROVO BYU UT US,19901120 09:00,0.08
COOP:427064,PROVO BYU UT US,19901120 10:00,0.08
COOP:427064,PROVO BYU UT US,19901120 11:00,0.08
COOP:427064,PROVO BYU UT US,19901120 12:00,0.04
COOP:427064,PROVO BYU UT US,19901120 13:00,0.08
COOP:427064,PROVO BYU UT US,19901120 14:00,0.08
COOP:427064,PROVO BYU UT US,19901120 15:00,0.04
COOP:427064,PROVO BYU UT US,19901120 17:00,0.01
COOP:427064,PROVO BYU UT US,19901120 18:00,0.02
COOP:427064,PROVO BYU UT US,19901201 01:00,0.00
COOP:427064,PROVO BYU UT US,19901212 13:00,999.99
COOP:427064,PROVO BYU UT US,19901212 17:00,0.05
COOP:427064,PROVO BYU UT US,19901212 22:00,0.01
COOP:427064,PROVO BYU UT US,19901213 01:00,0.01
COOP:427064,PROVO BYU UT US,19901213 02:00,0.02
COOP:427064,PROVO BYU UT US,19901213 05:00,0.01
COOP:427064,PROVO BYU UT US,19901213 07:00,0.01
COOP:427064,PROVO BYU UT US,19901213 12:00,0.02
COOP:427064,PROVO BYU UT US,19901213 14:00,0.01
COOP:427064,PROVO BYU UT US,19901213 21:00,0.04
COOP:427064,PROVO BYU UT US,19901213 22:00,0.08
COOP:427064,PROVO BYU UT US,19901213 23:00,0.01
COOP:427064,PROVO BYU UT US,19901214 01:00,0.01
COOP:427064,PROVO BYU UT US,19901214 02:00,0.01
COOP:427064,PROVO BYU UT US,19901214 03:00,0.02
COOP:427064,PROVO BYU UT US,19901214 11:00,0.02
COOP:427064,PROVO BYU UT US,19901214 12:00,0.01
COOP:427064,PROVO BYU UT US,19901216 01:00,0.01
COOP:427064,PROVO BYU UT US,19901216 02:00,0.01
COOP:427064,PROVO BYU UT US,19901216 03:00,0.01
COOP:427064,PROVO BYU UT US,19901216 05:00,0.04
COOP:427064,PROVO BYU UT US,19901216 06:00,0.01
COOP:427064,PROVO BYU UT US,19901216 13:00,0.08
COOP:427064,PROVO BYU UT US,19901216 14:00,0.08
COOP:427064,PROVO BYU UT US,19901217 01:00,0.01
COOP:427064,PROVO BYU UT US,19901217 02:00,0.01
COOP:427064,PROVO BYU UT US,19901217 03:00,0.01
COOP:427064,PROVO BYU UT US,19901217 04:00,0.01
COOP:427064,PROVO BYU UT US,19901218 23:00,0.01
COOP:427064,PROVO BYU UT US,19901219 00:00,0.06
COOP:427064,PROVO BYU UT US,19901219 01:00,0.05
COOP:427064,PROVO BYU UT US,19901219 02:00,0.03
COOP:427064,PROVO BYU UT US,19901219 04:00,0.01
COOP:427064,PROVO BYU UT US,19901219 17:00,0.05
COOP:427064,PROVO BYU UT US,19901219 18:00,0.07
COOP:427064,PROVO BYU UT US,19901219 19:00,0.01
COOP:427064,PROVO BYU UT US,19901219 20:00,0.01
COOP:427064,PROVO BYU UT US,19901219 22:00,0.01
COOP:427064,PROVO BYU UT US,19901219 23:00,0.01
COOP:427064,PROVO BYU UT US,19901220 01:00,0.04
COOP:427064,PROVO BYU UT US,19901220 02:00,0.09
COOP:427064,PROVO BYU UT US,19901220 03:00,0.04
COOP:427064,PROVO BYU UT US,19901220 04:00,0.04
COOP:427064,PROVO BYU UT US,19901220 05:00,0.02
COOP:427064,PROVO BYU UT US,19901222 10:00,0.03
COOP:427064,PROVO BYU UT US,19901225 00:00,0.02
COOP:427064,PROVO BYU UT US,19901225 01:00,0.01
COOP:427064,PROVO BYU UT US,19901225 02:00,0.02
COOP:427064,PROVO BYU UT US,19901226 10:00,0.01
COOP:427064,PROVO BYU UT US,19901226 12:00,0.02
COOP:427064,PROVO BYU UT US,19901229 01:00,0.02
COOP:427064,PROVO BYU UT US,19901229 02:00,0.03
COOP:427064,PROVO BYU UT US,19901229 03:00,0.02
COOP:427064,PROVO BYU UT US,19901229 04:00,0.01
COOP:427064,PROVO BYU UT US,19901229 06:00,0.02
COOP:427064,PROVO BYU UT US,19901229 07:00,0.02
COOP:427064,PROVO BYU UT US,19901229 10:00,0.03
COOP:427064,PROVO BYU UT US,19901229 11:00,0.01
COOP:427064,PROVO BYU UT US,19901229 12:00,0.01
COOP:427064,PROVO BYU UT US,19910101 01:00,0.00
COOP:427064,PROVO BYU UT US,19910104 07:00,0.02
COOP:427064,PROVO BYU UT US,19910104 08:00,0.01
COOP:427064,PROVO BYU UT US,19910104 09:00,0.05
COOP:427064,PROVO BYU UT US,19910104 10:00,0.03
COOP:427064,PROVO BYU UT US,19910104 11:00,0.02
COOP:427064,PROVO BYU UT US,19910104 12:00,0.03
COOP:427064,PROVO BYU UT US,19910104 13:00,0.01
COOP:427064,PROVO BYU UT US,19910104 14:00,0.02
COOP:427064,PROVO BYU UT US,19910108 01:00,0.02
COOP:427064,PROVO BYU UT US,19910108 02:00,0.03
COOP:427064,PROVO BYU UT US,19910108 03:00,0.02
COOP:427064,PROVO BYU UT US,19910108 04:00,0.02
COOP:427064,PROVO BYU UT US,19910108 05:00,0.02
COOP:427064,PROVO BYU UT US,19910108 06:00,0.01
COOP:427064,PROVO BYU UT US,19910108 07:00,0.03
COOP:427064,PROVO BYU UT US,19910113 13:00,0.01
COOP:427064,PROVO BYU UT US,19910113 14:00,0.01
COOP:427064,PROVO BYU UT US,19910113 15:00,0.07
COOP:427064,PROVO BYU UT US,19910113 16:00,0.06
COOP:427064,PROVO BYU UT US,19910113 17:00,0.01
COOP:427064,PROVO BYU UT US,19910113 18:00,0.02
COOP:427064,PROVO BYU UT US,19910114 01:00,0.01
COOP:427064,PROVO BYU UT US,19910114 02:00,0.01
COOP:427064,PROVO BYU UT US,19910114 03:00,0.01
COOP:427064,PROVO BYU UT US,19910114 04:00,0.01
COOP:427064,PROVO BYU UT US,19910114 05:00,0.01
COOP:427064,PROVO BYU UT US,19910114 07:00,0.02
COOP:427064,PROVO BYU UT US,19910114 23:00,0.02
COOP:427064,PROVO BYU UT US,19910115 00:00,0.04
COOP:427064,PROVO BYU UT US,19910115 01:00,0.01
COOP:427064,PROVO BYU UT US,19910115 02:00,0.01
COOP:427064,PROVO BYU UT US,19910115 03:00,0.05
COOP:427064,PROVO BYU UT US,19910115 04:00,0.03
COOP:427064,PROVO BYU UT US,19910115 05:00,0.02
COOP:427064,PROVO BYU UT US,19910115 06:00,0.02
COOP:427064,PROVO BYU UT US,19910115 07:00,0.09
COOP:427064,PROVO BYU UT US,19910115 08:00,0.03
COOP:427064,PROVO BYU UT US,19910115 09:00,0.03
COOP:427064,PROVO BYU UT US,19910115 10:00,0.01
COOP:427064,PROVO BYU UT US,19910115 11:00,0.12
COOP:427064,PROVO BYU UT US,19910115 12:00,0.05
COOP:427064,PROVO BYU UT US,19910115 13:00,0.01
COOP:427064,PROVO BYU UT US,19910115 14:00,0.05
COOP:427064,PROVO BYU UT US,19910115 15:00,0.04
COOP:427064,PROVO BYU UT US,19910116 02:00,0.01
COOP:427064,PROVO BYU UT US,19910116 03:00,0.01
COOP:427064,PROVO BYU UT US,19910116 04:00,0.03
COOP:427064,PROVO BYU UT US,19910119 03:00,0.02
COOP:427064,PROVO BYU UT US,19910119 04:00,0.01
COOP:427064,PROVO BYU UT US,19910201 01:00,0.00
COOP:427064,PROVO BYU UT US,19910213 12:00,0.01
COOP:427064,PROVO BYU UT US,19910213 15:00,0.01
COOP:427064,PROVO BYU UT US,19910213 18:00,0.01
COOP:427064,PROVO BYU UT US,19910213 20:00,0.01
COOP:427064,PROVO BYU UT US,19910213 22:00,0.01
COOP:427064,PROVO BYU UT US,19910214 00:00,0.01
COOP:427064,PROVO BYU UT US,19910214 02:00,0.01
COOP:427064,PROVO BYU UT US,19910214 04:00,0.01
COOP:427064,PROVO BYU UT US,19910216 11:00,0.01
COOP:427064,PROVO BYU UT US,19910216 12:00,0.02
COOP:427064,PROVO BYU UT US,19910216 13:00,0.02
COOP:427064,PROVO BYU UT US,19910216 14:00,0.01
COOP:427064,PROVO BYU UT US,19910216 15:00,0.01
COOP:427064,PROVO BYU UT US,19910216 16:00,0.04
COOP:427064,PROVO BYU UT US,19910216 17:00,0.04
COOP:427064,PROVO BYU UT US,19910216 18:00,0.03
COOP:427064,PROVO BYU UT US,19910216 19:00,0.03
COOP:427064,PROVO BYU UT US,19910216 20:00,0.12
COOP:427064,PROVO BYU UT US,19910216 21:00,0.16
COOP:427064,PROVO BYU UT US,19910216 22:00,0.06
COOP:427064,PROVO BYU UT US,19910216 23:00,0.04
COOP:427064,PROVO BYU UT US,19910217 00:00,0.01
COOP:427064,PROVO BYU UT US,19910217 01:00,0.01
COOP:427064,PROVO BYU UT US,19910217 02:00,0.01
COOP:427064,PROVO BYU UT US,19910217 03:00,0.01
COOP:427064,PROVO BYU UT US,19910217 04:00,0.01
COOP:427064,PROVO BYU UT US,19910217 05:00,0.01
COOP:427064,PROVO BYU UT US,19910218 01:00,0.01
COOP:427064,PROVO BYU UT US,19910218 02:00,0.02
COOP:427064,PROVO BYU UT US,19910218 03:00,0.02
COOP:427064,PROVO BYU UT US,19910218 04:00,0.02
COOP:427064,PROVO BYU UT US,19910228 10:00,0.01
COOP:427064,PROVO BYU UT US,19910228 11:00,0.01
COOP:427064,PROVO BYU UT US,19910228 12:00,0.01
COOP:427064,PROVO BYU UT US,19910228 19:00,0.02
COOP:427064,PROVO BYU UT US,19910228 20:00,0.03
COOP:427064,PROVO BYU UT US,19910228 21:00,0.01
COOP:427064,PROVO BYU UT US,19910228 22:00,0.02
COOP:427064,PROVO BYU UT US,19910228 23:00,0.01
COOP:427064,PROVO BYU UT US,19910301 01:00,0.00
COOP:427064,PROVO BYU UT US,19910301 02:00,0.03
COOP:427064,PROVO BYU UT US,19910301 03:00,0.01
COOP:427064,PROVO BYU UT US,19910301 04:00,0.03
COOP:427064,PROVO BYU UT US,19910301 07:00,0.01
COOP:427064,PROVO BYU UT US,19910301 09:00,0.03
COOP:427064,PROVO BYU UT US,19910301 12:00,0.01
COOP:427064,PROVO BYU UT US,19910301 14:00,0.01
COOP:427064,PROVO BYU UT US,19910301 16:00,0.04
COOP:427064,PROVO BYU UT US,19910301 23:00,0.01
COOP:427064,PROVO BYU UT US,19910302 00:00,0.10
COOP:427064,PROVO BYU UT US,19910302 01:00,0.09
COOP:427064,PROVO BYU UT US,19910302 02:00,0.05
COOP:427064,PROVO BYU UT US,19910302 03:00,0.06
COOP:427064,PROVO BYU UT US,19910302 04:00,0.03
COOP:427064,PROVO BYU UT US,19910302 11:00,0.08
COOP:427064,PROVO BYU UT US,19910305 06:00,0.05
COOP:427064,PROVO BYU UT US,19910307 06:00,0.03
COOP:427064,PROVO BYU UT US,19910307 09:00,0.02
COOP:427064,PROVO BYU UT US,19910311 15:00,0.07
COOP:427064,PROVO BYU UT US,19910311 16:00,0.02
COOP:427064,PROVO BYU UT US,19910311 17:00,0.01
COOP:427064,PROVO BYU UT US,19910315 08:00,0.02
COOP:427064,PROVO BYU UT US,19910315 09:00,0.02
COOP:427064,PROVO BYU UT US,19910315 21:00,0.08
COOP:427064,PROVO BYU UT US,19910315 22:00,0.02
COOP:427064,PROVO BYU UT US,19910316 01:00,0.02
COOP:427064,PROVO BYU UT US,19910316 02:00,0.02
COOP:427064,PROVO BYU UT US,19910316 03:00,0.01
COOP:427064,PROVO BYU UT US,19910316 11:00,0.03
COOP:427064,PROVO BYU UT US,19910319 21:00,0.01
COOP:427064,PROVO BYU UT US,19910319 22:00,0.05
COOP:427064,PROVO BYU UT US,19910319 23:00,0.02
COOP:427064,PROVO BYU UT US,19910320 01:00,0.02
COOP:427064,PROVO BYU UT US,19910320 02:00,0.02
COOP:427064,PROVO BYU UT US,19910321 01:00,999.99
COOP:427064,PROVO BYU UT US,19910321 06:00,0.05
COOP:427064,PROVO BYU UT US,19910321 10:00,0.06
COOP:427064,PROVO BYU UT US,19910321 11:00,0.15
COOP:427064,PROVO BYU UT US,19910321 12:00,0.03
COOP:427064,PROVO BYU UT US,19910321 14:00,0.01
COOP:427064,PROVO BYU UT US,19910322 01:00,0.04
COOP:427064,PROVO BYU UT US,19910322 02:00,0.05
COOP:427064,PROVO BYU UT US,19910322 03:00,0.01
COOP:427064,PROVO BYU UT US,19910327 10:00,0.02
COOP:427064,PROVO BYU UT US,19910327 11:00,0.01
COOP:427064,PROVO BYU UT US,19910327 12:00,0.01
COOP:427064,PROVO BYU UT US,19910401 01:00,0.00
COOP:427064,PROVO BYU UT US,19910406 10:00,0.04
COOP:427064,PROVO BYU UT US,19910410 03:00,0.03
COOP:427064,PROVO BYU UT US,19910410 04:00,0.09
COOP:427064,PROVO BYU UT US,19910410 05:00,0.04
COOP:427064,PROVO BYU UT US,19910410 21:00,0.01
COOP:427064,PROVO BYU UT US,19910410 22:00,0.01
COOP:427064,PROVO BYU UT US,19910410 23:00,0.01
COOP:427064,PROVO BYU UT US,19910411 00:00,0.02
COOP:427064,PROVO BYU UT US,19910411 01:00,0.02
COOP:427064,PROVO BYU UT US,19910411 02:00,0.05
COOP:427064,PROVO BYU UT US,19910411 03:00,0.08
COOP:427064,PROVO BYU UT US,19910411 04:00,0.01
COOP:427064,PROVO BYU UT US,19910411 05:00,0.01
COOP:427064,PROVO BYU UT US,19910412 16:00,0.01
COOP:427064,PROVO BYU UT US,19910412 17:00,0.02
COOP:427064,PROVO BYU UT US,19910413 06:00,0.06
COOP:427064,PROVO BYU UT US,19910413 07:00,0.05
COOP:427064,PROVO BYU UT US,19910413 08:00,0.01
COOP:427064,PROVO BYU UT US,19910413 10:00,0.06
COOP:427064,PROVO BYU UT US,19910422 16:00,0.03
COOP:427064,PROVO BYU UT US,19910422 19:00,0.07
COOP:427064,PROVO BYU UT US,19910425 08:00,0.05
COOP:427064,PROVO BYU UT US,19910425 09:00,0.01
COOP:427064,PROVO BYU UT US,19910425 10:00,0.07
COOP:427064,PROVO BYU UT US,19910425 11:00,0.05
COOP:427064,PROVO BYU UT US,19910425 12:00,0.12
COOP:427064,PROVO BYU UT US,19910425 13:00,0.17
COOP:427064,PROVO BYU UT US,19910425 14:00,0.15
COOP:427064,PROVO BYU UT US,19910425 15:00,0.12
COOP:427064,PROVO BYU UT US,19910425 16:00,0.08
COOP:427064,PROVO BYU UT US,19910425 17:00,0.01
COOP:427064,PROVO BYU UT US,19910425 18:00,0.02
COOP:427064,PROVO BYU UT US,19910425 19:00,0.01
COOP:427064,PROVO BYU UT US,19910425 21:00,0.01
COOP:427064,PROVO BYU UT US,19910426 02:00,0.01
COOP:427064,PROVO BYU UT US,19910426 03:00,0.02
COOP:427064,PROVO BYU UT US,19910427 01:00,0.01
COOP:427064,PROVO BYU UT US,19910427 02:00,0.05
COOP:427064,PROVO BYU UT US,19910427 03:00,0.08
COOP:427064,PROVO BYU UT US,19910427 04:00,0.03
COOP:427064,PROVO BYU UT US,19910427 05:00,0.01
COOP:427064,PROVO BYU UT US,19910427 06:00,0.03
COOP:427064,PROVO BYU UT US,19910427 07:00,0.03
COOP:427064,PROVO BYU UT US,19910427 10:00,0.12
COOP:427064,PROVO BYU UT US,19910427 11:00,0.09
COOP:427064,PROVO BYU UT US,19910427 12:00,0.01
COOP:427064,PROVO BYU UT US,19910427 13:00,0.01
COOP:427064,PROVO BYU UT US,19910427 14:00,0.01
COOP:427064,PROVO BYU UT US,19910427 15:00,0.01
COOP:427064,PROVO BYU UT US,19910428 01:00,0.01
COOP:427064,PROVO BYU UT US,19910428 02:00,0.01
COOP:427064,PROVO BYU UT US,19910428 03:00,0.01
COOP:427064,PROVO BYU UT US,19910428 06:00,0.02
COOP:427064,PROVO BYU UT US,19910429 01:00,0.01
COOP:427064,PROVO BYU UT US,19910429 03:00,0.01
COOP:427064,PROVO BYU UT US,19910429 06:00,0.02
COOP:427064,PROVO BYU UT US,19910429 07:00,0.04
COOP:427064,PROVO BYU UT US,19910429 08:00,0.02
COOP:427064,PROVO BYU UT US,19910429 09:00,0.01
COOP:427064,PROVO BYU UT US,19910429 10:00,0.01
COOP:427064,PROVO BYU UT US,19910429 11:00,0.01
COOP:427064,PROVO BYU UT US,19910429 12:00,0.01
COOP:427064,PROVO BYU UT US,19910429 13:00,0.01
COOP:427064,PROVO BYU UT US,19910429 14:00,0.01
COOP:427064,PROVO BYU UT US,19910429 15:00,0.02
COOP:427064,PROVO BYU UT US,19910501 01:00,0.00
COOP:427064,PROVO BYU UT US,19910502 20:00,0.01
COOP:427064,PROVO BYU UT US,19910502 21:00,0.10
COOP:427064,PROVO BYU UT US,19910502 22:00,0.01
COOP:427064,PROVO BYU UT US,19910503 01:00,0.02
COOP:427064,PROVO BYU UT US,19910503 02:00,0.01
COOP:427064,PROVO BYU UT US,19910503 03:00,0.01
COOP:427064,PROVO BYU UT US,19910503 05:00,0.02
COOP:427064,PROVO BYU UT US,19910503 07:00,0.05
COOP:427064,PROVO BYU UT US,19910503 08:00,0.03
COOP:427064,PROVO BYU UT US,19910503 09:00,0.10
COOP:427064,PROVO BYU UT US,19910503 12:00,0.01
