SampleID	BarcodeSequence	LinkerPrimerSequence	Run	Ecosystem	Island	Lat	Lon	Collection_Date	F_Primer	R_Primer	Ecosys_Type	Host_Type	Host	InputFileName	Description
12.7.2000			MLO	Aero	Hawaii	19.535918	-155.575984	12.7.2000	ITS1F	ITS2	Aerial		NA	12.7.2000.fasta	MLO_12.7.2000
12.7.2007			MLO	Aero	Hawaii	19.535918	-155.575984	12.7.2007	ITS1F	ITS2	Aerial		NA	12.7.2007.fasta	MLO_12.7.2007
12.9.2001			MLO	Aero	Hawaii	19.535918	-155.575984	12.9.2001	ITS1F	ITS2	Aerial		NA	12.9.2001.fasta	MLO_12.9.2001
13.1.2003			MLO	Aero	Hawaii	19.535918	-155.575984	13.1.2003	ITS1F	ITS2	Aerial		NA	13.1.2003.fasta	MLO_13.1.2003
13.1.2005			MLO	Aero	Hawaii	19.535918	-155.575984	13.1.2005	ITS1F	ITS2	Aerial		NA	13.1.2005.fasta	MLO_13.1.2005
13.1.2012			MLO	Aero	Hawaii	19.535918	-155.575984	13.1.2012	ITS1F	ITS2	Aerial		NA	13.1.2012.fasta	MLO_13.1.2012
13.10.2004			MLO	Aero	Hawaii	19.535918	-155.575984	13.10.2004	ITS1F	ITS2	Aerial		NA	13.10.2004.fasta	MLO_13.10.2004
13.11.2000			MLO	Aero	Hawaii	19.535918	-155.575984	13.11.2000	ITS1F	ITS2	Aerial		NA	13.11.2000.fasta	MLO_13.11.2000
13.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	13.3.2001	ITS1F	ITS2	Aerial		NA	13.3.2001.fasta	MLO_13.3.2001
13.3.2002			MLO	Aero	Hawaii	19.535918	-155.575984	13.3.2002	ITS1F	ITS2	Aerial		NA	13.3.2002.fasta	MLO_13.3.2002
13.3.2012			MLO	Aero	Hawaii	19.535918	-155.575984	13.3.2012	ITS1F	ITS2	Aerial		NA	13.3.2012.fasta	MLO_13.3.2012
13.6.2005			MLO	Aero	Hawaii	19.535918	-155.575984	13.6.2005	ITS1F	ITS2	Aerial		NA	13.6.2005.fasta	MLO_13.6.2005
13.6.2012			MLO	Aero	Hawaii	19.535918	-155.575984	13.6.2012	ITS1F	ITS2	Aerial		NA	13.6.2012.fasta	MLO_13.6.2012
13.7.2012			MLO	Aero	Hawaii	19.535918	-155.575984	13.7.2012	ITS1F	ITS2	Aerial		NA	13.7.2012.fasta	MLO_13.7.2012
13.8.2004			MLO	Aero	Hawaii	19.535918	-155.575984	13.8.2004	ITS1F	ITS2	Aerial		NA	13.8.2004.fasta	MLO_13.8.2004
13.8.2010			MLO	Aero	Hawaii	19.535918	-155.575984	13.8.2010	ITS1F	ITS2	Aerial		NA	13.8.2010.fasta	MLO_13.8.2010
14.10.2008			MLO	Aero	Hawaii	19.535918	-155.575984	14.10.2008	ITS1F	ITS2	Aerial		NA	14.10.2008.fasta	MLO_14.10.2008
14.11.2005			MLO	Aero	Hawaii	19.535918	-155.575984	14.11.2005	ITS1F	ITS2	Aerial		NA	14.11.2005.fasta	MLO_14.11.2005
14.11.2011			MLO	Aero	Hawaii	19.535918	-155.575984	14.11.2011	ITS1F	ITS2	Aerial		NA	14.11.2011.fasta	MLO_14.11.2011
14.2.2002			MLO	Aero	Hawaii	19.535918	-155.575984	14.2.2002	ITS1F	ITS2	Aerial		NA	14.2.2002.fasta	MLO_14.2.2002
14.2.2003			MLO	Aero	Hawaii	19.535918	-155.575984	14.2.2003	ITS1F	ITS2	Aerial		NA	14.2.2003.fasta	MLO_14.2.2003
14.2.2005			MLO	Aero	Hawaii	19.535918	-155.575984	14.2.2005	ITS1F	ITS2	Aerial		NA	14.2.2005.fasta	MLO_14.2.2005
14.2.2011			MLO	Aero	Hawaii	19.535918	-155.575984	14.2.2011	ITS1F	ITS2	Aerial		NA	14.2.2011.fasta	MLO_14.2.2011
14.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	14.3.2001	ITS1F	ITS2	Aerial		NA	14.3.2001.fasta	MLO_14.3.2001
14.3.2011			MLO	Aero	Hawaii	19.535918	-155.575984	14.3.2011	ITS1F	ITS2	Aerial		NA	14.3.2011.fasta	MLO_14.3.2011
14.4.2011			MLO	Aero	Hawaii	19.535918	-155.575984	14.4.2011	ITS1F	ITS2	Aerial		NA	14.4.2011.fasta	MLO_14.4.2011
14.5.2001			MLO	Aero	Hawaii	19.535918	-155.575984	14.5.2001	ITS1F	ITS2	Aerial		NA	14.5.2001.fasta	MLO_14.5.2001
14.6.2004			MLO	Aero	Hawaii	19.535918	-155.575984	14.6.2004	ITS1F	ITS2	Aerial		NA	14.6.2004.fasta	MLO_14.6.2004
14.6.2007			MLO	Aero	Hawaii	19.535918	-155.575984	14.6.2007	ITS1F	ITS2	Aerial		NA	14.6.2007.fasta	MLO_14.6.2007
14.6.2011			MLO	Aero	Hawaii	19.535918	-155.575984	14.6.2011	ITS1F	ITS2	Aerial		NA	14.6.2011.fasta	MLO_14.6.2011
15.10.2001			MLO	Aero	Hawaii	19.535918	-155.575984	15.10.2001	ITS1F	ITS2	Aerial		NA	15.10.2001.fasta	MLO_15.10.2001
15.10.2002			MLO	Aero	Hawaii	19.535918	-155.575984	15.10.2002	ITS1F	ITS2	Aerial		NA	15.10.2002.fasta	MLO_15.10.2002
15.11.2001			MLO	Aero	Hawaii	19.535918	-155.575984	15.11.2001	ITS1F	ITS2	Aerial		NA	15.11.2001.fasta	MLO_15.11.2001
15.12.2000			MLO	Aero	Hawaii	19.535918	-155.575984	15.12.2000	ITS1F	ITS2	Aerial		NA	15.12.2000.fasta	MLO_15.12.2000
15.12.2011			MLO	Aero	Hawaii	19.535918	-155.575984	15.12.2011	ITS1F	ITS2	Aerial		NA	15.12.2011.fasta	MLO_15.12.2011
15.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	15.3.2001	ITS1F	ITS2	Aerial		NA	15.3.2001.fasta	MLO_15.3.2001
15.4.2002			MLO	Aero	Hawaii	19.535918	-155.575984	15.4.2002	ITS1F	ITS2	Aerial		NA	15.4.2002.fasta	MLO_15.4.2002
15.5.2002			MLO	Aero	Hawaii	19.535918	-155.575984	15.5.2002	ITS1F	ITS2	Aerial		NA	15.5.2002.fasta	MLO_15.5.2002
15.6.2001			MLO	Aero	Hawaii	19.535918	-155.575984	15.6.2001	ITS1F	ITS2	Aerial		NA	15.6.2001.fasta	MLO_15.6.2001
15.7.2002			MLO	Aero	Hawaii	19.535918	-155.575984	15.7.2002	ITS1F	ITS2	Aerial		NA	15.7.2002.fasta	MLO_15.7.2002
15.7.2004			MLO	Aero	Hawaii	19.535918	-155.575984	15.7.2004	ITS1F	ITS2	Aerial		NA	15.7.2004.fasta	MLO_15.7.2004
15.7.2005			MLO	Aero	Hawaii	19.535918	-155.575984	15.7.2005	ITS1F	ITS2	Aerial		NA	15.7.2005.fasta	MLO_15.7.2005
15.7.2011			MLO	Aero	Hawaii	19.535918	-155.575984	15.7.2011	ITS1F	ITS2	Aerial		NA	15.7.2011.fasta	MLO_15.7.2011
15.9.2003			MLO	Aero	Hawaii	19.535918	-155.575984	15.9.2003	ITS1F	ITS2	Aerial		NA	15.9.2003.fasta	MLO_15.9.2003
15.9.2006			MLO	Aero	Hawaii	19.535918	-155.575984	15.9.2006	ITS1F	ITS2	Aerial		NA	15.9.2006.fasta	MLO_15.9.2006
16.10.2000			MLO	Aero	Hawaii	19.535918	-155.575984	16.10.2000	ITS1F	ITS2	Aerial		NA	16.10.2000.fasta	MLO_16.10.2000
16.11.2001			MLO	Aero	Hawaii	19.535918	-155.575984	16.11.2001	ITS1F	ITS2	Aerial		NA	16.11.2001.fasta	MLO_16.11.2001
16.11.2011			MLO	Aero	Hawaii	19.535918	-155.575984	16.11.2011	ITS1F	ITS2	Aerial		NA	16.11.2011.fasta	MLO_16.11.2011
16.2.2001			MLO	Aero	Hawaii	19.535918	-155.575984	16.2.2001	ITS1F	ITS2	Aerial		NA	16.2.2001.fasta	MLO_16.2.2001
16.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	16.3.2001	ITS1F	ITS2	Aerial		NA	16.3.2001.fasta	MLO_16.3.2001
16.3.2004			MLO	Aero	Hawaii	19.535918	-155.575984	16.3.2004	ITS1F	ITS2	Aerial		NA	16.3.2004.fasta	MLO_16.3.2004
16.3.2012			MLO	Aero	Hawaii	19.535918	-155.575984	16.3.2012	ITS1F	ITS2	Aerial		NA	16.3.2012.fasta	MLO_16.3.2012
16.5.2000			MLO	Aero	Hawaii	19.535918	-155.575984	16.5.2000	ITS1F	ITS2	Aerial		NA	16.5.2000.fasta	MLO_16.5.2000
16.5.2001			MLO	Aero	Hawaii	19.535918	-155.575984	16.5.2001	ITS1F	ITS2	Aerial		NA	16.5.2001.fasta	MLO_16.5.2001
16.5.2002			MLO	Aero	Hawaii	19.535918	-155.575984	16.5.2002	ITS1F	ITS2	Aerial		NA	16.5.2002.fasta	MLO_16.5.2002
16.5.2006			MLO	Aero	Hawaii	19.535918	-155.575984	16.5.2006	ITS1F	ITS2	Aerial		NA	16.5.2006.fasta	MLO_16.5.2006
16.8.2012			MLO	Aero	Hawaii	19.535918	-155.575984	16.8.2012	ITS1F	ITS2	Aerial		NA	16.8.2012.fasta	MLO_16.8.2012
16.9.2010			MLO	Aero	Hawaii	19.535918	-155.575984	16.9.2010	ITS1F	ITS2	Aerial		NA	16.9.2010.fasta	MLO_16.9.2010
17.1.2001			MLO	Aero	Hawaii	19.535918	-155.575984	17.1.2001	ITS1F	ITS2	Aerial		NA	17.1.2001.fasta	MLO_17.1.2001
17.1.2012			MLO	Aero	Hawaii	19.535918	-155.575984	17.1.2012	ITS1F	ITS2	Aerial		NA	17.1.2012.fasta	MLO_17.1.2012
17.11.2000			MLO	Aero	Hawaii	19.535918	-155.575984	17.11.2000	ITS1F	ITS2	Aerial		NA	17.11.2000.fasta	MLO_17.11.2000
17.11.2011			MLO	Aero	Hawaii	19.535918	-155.575984	17.11.2011	ITS1F	ITS2	Aerial		NA	17.11.2011.fasta	MLO_17.11.2011
17.12.2010			MLO	Aero	Hawaii	19.535918	-155.575984	17.12.2010	ITS1F	ITS2	Aerial		NA	17.12.2010.fasta	MLO_17.12.2010
17.6.2011			MLO	Aero	Hawaii	19.535918	-155.575984	17.6.2011	ITS1F	ITS2	Aerial		NA	17.6.2011.fasta	MLO_17.6.2011
17.7.2000			MLO	Aero	Hawaii	19.535918	-155.575984	17.7.2000	ITS1F	ITS2	Aerial		NA	17.7.2000.fasta	MLO_17.7.2000
17.7.2002			MLO	Aero	Hawaii	19.535918	-155.575984	17.7.2002	ITS1F	ITS2	Aerial		NA	17.7.2002.fasta	MLO_17.7.2002
17.8.2000			MLO	Aero	Hawaii	19.535918	-155.575984	17.8.2000	ITS1F	ITS2	Aerial		NA	17.8.2000.fasta	MLO_17.8.2000
17.8.2001			MLO	Aero	Hawaii	19.535918	-155.575984	17.8.2001	ITS1F	ITS2	Aerial		NA	17.8.2001.fasta	MLO_17.8.2001
17.9.2001			MLO	Aero	Hawaii	19.535918	-155.575984	17.9.2001	ITS1F	ITS2	Aerial		NA	17.9.2001.fasta	MLO_17.9.2001
18.1.2008			MLO	Aero	Hawaii	19.535918	-155.575984	18.1.2008	ITS1F	ITS2	Aerial		NA	18.1.2008.fasta	MLO_18.1.2008
18.10.2011			MLO	Aero	Hawaii	19.535918	-155.575984	18.10.2011	ITS1F	ITS2	Aerial		NA	18.10.2011.fasta	MLO_18.10.2011
18.12.2002			MLO	Aero	Hawaii	19.535918	-155.575984	18.12.2002	ITS1F	ITS2	Aerial		NA	18.12.2002.fasta	MLO_18.12.2002
18.2.2011			MLO	Aero	Hawaii	19.535918	-155.575984	18.2.2011	ITS1F	ITS2	Aerial		NA	18.2.2011.fasta	MLO_18.2.2011
18.3.2010			MLO	Aero	Hawaii	19.535918	-155.575984	18.3.2010	ITS1F	ITS2	Aerial		NA	18.3.2010.fasta	MLO_18.3.2010
18.3.2011			MLO	Aero	Hawaii	19.535918	-155.575984	18.3.2011	ITS1F	ITS2	Aerial		NA	18.3.2011.fasta	MLO_18.3.2011
18.4.2001			MLO	Aero	Hawaii	19.535918	-155.575984	18.4.2001	ITS1F	ITS2	Aerial		NA	18.4.2001.fasta	MLO_18.4.2001
18.4.2002			MLO	Aero	Hawaii	19.535918	-155.575984	18.4.2002	ITS1F	ITS2	Aerial		NA	18.4.2002.fasta	MLO_18.4.2002
18.4.2007			MLO	Aero	Hawaii	19.535918	-155.575984	18.4.2007	ITS1F	ITS2	Aerial		NA	18.4.2007.fasta	MLO_18.4.2007
18.5.2001			MLO	Aero	Hawaii	19.535918	-155.575984	18.5.2001	ITS1F	ITS2	Aerial		NA	18.5.2001.fasta	MLO_18.5.2001
18.5.2011			MLO	Aero	Hawaii	19.535918	-155.575984	18.5.2011	ITS1F	ITS2	Aerial		NA	18.5.2011.fasta	MLO_18.5.2011
18.5.2012			MLO	Aero	Hawaii	19.535918	-155.575984	18.5.2012	ITS1F	ITS2	Aerial		NA	18.5.2012.fasta	MLO_18.5.2012
18.9.2002			MLO	Aero	Hawaii	19.535918	-155.575984	18.9.2002	ITS1F	ITS2	Aerial		NA	18.9.2002.fasta	MLO_18.9.2002
19.1.2012			MLO	Aero	Hawaii	19.535918	-155.575984	19.1.2012	ITS1F	ITS2	Aerial		NA	19.1.2012.fasta	MLO_19.1.2012
19.10.2000			MLO	Aero	Hawaii	19.535918	-155.575984	19.10.2000	ITS1F	ITS2	Aerial		NA	19.10.2000.fasta	MLO_19.10.2000
19.10.2012			MLO	Aero	Hawaii	19.535918	-155.575984	19.10.2012	ITS1F	ITS2	Aerial		NA	19.10.2012.fasta	MLO_19.10.2012
19.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	19.3.2001	ITS1F	ITS2	Aerial		NA	19.3.2001.fasta	MLO_19.3.2001
19.4.2001			MLO	Aero	Hawaii	19.535918	-155.575984	19.4.2001	ITS1F	ITS2	Aerial		NA	19.4.2001.fasta	MLO_19.4.2001
19.4.2006			MLO	Aero	Hawaii	19.535918	-155.575984	19.4.2006	ITS1F	ITS2	Aerial		NA	19.4.2006.fasta	MLO_19.4.2006
19.5.2000			MLO	Aero	Hawaii	19.535918	-155.575984	19.5.2000	ITS1F	ITS2	Aerial		NA	19.5.2000.fasta	MLO_19.5.2000
19.5.2011			MLO	Aero	Hawaii	19.535918	-155.575984	19.5.2011	ITS1F	ITS2	Aerial		NA	19.5.2011.fasta	MLO_19.5.2011
19.6.2000			MLO	Aero	Hawaii	19.535918	-155.575984	19.6.2000	ITS1F	ITS2	Aerial		NA	19.6.2000.fasta	MLO_19.6.2000
19.7.2001			MLO	Aero	Hawaii	19.535918	-155.575984	19.7.2001	ITS1F	ITS2	Aerial		NA	19.7.2001.fasta	MLO_19.7.2001
19.8.2011			MLO	Aero	Hawaii	19.535918	-155.575984	19.8.2011	ITS1F	ITS2	Aerial		NA	19.8.2011.fasta	MLO_19.8.2011
19.9.2001			MLO	Aero	Hawaii	19.535918	-155.575984	19.9.2001	ITS1F	ITS2	Aerial		NA	19.9.2001.fasta	MLO_19.9.2001
19.9.2005			MLO	Aero	Hawaii	19.535918	-155.575984	19.9.2005	ITS1F	ITS2	Aerial		NA	19.9.2005.fasta	MLO_19.9.2005
19.9.2011			MLO	Aero	Hawaii	19.535918	-155.575984	19.9.2011	ITS1F	ITS2	Aerial		NA	19.9.2011.fasta	MLO_19.9.2011
2.1.2001			MLO	Aero	Hawaii	19.535918	-155.575984	2.1.2001	ITS1F	ITS2	Aerial		NA	2.1.2001.fasta	MLO_2.1.2001
2.1.2002			MLO	Aero	Hawaii	19.535918	-155.575984	2.1.2002	ITS1F	ITS2	Aerial		NA	2.1.2002.fasta	MLO_2.1.2002
2.10.2002			MLO	Aero	Hawaii	19.535918	-155.575984	2.10.2002	ITS1F	ITS2	Aerial		NA	2.10.2002.fasta	MLO_2.10.2002
2.12.2011			MLO	Aero	Hawaii	19.535918	-155.575984	2.12.2011	ITS1F	ITS2	Aerial		NA	2.12.2011.fasta	MLO_2.12.2011
2.2.2001			MLO	Aero	Hawaii	19.535918	-155.575984	2.2.2001	ITS1F	ITS2	Aerial		NA	2.2.2001.fasta	MLO_2.2.2001
2.2.2012			MLO	Aero	Hawaii	19.535918	-155.575984	2.2.2012	ITS1F	ITS2	Aerial		NA	2.2.2012.fasta	MLO_2.2.2012
2.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	2.3.2001	ITS1F	ITS2	Aerial		NA	2.3.2001.fasta	MLO_2.3.2001
2.5.2001			MLO	Aero	Hawaii	19.535918	-155.575984	2.5.2001	ITS1F	ITS2	Aerial		NA	2.5.2001.fasta	MLO_2.5.2001
2.5.2002			MLO	Aero	Hawaii	19.535918	-155.575984	2.5.2002	ITS1F	ITS2	Aerial		NA	2.5.2002.fasta	MLO_2.5.2002
2.7.2001			MLO	Aero	Hawaii	19.535918	-155.575984	2.7.2001	ITS1F	ITS2	Aerial		NA	2.7.2001.fasta	MLO_2.7.2001
2.8.2001			MLO	Aero	Hawaii	19.535918	-155.575984	2.8.2001	ITS1F	ITS2	Aerial		NA	2.8.2001.fasta	MLO_2.8.2001
20.10.2004			MLO	Aero	Hawaii	19.535918	-155.575984	20.10.2004	ITS1F	ITS2	Aerial		NA	20.10.2004.fasta	MLO_20.10.2004
20.10.2011			MLO	Aero	Hawaii	19.535918	-155.575984	20.10.2011	ITS1F	ITS2	Aerial		NA	20.10.2011.fasta	MLO_20.10.2011
20.11.2008			MLO	Aero	Hawaii	19.535918	-155.575984	20.11.2008	ITS1F	ITS2	Aerial		NA	20.11.2008.fasta	MLO_20.11.2008
20.2.2004			MLO	Aero	Hawaii	19.535918	-155.575984	20.2.2004	ITS1F	ITS2	Aerial		NA	20.2.2004.fasta	MLO_20.2.2004
20.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	20.3.2001	ITS1F	ITS2	Aerial		NA	20.3.2001.fasta	MLO_20.3.2001
20.3.2006			MLO	Aero	Hawaii	19.535918	-155.575984	20.3.2006	ITS1F	ITS2	Aerial		NA	20.3.2006.fasta	MLO_20.3.2006
20.4.2011			MLO	Aero	Hawaii	19.535918	-155.575984	20.4.2011	ITS1F	ITS2	Aerial		NA	20.4.2011.fasta	MLO_20.4.2011
20.6.2001			MLO	Aero	Hawaii	19.535918	-155.575984	20.6.2001	ITS1F	ITS2	Aerial		NA	20.6.2001.fasta	MLO_20.6.2001
20.6.2003			MLO	Aero	Hawaii	19.535918	-155.575984	20.6.2003	ITS1F	ITS2	Aerial		NA	20.6.2003.fasta	MLO_20.6.2003
20.7.2012			MLO	Aero	Hawaii	19.535918	-155.575984	20.7.2012	ITS1F	ITS2	Aerial		NA	20.7.2012.fasta	MLO_20.7.2012
20.9.2000			MLO	Aero	Hawaii	19.535918	-155.575984	20.9.2000	ITS1F	ITS2	Aerial		NA	20.9.2000.fasta	MLO_20.9.2000
20.9.2012			MLO	Aero	Hawaii	19.535918	-155.575984	20.9.2012	ITS1F	ITS2	Aerial		NA	20.9.2012.fasta	MLO_20.9.2012
21.1.2004			MLO	Aero	Hawaii	19.535918	-155.575984	21.1.2004	ITS1F	ITS2	Aerial		NA	21.1.2004.fasta	MLO_21.1.2004
21.1.2011			MLO	Aero	Hawaii	19.535918	-155.575984	21.1.2011	ITS1F	ITS2	Aerial		NA	21.1.2011.fasta	MLO_21.1.2011
21.11.2006			MLO	Aero	Hawaii	19.535918	-155.575984	21.11.2006	ITS1F	ITS2	Aerial		NA	21.11.2006.fasta	MLO_21.11.2006
21.11.2011			MLO	Aero	Hawaii	19.535918	-155.575984	21.11.2011	ITS1F	ITS2	Aerial		NA	21.11.2011.fasta	MLO_21.11.2011
21.11.2012			MLO	Aero	Hawaii	19.535918	-155.575984	21.11.2012	ITS1F	ITS2	Aerial		NA	21.11.2012.fasta	MLO_21.11.2012
21.12.2001			MLO	Aero	Hawaii	19.535918	-155.575984	21.12.2001	ITS1F	ITS2	Aerial		NA	21.12.2001.fasta	MLO_21.12.2001
21.2.2001			MLO	Aero	Hawaii	19.535918	-155.575984	21.2.2001	ITS1F	ITS2	Aerial		NA	21.2.2001.fasta	MLO_21.2.2001
21.2.2003			MLO	Aero	Hawaii	19.535918	-155.575984	21.2.2003	ITS1F	ITS2	Aerial		NA	21.2.2003.fasta	MLO_21.2.2003
21.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	21.3.2001	ITS1F	ITS2	Aerial		NA	21.3.2001.fasta	MLO_21.3.2001
21.3.2003			MLO	Aero	Hawaii	19.535918	-155.575984	21.3.2003	ITS1F	ITS2	Aerial		NA	21.3.2003.fasta	MLO_21.3.2003
21.3.2011			MLO	Aero	Hawaii	19.535918	-155.575984	21.3.2011	ITS1F	ITS2	Aerial		NA	21.3.2011.fasta	MLO_21.3.2011
21.3.2012			MLO	Aero	Hawaii	19.535918	-155.575984	21.3.2012	ITS1F	ITS2	Aerial		NA	21.3.2012.fasta	MLO_21.3.2012
21.4.2012			MLO	Aero	Hawaii	19.535918	-155.575984	21.4.2012	ITS1F	ITS2	Aerial		NA	21.4.2012.fasta	MLO_21.4.2012
21.5.2004			MLO	Aero	Hawaii	19.535918	-155.575984	21.5.2004	ITS1F	ITS2	Aerial		NA	21.5.2004.fasta	MLO_21.5.2004
21.7.2003			MLO	Aero	Hawaii	19.535918	-155.575984	21.7.2003	ITS1F	ITS2	Aerial		NA	21.7.2003.fasta	MLO_21.7.2003
22.1.2001			MLO	Aero	Hawaii	19.535918	-155.575984	22.1.2001	ITS1F	ITS2	Aerial		NA	22.1.2001.fasta	MLO_22.1.2001
22.1.2002			MLO	Aero	Hawaii	19.535918	-155.575984	22.1.2002	ITS1F	ITS2	Aerial		NA	22.1.2002.fasta	MLO_22.1.2002
22.1.2003			MLO	Aero	Hawaii	19.535918	-155.575984	22.1.2003	ITS1F	ITS2	Aerial		NA	22.1.2003.fasta	MLO_22.1.2003
22.11.2010			MLO	Aero	Hawaii	19.535918	-155.575984	22.11.2010	ITS1F	ITS2	Aerial		NA	22.11.2010.fasta	MLO_22.11.2010
22.12.2011			MLO	Aero	Hawaii	19.535918	-155.575984	22.12.2011	ITS1F	ITS2	Aerial		NA	22.12.2011.fasta	MLO_22.12.2011
22.2.2008			MLO	Aero	Hawaii	19.535918	-155.575984	22.2.2008	ITS1F	ITS2	Aerial		NA	22.2.2008.fasta	MLO_22.2.2008
22.2.2010			MLO	Aero	Hawaii	19.535918	-155.575984	22.2.2010	ITS1F	ITS2	Aerial		NA	22.2.2010.fasta	MLO_22.2.2010
22.3.2001			MLO	Aero	Hawaii	19.535918	-155.575984	22.3.2001	ITS1F	ITS2	Aerial		NA	22.3.2001.fasta	MLO_22.3.2001
22.3.2002			MLO	Aero	Hawaii	19.535918	-155.575984	22.3.2002	ITS1F	ITS2	Aerial		NA	22.3.2002.fasta	MLO_22.3.2002
22.3.2004			MLO	Aero	Hawaii	19.535918	-155.575984	22.3.2004	ITS1F	ITS2	Aerial		NA	22.3.2004.fasta	MLO_22.3.2004
22.3.2005			MLO	Aero	Hawaii	19.535918	-155.575984	22.3.2005	ITS1F	ITS2	Aerial		NA	22.3.2005.fasta	MLO_22.3.2005
22.4.2005			MLO	Aero	Hawaii	19.535918	-155.575984	22.4.2005	ITS1F	ITS2	Aerial		NA	22.4.2005.fasta	MLO_22.4.2005
22.4.2011			MLO	Aero	Hawaii	19.535918	-155.575984	22.4.2011	ITS1F	ITS2	Aerial		NA	22.4.2011.fasta	MLO_22.4.2011
22.5.2001			MLO	Aero	Hawaii	19.535918	-155.575984	22.5.2001	ITS1F	ITS2	Aerial		NA	22.5.2001.fasta	MLO_22.5.2001
22.5.2003			MLO	Aero	Hawaii	19.535918	-155.575984	22.5.2003	ITS1F	ITS2	Aerial		NA	22.5.2003.fasta	MLO_22.5.2003
22.6.2001			MLO	Aero	Hawaii	19.535918	-155.575984	22.6.2001	ITS1F	ITS2	Aerial		NA	22.6.2001.fasta	MLO_22.6.2001
22.6.2012			MLO	Aero	Hawaii	19.535918	-155.575984	22.6.2012	ITS1F	ITS2	Aerial		NA	22.6.2012.fasta	MLO_22.6.2012
22.7.2008			MLO	Aero	Hawaii	19.535918	-155.575984	22.7.2008	ITS1F	ITS2	Aerial		NA	22.7.2008.fasta	MLO_22.7.2008
22.7.2011			MLO	Aero	Hawaii	19.535918	-155.575984	22.7.2011	ITS1F	ITS2	Aerial		NA	22.7.2011.fasta	MLO_22.7.2011
23.10.2001			MLO	Aero	Hawaii	19.535918	-155.575984	23.10.2001	ITS1F	ITS2	Aerial		NA	23.10.2001.fasta	MLO_23.10.2001
23.11.2007			MLO	Aero	Hawaii	19.535918	-155.575984	23.11.2007	ITS1F	ITS2	Aerial		NA	23.11.2007.fasta	MLO_23.11.2007
23.12.2010			MLO	Aero	Hawaii	19.535918	-155.575984	23.12.2010	ITS1F	ITS2	Aerial		NA	23.12.2010.fasta	MLO_23.12.2010
23.2.2001			MLO	Aero	Hawaii	19.535918	-155.575984	23.2.2001	ITS1F	ITS2	Aerial		NA	23.2.2001.fasta	MLO_23.2.2001
23.2.2012			MLO	Aero	Hawaii	19.535918	-155.575984	23.2.2012	ITS1F	ITS2	Aerial		NA	23.2.2012.fasta	MLO_23.2.2012
23.3.2007			MLO	Aero	Hawaii	19.535918	-155.575984	23.3.2007	ITS1F	ITS2	Aerial		NA	23.3.2007.fasta	MLO_23.3.2007
23.4.2003			MLO	Aero	Hawaii	19.535918	-155.575984	23.4.2003	ITS1F	ITS2	Aerial		NA	23.4.2003.fasta	MLO_23.4.2003
23.4.2004			MLO	Aero	Hawaii	19.535918	-155.575984	23.4.2004	ITS1F	ITS2	Aerial		NA	23.4.2004.fasta	MLO_23.4.2004
23.5.2002			MLO	Aero	Hawaii	19.535918	-155.575984	23.5.2002	ITS1F	ITS2	Aerial		NA	23.5.2002.fasta	MLO_23.5.2002
23.5.2005			MLO	Aero	Hawaii	19.535918	-155.575984	23.5.2005	ITS1F	ITS2	Aerial		NA	23.5.2005.fasta	MLO_23.5.2005
23.5.2006			MLO	Aero	Hawaii	19.535918	-155.575984	23.5.2006	ITS1F	ITS2	Aerial		NA	23.5.2006.fasta	MLO_23.5.2006
23.5.2011			MLO	Aero	Hawaii	19.535918	-155.575984	23.5.2011	ITS1F	ITS2	Aerial		NA	23.5.2011.fasta	MLO_23.5.2011
23.6.2000			MLO	Aero	Hawaii	19.535918	-155.575984	23.6.2000	ITS1F	ITS2	Aerial		NA	23.6.2000.fasta	MLO_23.6.2000
23.6.2011			MLO	Aero	Hawaii	19.535918	-155.575984	23.6.2011	ITS1F	ITS2	Aerial		NA	23.6.2011.fasta	MLO_23.6.2011
23.7.2010			MLO	Aero	Hawaii	19.535918	-155.575984	23.7.2010	ITS1F	ITS2	Aerial		NA	23.7.2010.fasta	MLO_23.7.2010
23.9.2002			MLO	Aero	Hawaii	19.535918	-155.575984	23.9.2002	ITS1F	ITS2	Aerial		NA	23.9.2002.fasta	MLO_23.9.2002
23.9.2008			MLO	Aero	Hawaii	19.535918	-155.575984	23.9.2008	ITS1F	ITS2	Aerial		NA	23.9.2008.fasta	MLO_23.9.2008
24.10.2001			MLO	Aero	Hawaii	19.535918	-155.575984	24.10.2001	ITS1F	ITS2	Aerial		NA	24.10.2001.fasta	MLO_24.10.2001
24.2.2011			MLO	Aero	Hawaii	19.535918	-155.575984	24.2.2011	ITS1F	ITS2	Aerial		NA	24.2.2011.fasta	MLO_24.2.2011
24.3.2011			MLO	Aero	Hawaii	19.535918	-155.575984	24.3.2011	ITS1F	ITS2	Aerial		NA	24.3.2011.fasta	MLO_24.3.2011
