Family,Species_number,Species_name,English_name,Clutch_size,Egg_mass,Mating_System,mass,wing,tarsus,bill,tail,Gender
128,6592,Cercotrichas barbata,Miombo Scrub-Robin,NA,NA,NA,NA,79.9,25.9,17.6,NA,Female
128,6593,Cercotrichas signata,Brown Scrub-Robin,NA,2.94,NA,NA,80.5,26.5,22.3,NA,Female
128,6594,Cercotrichas hartlaubi,Brown-backed Scrub-Robin,NA,2.31,NA,18.3,NA,NA,NA,NA,Female
128,6595,Cercotrichas leucophrys,Red-backed Scrub-Robin,NA,2.77,NA,16,64.2,22.6,16.2,NA,Female
128,6596,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,3.31,3.2,NA,NA,86.1,26.6,19.2,67.5,Female
128,6597,Cercotrichas paena,Kalahari Scrub-Robin,NA,2.23,NA,NA,70.7,24.9,18.7,NA,Female
128,6598,Cercotrichas coryphaeus,Karoo Scrub-Robin,NA,NA,NA,NA,73.8,26.8,17.1,NA,Female
128,6599,Cercotrichas podobe,Black Scrub-Robin,NA,3.11,NA,25,88.7,28.1,18.9,101.4,Female
128,6600,Namibornis herero,Herero Chat,NA,NA,NA,NA,89.9,23.3,19.5,NA,Female
128,6612,Phoenicurus erythronota,Rufous-backed Redstart,NA,1.85,NA,18,85.1,23.3,15.5,65.8,Female
128,6614,Phoenicurus ochruros,Black Redstart,4.9,2.12,NA,16.4,80.2,23.2,15.3,58.4,Female
128,6615,Phoenicurus phoenicurus,Common Redstart,6.16,1.9,4,15.3,78.3,22,14.5,53.9,Female
128,6619,Phoenicurus moussieri,Moussier's Redstart,4.2,1.9,NA,15,66,23.9,14.9,45.9,Female
128,6620,Phoenicurus erythrogaster,White-winged Redstart,4,2.9,NA,26.3,98.4,25.8,16.4,67.6,Female
128,6641,Saxicola rubetra,Whinchat,5.89,2.06,NA,16.7,75.9,22.4,14.8,43.1,Female
128,6644,Saxicola dacotiae,Canary Islands Chat,4,1.88,NA,NA,61.7,22.7,15.8,45.2,Female
128,6645,Saxicola torquata,Common Stonechat,5.16,1.97,2,14.8,65.4,22.9,15.1,44.8,Female
128,6648,Saxicola caprata,Pied Bushchat,NA,2,2,15.3,75.4,22.4,14.7,50.9,Female
128,6652,Saxicola bifasciata,Buff-streaked Chat,NA,3.42,NA,33.7,87.5,31.2,19.4,NA,Female
128,6653,Oenanthe leucopyga,White-tailed Wheatear,NA,3.23,NA,25,99.6,26.2,19.9,NA,Female
128,6654,Oenanthe monacha,Hooded Wheatear,NA,2.6,NA,22.5,101.1,23.3,22.4,68,Female
128,6655,Oenanthe alboniger,Hume's Wheatear,3.9,3.25,NA,25,99.7,26.2,20,65.8,Female
128,6656,Oenanthe leucura,Black Wheatear,4.1,4.23,NA,NA,94.1,27.1,20.9,61.8,Female
128,6657,Oenanthe monticola,Mountain Wheatear,NA,3.22,NA,NA,109,30.2,21.8,NA,Female
128,6658,Oenanthe phillipsi,Somali Wheatear,NA,NA,NA,NA,80.7,23.8,17.3,NA,Female
128,6659,Oenanthe oenanthe,Northern Wheatear,6.15,2.67,3,23.8,94.7,26.7,17.1,51.5,Female
128,6660,Oenanthe lugens,Mourning Wheatear,4.2,2.63,NA,21,87.8,24.9,18.2,58.6,Female
128,6663,Oenanthe finschii,Finsch's Wheatear,5,3.08,NA,26.5,84.4,25.1,17.8,53.9,Female
128,6665,Oenanthe moesta,Red-rumped Wheatear,4.5,3.3,NA,NA,88,27.7,20.1,60,Female
128,6666,Oenanthe hispanica,Black-eared Wheatear,5.29,2.4,NA,13.8,88.3,23.5,17.1,56.7,Female
128,6667,Oenanthe pleschanka,Pied Wheatear,5.28,2.43,NA,18.9,91.6,23.2,NA,58.8,Female
128,6669,Oenanthe xanthoprymna,Rufous-tailed Wheatear,5,2.95,NA,22,89.9,24.5,18.4,56.5,Female
128,6670,Oenanthe deserti,Desert Wheatear,4.1,2.5,NA,20.6,86.8,24.8,17.4,58.1,Female
128,6671,Oenanthe pileata,Capped Wheatear,NA,3.92,NA,NA,95.8,31.8,19.3,NA,Female
128,6672,Oenanthe isabellina,Isabelline Wheatear,6.19,3.04,NA,30,96.1,29.8,19.5,53.7,Female
128,6673,Oenanthe bottae,Botta's Wheatear,NA,NA,NA,NA,84.1,26.4,16.9,NA,Female
128,6675,Cercomela sinuata,Sicklewing Chat,NA,2.46,NA,NA,76.1,NA,NA,NA,Female
128,6676,Cercomela schlegelii,Karoo Chat,NA,2.24,NA,NA,99.4,32.4,15.25,NA,Female
128,6677,Cercomela tractrac,Tractrac Chat,NA,2.46,NA,NA,85.2,29.5,13.7,NA,Female
128,6678,Cercomela familiaris,Familiar Chat,NA,3.15,NA,NA,82,NA,NA,NA,Female
128,6679,Cercomela scotocerca,Brown-tailed Chat,NA,NA,NA,16,75.2,NA,NA,NA,Female
128,6682,Cercomela melanura,Blackstart,3.5,2.26,NA,15,78.3,23.1,16.9,56.7,Female
128,6683,Cercomela sordida,Moorland Chat,NA,3.03,NA,18.5,72,NA,NA,NA,Female
128,6684,Myrmecocichla tholloni,Congo Moor-Chat,NA,NA,NA,NA,100,32.7,20.6,NA,Female
128,6685,Myrmecocichla aethiops,Northern Anteater-Chat,NA,5.09,NA,54.7,114,35.3,24.6,60.4,Female
128,6686,Myrmecocichla formicivora,Southern Anteater-Chat,NA,4.5,NA,38,96.2,32.9,20.9,NA,Female
128,6687,Myrmecocichla nigra,Sooty Chat,NA,3.59,NA,37.7,93.3,29.7,18.5,NA,Female
128,6688,Myrmecocichla melaena,Rueppell's Chat,NA,NA,NA,NA,89.6,28.5,18.6,NA,Female
128,6689,Myrmecocichla albifrons,White-fronted Black-Chat,NA,NA,NA,18.5,76,23.1,15.9,NA,Female
128,6690,Myrmecocichla arnotti,White-headed Black-Chat,NA,3.6,NA,35.2,97.4,27.9,18.9,NA,Female
128,6691,Thamnolaea cinnamomeiventris,Mocking Cliff-Chat,NA,4.59,NA,NA,109,NA,NA,NA,Female
128,6693,Thamnolaea semirufa,White-winged Cliff-Chat,NA,NA,NA,NA,106,30.5,NA,NA,Female
128,6694,Pinarornis plumosus,Boulder Chat,NA,4.71,NA,NA,116,28.8,23.5,NA,Female
129,6715,Aplonis metallica,Metallic Starling,NA,5.9,2,NA,NA,NA,NA,NA,Female
129,6719,Poeoptera stuhlmanni,Stuhlmann's Starling,NA,NA,NA,37,98.6,20.3,18.5,83,Female
129,6720,Poeoptera kenricki,Kenrick's Starling,NA,NA,NA,38,99.5,20.25,19.75,76,Female
129,6721,Poeoptera lugubris,Narrow-tailed Starling,3,2.9,NA,37.5,85.6,18.7,17.8,95.6,Female
129,6722,Grafisia torquata,White-collared Starling,NA,NA,NA,61,118.5,23,21.25,80.5,Female
129,6723,Onychognathus walleri,Waller's Starling,NA,NA,NA,93,130,25.8,23.5,88,Female
129,6724,Onychognathus nabouroup,Pale-winged Starling,3.4,8.9,NA,101,140,32.6,27.6,104,Female
129,6725,Onychognathus tristramii,Tristram's Starling,3,5.6,NA,NA,146.7,32.1,29.2,106.3,Female
129,6726,Onychognathus morio,Red-winged Starling,3.1,9.4,NA,127,143,33,32.1,128,Female
129,6727,Onychognathus blythii,Somali Starling,4.5,9.6,NA,NA,164,35.8,29.5,162,Female
129,6728,Onychognathus frater,Socotra Starling,NA,NA,NA,NA,149,35,34,129.5,Female
129,6729,Onychognathus fulgidus,Chestnut-winged Starling,NA,NA,NA,87.7,121,26.9,30.6,113,Female
129,6730,Onychognathus tenuirostris,Slender-billed Starling,3.1,8.1,NA,117.5,146,31.4,30.1,155,Female
129,6731,Onychognathus albirostris,White-billed Starling,4,7,NA,132.5,149,30,27,107,Female
129,6732,Onychognathus salvadorii,Bristle-crowned Starling,NA,NA,NA,135.5,156,35.6,31.2,226,Female
129,6733,Coccycolius iris,Iris Glossy-Starling,NA,NA,NA,NA,105,25,23.1,NA,Female
129,6734,Lamprotornis cupreocauda,Copper-tailed Glossy-Starling,3,NA,NA,58.3,114,22.8,19.2,66.2,Female
129,6735,Lamprotornis purpureiceps,Purple-headed Glossy-Starling,NA,4,NA,60,114,22.2,21.2,63.4,Female
129,6736,Lamprotornis corruscus,Black-bellied Glossy-Starling,2.9,4.9,NA,49.2,105,25.3,21.4,79,Female
129,6737,Lamprotornis purpureus,Purple Glossy-Starling,2.5,5.9,NA,83,149,33.9,28.1,83.7,Female
129,6738,Lamprotornis nitens,Red-shouldered Glossy-Starling,2.8,6.1,NA,88.7,128,32.5,26.3,85.6,Female
129,6739,Lamprotornis chalcurus,Bronze-tailed Glossy-Starling,NA,4.1,NA,NA,133,30.8,24.8,82.2,Female
129,6740,Lamprotornis chalybaeus,Greater Blue-eared Glossy-Starling,3.5,5.9,NA,79.3,139,32,23.5,87.2,Female
129,6741,Lamprotornis chloropterus,Lesser Blue-eared Glossy-Starling,4,5.1,NA,63.5,115,27.4,21.3,68.9,Female
129,6743,Lamprotornis acuticaudus,Sharp-tailed Glossy-Starling,3,NA,NA,67.1,123,28.6,24.6,93.9,Female
129,6744,Lamprotornis splendidus,Splendid Glossy-Starling,2.5,7.7,NA,117.5,143,31.6,25.2,110,Female
129,6745,Lamprotornis ornatus,Principe Glossy-Starling,NA,NA,NA,NA,143,31.8,28,103,Female
129,6746,Lamprotornis australis,Burchell's Glossy-Starling,3,7.9,NA,NA,167,44,26.8,151,Female
129,6747,Lamprotornis mevesii,Meves's Glossy-Starling,3.5,6.3,NA,70.7,135,37.2,21.8,190,Female
129,6748,Lamprotornis caudatus,Long-tailed Glossy-Starling,3.5,5.5,NA,NA,174,40.8,27.1,272,Female
129,6749,Lamprotornis purpuropterus,Rueppell's Glossy-Starling,2.5,6.2,NA,71.6,141,36.4,24.6,158,Female
129,6750,Lamprotornis superbus,Superb Starling,3.5,4.5,NA,60.6,119,31.9,21.2,69.9,Female
129,6751,Lamprotornis pulcher,Chestnut-bellied Starling,4,4.4,2,66.6,114,32.5,21.7,66.1,Female
129,6752,Lamprotornis shelleyi,Shelley's Starling,5,4.2,NA,45,109,29.1,19,75.4,Female
129,6753,Lamprotornis hildebrandti,Hildebrandt's Starling,3.5,4,NA,NA,111,30.4,20.8,73.3,Female
129,6754,Cinnyricinclus sharpii,Sharpe's Starling,NA,NA,NA,47,97.3,21.7,14.9,NA,Female
129,6755,Cinnyricinclus femoralis,Abbott's Starling,NA,NA,NA,NA,NA,21,17,NA,Female
129,6756,Cinnyricinclus leucogaster,Violet-backed Starling,2.6,3.9,NA,44.7,NA,NA,NA,59.7,Female
129,6757,Speculipastor bicolor,Magpie Starling,4,5.4,NA,61,112,27.4,21.2,74.4,Female
129,6758,Neocichla gutturalis,Babbling Starling,NA,NA,NA,64,106,30.3,22.7,82.3,Female
129,6759,Spreo fischeri,Fischer's Starling,NA,4.2,NA,NA,107,30.5,22.1,NA,Female
129,6760,Spreo bicolor,African Pied Starling,4.2,7.2,NA,102,150,40.8,27.8,97,Female
129,6761,Spreo albicapillus,White-crowned Starling,4.5,6.3,NA,NA,150.5,37.5,26.5,114.5,Female
129,6762,Cosmopsarus regius,Golden-breasted Starling,NA,4.7,NA,43,127,30.6,22.2,NA,Female
129,6763,Cosmopsarus unicolor,Ashy Starling,NA,NA,NA,62,122,33.6,20.6,NA,Female
129,6766,Creatophora cinerea,Wattled Starling,3.2,6.5,NA,71.5,118,NA,NA,NA,Female
129,6774,Sturnus sturninus,Purple-backed Starling,NA,4.2,NA,49.5,104.5,26.5,19.2,50.7,Female
129,6777,Sturnus roseus,Rosy Starling,5.52,6.6,2,66.9,128.8,30.9,23.8,68.7,Female
129,6778,Sturnus vulgaris,Common Starling,4.5,7,3,78.3,129.1,29.7,28.3,61.8,Female
129,6779,Sturnus unicolor,Spotless Starling,4,7.7,NA,85.8,131,30.7,28.8,62.6,Female
129,6786,Acridotheres tristis,Common Myna,4.5,7.1,2,NA,NA,NA,NA,80.6,Female
129,6795,Mino dumontii,Yellow-faced Myna,NA,11.9,2,NA,NA,NA,NA,NA,Female
129,6807,Buphagus africanus,Yellow-billed Oxpecker,2.5,3.9,NA,62,121.5,NA,15,93,Female
129,6808,Buphagus erythrorhynchus,Red-billed Oxpecker,2.7,4.1,NA,50.5,116,22.1,17.2,96.4,Female
129,6809,Dumetella carolinensis,Grey Catbird,3.68,3.8,2,39.6,88.6,NA,NA,87.5,Female
129,6813,Mimus polyglottos,Northern Mockingbird,3.71,4.35,2,46.4,103.7,32.5,NA,110.6,Female
129,6827,Oreoscoptes montanus,Sage Thrasher,3.66,4.18,NA,44.5,98,31.2,12,84,Female
129,6828,Toxostoma rufum,Brown Thrasher,3.45,5.4,2,68,104.5,33.3,24.4,128.4,Female
129,6829,Toxostoma longirostre,Long-billed Thrasher,3.73,5.45,NA,NA,98.8,35.3,NA,124.7,Female
129,6830,Toxostoma guttatum,Cozumel Thrasher,NA,NA,2,NA,NA,NA,NA,NA,Female
129,6831,Toxostoma bendirei,Bendire's Thrasher,3.5,5,NA,NA,103.2,33.2,23.4,107.8,Female
129,6833,Toxostoma curvirostre,Curve-billed Thrasher,3.62,6,2,75.8,105.47,NA,27.68,116.1,Female
129,6835,Toxostoma lecontei,Le Conte's Thrasher,3.31,5.5,NA,61.5,98.34,30.75,27.39,120.3,Female
129,6836,Toxostoma redivivum,California Thrasher,3.09,6.3,NA,NA,NA,37.2,36.2,127.2,Female
129,6837,Toxostoma crissale,Crissal Thrasher,2.53,NA,NA,NA,NA,28,29.4,130.5,Female
130,6843,Sitta europaea,Wood Nuthatch,8.3,2.25,NA,23.5,86.4,18.3,19,44.9,Female
130,6849,Sitta pygmaea,Pygmy Nuthatch,7.08,1.1,2,10.5,63.27,14.35,10.58,29.4,Female
130,6850,Sitta pusilla,Brown-headed Nuthatch,5.04,1.1,2,12.2,NA,NA,NA,30.5,Female
130,6851,Sitta whiteheadi,Corsican Nuthatch,6,1.47,NA,11.8,71.5,17.4,17.7,38.2,Female
130,6852,Sitta ledanti,Kabylie Nuthatch,NA,NA,NA,16.5,79,20,16.5,NA,Female
130,6853,Sitta krueperi,Krueper's Nuthatch,5.5,1.45,NA,NA,71.9,18,19.1,36.1,Female
130,6856,Sitta canadensis,Red-breasted Nuthatch,5.78,1.15,2,10,65.9,15.7,13.5,35.7,Female
130,6858,Sitta carolinensis,White-breasted Nuthatch,7.3,1.95,2,NA,89.5,NA,NA,NA,Female
130,6859,Sitta neumayer,Western Rock-Nuthatch,9,2.43,NA,33,80.4,24.1,24.2,45.1,Female
130,6860,Sitta tephronota,Eastern Rock-Nuthatch,6.5,2.77,NA,35.7,NA,NA,NA,49.4,Female
130,6867,Tichodroma muraria,Wallcreeper,4,2.33,NA,19,100,22.7,31.2,52.6,Female
131,6868,Certhia familiaris,Eurasian Tree-Creeper,5.5,1.14,NA,9.1,63,15.1,16.2,NA,Female
131,6869,Certhia americana,American Tree-Creeper,5.38,NA,NA,7.9,62.9,15,12.9,61.2,Female
131,6870,Certhia brachydactyla,Short-toed Tree-Creeper,5.2,1.16,NA,8,61.9,16.4,17.1,60,Female
131,6874,Salpornis spilonotus,Spotted Tree-Creeper,3,1.45,NA,NA,92.1,NA,22.5,50.3,Female
131,6877,Campylorhynchus brunneicapillus,Cactus Wren,3.18,3.48,NA,NA,80.3,26.3,20.1,80.3,Female
131,6891,Salpinctes obsoletus,Rock Wren,5.34,2.14,NA,NA,69.4,20.7,17.5,52.2,Female
131,6892,Catherpes mexicanus,Canyon Wren,5.1,1.66,NA,11.1,58.06,17.88,3.59,53.5,Female
131,6896,Cistothorus platensis,Sedge Wren,7,1.44,4,7.7,43.33,NA,6.77,NA,Female
131,6899,Cistothorus palustris,Marsh Wren,5.04,1.25,4,9.4,45.2,NA,NA,NA,Female
131,6900,Thryomanes bewickii,Bewick's Wren,5.64,1.4,NA,NA,55.6,19.1,14.2,51.4,Female
131,6920,Thryothorus ludovicianus,Carolina Wren,4.67,2.25,2,18.3,55.7,21.5,11.7,47.4,Female
131,6930,Troglodytes troglodytes,Winter Wren,5.61,1.32,3,7.8,46.9,16.9,13.3,27.8,Female
131,6931,Troglodytes aedon,House Wren,6.43,1.39,3,12,50.6,16.8,11.8,40.8,Female
131,6944,Microcerculus marginatus,Southern Nightingale-Wren,NA,NA,NA,17.8,NA,NA,NA,NA,Female
131,6947,Cyphorhinus phaeocephalus,Song Wren,NA,NA,NA,NA,NA,NA,NA,NA,Female
131,6950,Auriparus flaviceps,Verdin,3.33,0.98,2,NA,49.5,14.9,7.5,48,Female
131,6953,Ramphocaenus melanurus,Long-billed Gnatwren,NA,1.15,NA,9.5,NA,NA,NA,NA,Female
131,6954,Polioptila caerulea,Blue-grey Gnatcatcher,4.43,0.98,2,6.4,50.9,NA,9.7,50,Female
131,6955,Polioptila californica,California Gnatcatcher,3.7,0.98,NA,5.9,45.5,NA,9.7,48.5,Female
131,6956,Polioptila melanura,Black-tailed Gnatcatcher,4.21,0.9,2,5.3,44.9,NA,8.8,51.8,Female
132,6965,Remiz pendulinus,Eurasian Penduline-Tit,7,0.95,NA,8.7,55.9,14.7,11.1,45,Female
132,6968,Anthoscopus punctifrons,Sennar Penduline-Tit,NA,NA,NA,NA,50.3,NA,9,29,Female
132,6969,Anthoscopus parvulus,Yellow Penduline-Tit,2,0.86,NA,NA,48.8,12,8.8,28,Female
132,6970,Anthoscopus musculus,Mouse-colored Penduline-Tit,4,0.66,NA,NA,48,12.9,8.6,25.9,Female
132,6971,Anthoscopus flavifrons,Forest Penduline-Tit,NA,NA,NA,NA,56.7,NA,10.3,28,Female
132,6972,Anthoscopus caroli,African Penduline-Tit,4.4,0.67,NA,NA,53.6,13.4,8.7,30.1,Female
132,6974,Anthoscopus minutus,Southern Penduline-Tit,4.9,0.71,NA,NA,51,13.9,8.4,34.4,Female
132,6976,Pholidornis rushiae,Tit-hylia,2,0.73,NA,5.3,44.4,NA,8,16.9,Female
132,6977,Parus palustris,Marsh Tit,8.5,1.24,NA,11.9,63.3,16.6,10.1,52,Female
132,6978,Parus lugubris,Sombre Tit,7.13,1.68,NA,16,73,19.9,12.5,59.6,Female
132,6979,Parus montanus,Willow Tit,7.5,1.25,2,11.2,63.6,16.5,10.8,55.5,Female
132,6980,Parus carolinensis,Carolina Chickadee,NA,1.02,2,9.9,63.8,15.4,8.4,NA,Female
132,6981,Parus atricapillus,Black-capped Chickadee,NA,1.16,2,12.4,63.3,16.9,9.1,NA,Female
132,6982,Parus gambeli,Mountain Chickadee,NA,1.23,2,11,65.1,18.3,8.68,NA,Female
132,6983,Parus sclateri,Mexican Chickadee,NA,0.9,2,10.3,NA,17.8,9.4,NA,Female
132,6986,Parus cinctus,Siberian Tit,8,1.38,NA,11.2,66.3,17.2,11.4,61.9,Female
132,6987,Parus hudsonicus,Boreal Chickadee,NA,1.2,2,NA,65.3,16.7,8.7,NA,Female
132,6988,Parus rufescens,Chestnut-backed Chickadee,NA,1.16,NA,9.1,57.5,16.7,7.6,NA,Female
132,6992,Parus ater,Coal Tit,5.7,1.04,2,9,60.7,16.4,10.4,45.1,Female
132,6996,Parus cristatus,Crested Tit,6.5,1.31,NA,10.7,63.2,18.6,11.1,48.1,Female
132,6999,Parus leucomelas,White-winged Tit,3.5,2.01,NA,NA,82.2,18.8,NA,68.3,Female
132,7000,Parus niger,Black Tit,3.6,1.94,NA,21.1,78.75,NA,12.25,67.8,Female
132,7001,Parus albiventris,White-bellied Tit,4,NA,NA,NA,77.8,19.2,12,64.5,Female
132,7002,Parus leuconotus,White-backed Tit,NA,NA,NA,NA,74.8,19.2,12.3,57.7,Female
132,7003,Parus funereus,Dusky Tit,3,1.9,NA,25.2,84,18.6,12.1,55.6,Female
132,7004,Parus rufiventris,Rufous-bellied Tit,3.5,1.78,NA,NA,75.9,NA,11.6,NA,Female
132,7006,Parus fringillinus,Red-throated Tit,3,1.6,NA,NA,69.7,18,12,46,Female
132,7007,Parus fasciiventer,Stripe-breasted Tit,3,NA,NA,14.5,76.8,18.5,11,58.5,Female
132,7008,Parus thruppi,Somali Tit,NA,NA,NA,NA,63.9,17.7,10.9,47,Female
132,7009,Parus griseiventris,Miombo Tit,4,1.72,NA,NA,75.7,NA,11.4,52.9,Female
132,7010,Parus cinerascens,Ashy Tit,4.6,NA,NA,19.9,75.1,22.3,13.8,56.9,Female
132,7011,Parus afer,Grey Tit,3.3,2,NA,NA,71.6,19.9,13.6,55.6,Female
132,7012,Parus major,Great Tit,7.5,1.68,2,17.9,73.8,19.8,12.5,60,Female
132,7019,Parus caeruleus,Blue Tit,7,1.14,2,11.4,65,65,9,49.6,Female
132,7020,Parus cyanus,Azure Tit,10,1.33,NA,12.8,67,16.6,10,59.9,Female
132,7024,Parus wollweberi,Bridled Titmouse,NA,1.32,2,NA,NA,NA,NA,NA,Female
132,7025,Parus inornatus,Plain Titmouse,NA,1.56,2,15.5,65.8,18.9,8.3,NA,Female
132,7026,Parus bicolor,Tufted Titmouse,NA,1.9,2,20.6,76.7,20.2,12,NA,Female
133,7030,Aegithalos caudatus,Long-tailed Tit,10,0.88,NA,NA,61.7,16.5,7.4,75.4,Female
133,7036,Psaltriparus minimus,Bushtit,6.3,0.72,NA,NA,45.5,50,NA,NA,Female
134,7038,Pseudochelidon eurystomina,African River-Martin,NA,NA,NA,NA,122.5,NA,15,NA,Female
134,7040,Tachycineta bicolor,Tree Swallow,5.46,1.76,3,20.7,115.26,NA,6.59,NA,Female
134,7045,Tachycineta thalassina,Violet-green Swallow,4.4,1.68,NA,13.9,107.9,11.8,5.2,43.7,Female
134,7048,Phaeoprogne tapera,Brown-chested Martin,NA,3.24,2,34.8,NA,NA,NA,NA,Female
134,7049,Progne subis,Purple Martin,4.68,3.9,3,47,141,15.4,11.2,69.2,Female
134,7053,Progne chalybea,Grey-breasted Martin,NA,3.18,2,42,NA,NA,NA,NA,Female
134,7056,Notiochelidon cyanoleuca,Blue-and-white Swallow,NA,NA,2,12.4,NA,NA,NA,NA,Female
134,7063,Stelgidopteryx serripennis,Northern Rough-winged Swallow,6.11,NA,NA,13.3,103.2,11,5.06,45.7,Female
134,7067,Riparia riparia,Sand Martin,4.49,1.43,2,13.6,106.5,10.6,9.9,48.3,Female
134,7068,Riparia paludicola,Plain Martin,3.5,1.36,NA,11.9,NA,NA,NA,42.1,Female
134,7069,Riparia congica,Congo Martin,NA,NA,NA,NA,92.3,10.75,8.8,NA,Female
134,7070,Riparia cincta,Banded Martin,NA,2.79,NA,24.6,127.5,12.1,NA,NA,Female
134,7071,Phedina borbonica,Mascarene Martin,NA,2.5,NA,20.3,113,NA,NA,NA,Female
134,7072,Phedina brazzae,Brazza's Martin,NA,1.5,NA,NA,98,NA,8.4,NA,Female
134,7073,Hirundo griseopyga,Grey-rumped Swallow,NA,1.4,NA,9.8,95.8,11,5,NA,Female
134,7074,Hirundo rupestris,Eurasian Crag-Martin,NA,2.08,NA,21.1,130.7,11.4,11.5,NA,Female
134,7076,Hirundo fuligula,Rock Martin,NA,2.17,NA,NA,117.9,10.5,10.7,NA,Female
134,7078,Hirundo rustica,Barn Swallow,4.47,1.9,3,19.4,121.8,10.8,12.3,73.2,Female
134,7079,Hirundo lucida,Red-chested Swallow,NA,1.72,NA,NA,109,7.7,7.4,NA,Female
134,7080,Hirundo aethiopica,Ethiopian Swallow,NA,1.7,NA,15.3,105,7.8,6.7,NA,Female
134,7081,Hirundo angolensis,Angola Swallow,NA,1.78,NA,18,117,8.4,8.2,NA,Female
134,7082,Hirundo albigularis,White-throated Swallow,NA,NA,NA,NA,129,9.9,8.9,NA,Female
134,7084,Hirundo tahitica,Pacific Swallow,NA,1.98,2,NA,NA,NA,NA,NA,Female
134,7085,Hirundo neoxena,Welcome Swallow,NA,NA,2,NA,NA,NA,NA,NA,Female
134,7086,Hirundo smithii,Wire-tailed Swallow,NA,1.6,NA,12.6,106,6.9,6.9,NA,Female
134,7087,Hirundo nigrita,White-throated Blue Swallow,NA,1.73,NA,18.9,106,7.7,8.3,NA,Female
134,7088,Hirundo nigrorufa,Black-and-rufous Swallow,NA,NA,NA,14,105,7.4,6.4,NA,Female
134,7089,Hirundo atrocaerulea,Blue Swallow,NA,1.67,NA,NA,107,6.6,5.9,NA,Female
134,7090,Hirundo leucosoma,Pied-winged Swallow,NA,1.77,NA,NA,96.1,6.8,6,NA,Female
134,7091,Hirundo megaensis,White-tailed Swallow,NA,NA,NA,NA,99.1,10,5.7,NA,Female
134,7092,Hirundo dimidiata,Pearl-breasted Swallow,NA,1.4,NA,NA,99.5,7.1,6,NA,Female
134,7093,Hirundo cucullata,Greater Striped-Swallow,NA,2.45,NA,27.2,122,13.2,6.9,NA,Female
134,7094,Hirundo abyssinica,Lesser Striped-Swallow,NA,2.03,NA,18,NA,NA,NA,NA,Female
134,7095,Hirundo semirufa,Rufous-chested Swallow,NA,2.9,NA,29.5,130,13.2,7.3,NA,Female
134,7096,Hirundo senegalensis,Mosque Swallow,NA,4,NA,44.8,NA,NA,NA,NA,Female
134,7097,Hirundo daurica,Red-rumped Swallow,4.13,2.17,NA,22.4,116.7,13.8,10.9,95.6,Female
134,7101,Hirundo preussi,Preuss's Swallow,NA,1.63,NA,14,96.3,NA,9.1,NA,Female
134,7102,Hirundo rufigula,Red-throated Swallow,NA,NA,NA,NA,96.3,NA,NA,NA,Female
134,7103,Hirundo spilodera,South African Swallow,NA,2.2,NA,20.7,112,13.8,8.1,NA,Female
134,7105,Hirundo pyrrhonota,Cliff Swallow,NA,2.1,2,24.2,NA,NA,NA,NA,Female
134,7106,Hirundo fulva,Cave Swallow,NA,1.96,NA,17.7,97.2,11.5,6.7,NA,Female
134,7108,Hirundo nigricans,Tree Martin,NA,1.6,2,NA,NA,NA,NA,NA,Female
134,7111,Hirundo fuliginosa,Forest Swallow,NA,NA,NA,NA,89.4,10.6,6.1,NA,Female
134,7112,Delichon urbica,Northern House-Martin,4,1.75,2,19.7,110,11.4,9.8,60.4,Female
134,7115,Psalidoprocne nitens,Square-tailed Sawwing,NA,1.78,NA,10,89.4,8.5,5.1,NA,Female
134,7116,Psalidoprocne fuliginosa,Mountain Sawwing,NA,NA,NA,12.5,98.8,8.1,5.8,NA,Female
134,7117,Psalidoprocne albiceps,White-headed Sawwing,NA,1.69,NA,10.6,97.5,7.2,4.3,NA,Female
134,7122,Psalidoprocne pristoptera,Blue Sawwing,NA,1.68,NA,12,98.7,7.5,5,NA,Female
134,7126,Psalidoprocne obscura,Fanti Sawwing,NA,1.64,NA,NA,91,9,4.5,NA,Female
135,7127,Regulus calendula,Ruby-crowned Kinglet,7.59,0.82,2,6.4,55.47,18.15,NA,44.6,Female
135,7128,Regulus regulus,Goldcrest,9.78,0.77,NA,5.7,52.4,16.4,10.6,39.9,Female
135,7131,Regulus ignicapillus,Firecrest,8,0.73,NA,5.4,50.2,16.4,10.8,39.2,Female
135,7132,Regulus satrapa,Golden-crowned Kinglet,7.96,0.76,2,6.1,NA,NA,NA,NA,Female
136,7149,Pycnonotus barbatus,Garden Bulbul,2.5,3.44,2,33.3,96.8,22.8,19.5,85.6,Female
136,7153,Pycnonotus nigricans,Black-fronted Bulbul,NA,2.75,NA,NA,91.2,21.4,18.6,NA,Female
136,7154,Pycnonotus capensis,Cape Bulbul,NA,3.3,NA,NA,90.8,21.5,20,NA,Female
136,7155,Pycnonotus xanthopygos,White-spectacled Bulbul,3,3.55,NA,NA,92.8,22.8,NA,84.6,Female
136,7157,Pycnonotus leucogenys,Himalayan Bulbul,3.1,NA,NA,30,84,21.5,15,81.4,Female
136,7175,Andropadus montanus,Cameroon Greenbul,NA,NA,NA,30,77.4,22.9,17.3,NA,Female
136,7177,Andropadus masukuensis,Shelley's Greenbul,NA,NA,NA,29,80,22.1,15.9,NA,Female
136,7178,Andropadus virens,Little Greenbul,NA,NA,NA,26.2,72.3,19.6,14.2,NA,Female
