Sample.ID,Rep,Well,Dilution,Substrate,Hour,Absorbance,SampleType
Soil_2,3,F4,0.001,Glycyl-L-Glutamic Acid,24,0.152,Water
Soil_2,3,G1,0.001,D-Cellobiose,24,0,Water
Soil_2,3,G2,0.001,Glucose-1-Phosphate,24,0.006,Water
Soil_2,3,G3,0.001,α-Ketobutyric Acid,24,0.005,Water
Soil_2,3,G4,0.001,Phenylethylamine,24,0.02,Water
Soil_2,3,H1,0.001,α-D-Lactose,24,0.007,Water
Soil_2,3,H2,0.001,D.L -α-Glycerol Phosphate,24,0.101,Water
Soil_2,3,H3,0.001,D-Mallic Acid,24,0,Water
Soil_2,3,H4,0.001,Putrescine,24,0.11,Water
Soil_2,3,A1,0.01,Water,24,0,Water
Soil_2,3,A2,0.01,β-Methyl-D- Glucoside,24,0,Water
Soil_2,3,A3,0.01,D-Galactonic Acid γ-Lactone,24,0.004,Water
Soil_2,3,A4,0.01,L-Arginine,24,0.006,Water
Soil_2,3,B1,0.01,Pyruvic Acid Methyl Ester,24,0.024,Water
Soil_2,3,B2,0.01,D-Xylose,24,0.065,Water
Soil_2,3,B3,0.01,D-Galacturonic Acid,24,0.155,Water
Soil_2,3,B4,0.01,L-Asparganine,24,0.171,Water
Soil_2,3,C1,0.01,Tween 40,24,0.05,Water
Soil_2,3,C2,0.01,i-Erythitol,24,0.165,Water
Soil_2,3,C3,0.01,2-Hydroxy Benzoic Acid,24,0.198,Water
Soil_2,3,C4,0.01,L-Phenylalanine,24,0.23,Water
Soil_2,3,D1,0.01,Tween 80 ,24,0.181,Water
Soil_2,3,D2,0.01,D-Mannitol,24,0.169,Water
Soil_2,3,D3,0.01,4-Hydroxy Benzoic Acid,24,0.107,Water
Soil_2,3,D4,0.01,L-Serine,24,0.263,Water
Soil_2,3,E1,0.01,α-Cyclodextrin,24,0.239,Water
Soil_2,3,E2,0.01,N-Acetyl-D-Glucosamine,24,0.188,Water
Soil_2,3,E3,0.01,γ-Hydroxybutyric Acid,24,0.68,Water
Soil_2,3,E4,0.01,L-Threonine,24,0.197,Water
Soil_2,3,F1,0.01,Glycogen,24,0.213,Water
Soil_2,3,F2,0.01,D-Glucosaminic Acid,24,0.197,Water
Soil_2,3,F3,0.01,Itaconic Acid,24,0.199,Water
Soil_2,3,F4,0.01,Glycyl-L-Glutamic Acid,24,0.255,Water
Soil_2,3,G1,0.01,D-Cellobiose,24,0.055,Water
Soil_2,3,G2,0.01,Glucose-1-Phosphate,24,0.062,Water
Soil_2,3,G3,0.01,α-Ketobutyric Acid,24,0.084,Water
Soil_2,3,G4,0.01,Phenylethylamine,24,0.079,Water
Soil_2,3,H1,0.01,α-D-Lactose,24,0,Water
Soil_2,3,H2,0.01,D.L -α-Glycerol Phosphate,24,0,Water
Soil_2,3,H3,0.01,D-Mallic Acid,24,0.027,Water
Soil_2,3,H4,0.01,Putrescine,24,0,Water
Soil_2,3,A1,0.1,Water,24,0,Water
Soil_2,3,A2,0.1,β-Methyl-D- Glucoside,24,0,Water
Soil_2,3,A3,0.1,D-Galactonic Acid γ-Lactone,24,0.001,Water
Soil_2,3,A4,0.1,L-Arginine,24,0,Water
Soil_2,3,B1,0.1,Pyruvic Acid Methyl Ester,24,0.192,Water
Soil_2,3,B2,0.1,D-Xylose,24,0.147,Water
Soil_2,3,B3,0.1,D-Galacturonic Acid,24,0.008,Water
Soil_2,3,B4,0.1,L-Asparganine,24,0,Water
Soil_2,3,C1,0.1,Tween 40,24,0,Water
Soil_2,3,C2,0.1,i-Erythitol,24,0.182,Water
Soil_2,3,C3,0.1,2-Hydroxy Benzoic Acid,24,0.003,Water
Soil_2,3,C4,0.1,L-Phenylalanine,24,0,Water
Soil_2,3,D1,0.1,Tween 80 ,24,0,Water
Soil_2,3,D2,0.1,D-Mannitol,24,0,Water
Soil_2,3,D3,0.1,4-Hydroxy Benzoic Acid,24,0.081,Water
Soil_2,3,D4,0.1,L-Serine,24,0,Water
Soil_2,3,E1,0.1,α-Cyclodextrin,24,0.188,Water
Soil_2,3,E2,0.1,N-Acetyl-D-Glucosamine,24,0.258,Water
Soil_2,3,E3,0.1,γ-Hydroxybutyric Acid,24,0.54,Water
Soil_2,3,E4,0.1,L-Threonine,24,0,Water
Soil_2,3,F1,0.1,Glycogen,24,0.198,Water
Soil_2,3,F2,0.1,D-Glucosaminic Acid,24,0.215,Water
Soil_2,3,F3,0.1,Itaconic Acid,24,0.1,Water
Soil_2,3,F4,0.1,Glycyl-L-Glutamic Acid,24,0,Water
Soil_2,3,G1,0.1,D-Cellobiose,24,0.058,Water
Soil_2,3,G2,0.1,Glucose-1-Phosphate,24,0.11,Water
Soil_2,3,G3,0.1,α-Ketobutyric Acid,24,0.005,Water
Soil_2,3,G4,0.1,Phenylethylamine,24,0,Water
Soil_2,3,H1,0.1,α-D-Lactose,24,0.002,Water
Soil_2,3,H2,0.1,D.L -α-Glycerol Phosphate,24,0.001,Water
Soil_2,3,H3,0.1,D-Mallic Acid,24,0,Water
Soil_2,3,H4,0.1,Putrescine,24,0,Water
Waste_Water,1,A1,0.001,Water,24,0,Soil
Waste_Water,1,A2,0.001,β-Methyl-D- Glucoside,24,0,Soil
Waste_Water,1,A3,0.001,D-Galactonic Acid γ-Lactone,24,0,Soil
Waste_Water,1,A4,0.001,L-Arginine,24,0.396,Soil
Waste_Water,1,B1,0.001,Pyruvic Acid Methyl Ester,24,0,Soil
Waste_Water,1,B2,0.001,D-Xylose,24,0.017,Soil
Waste_Water,1,B3,0.001,D-Galacturonic Acid,24,0,Soil
Waste_Water,1,B4,0.001,L-Asparganine,24,0,Soil
Waste_Water,1,C1,0.001,Tween 40,24,0.002,Soil
Waste_Water,1,C2,0.001,i-Erythitol,24,0,Soil
Waste_Water,1,C3,0.001,2-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,1,C4,0.001,L-Phenylalanine,24,0,Soil
Waste_Water,1,D1,0.001,Tween 80 ,24,0,Soil
Waste_Water,1,D2,0.001,D-Mannitol,24,0,Soil
Waste_Water,1,D3,0.001,4-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,1,D4,0.001,L-Serine,24,0,Soil
Waste_Water,1,E1,0.001,α-Cyclodextrin,24,0.008,Soil
Waste_Water,1,E2,0.001,N-Acetyl-D-Glucosamine,24,0.008,Soil
Waste_Water,1,E3,0.001,γ-Hydroxybutyric Acid,24,0,Soil
Waste_Water,1,E4,0.001,L-Threonine,24,0,Soil
Waste_Water,1,F1,0.001,Glycogen,24,0,Soil
Waste_Water,1,F2,0.001,D-Glucosaminic Acid,24,0,Soil
Waste_Water,1,F3,0.001,Itaconic Acid,24,0,Soil
Waste_Water,1,F4,0.001,Glycyl-L-Glutamic Acid,24,0,Soil
Waste_Water,1,G1,0.001,D-Cellobiose,24,0,Soil
Waste_Water,1,G2,0.001,Glucose-1-Phosphate,24,0,Soil
Waste_Water,1,G3,0.001,α-Ketobutyric Acid,24,0,Soil
Waste_Water,1,G4,0.001,Phenylethylamine,24,0.315,Soil
Waste_Water,1,H1,0.001,α-D-Lactose,24,0,Soil
Waste_Water,1,H2,0.001,D.L -α-Glycerol Phosphate,24,0,Soil
Waste_Water,1,H3,0.001,D-Mallic Acid,24,0.057,Soil
Waste_Water,1,H4,0.001,Putrescine,24,0,Soil
Waste_Water,1,A1,0.01,Water,24,0,Soil
Waste_Water,1,A2,0.01,β-Methyl-D- Glucoside,24,0,Soil
Waste_Water,1,A3,0.01,D-Galactonic Acid γ-Lactone,24,0,Soil
Waste_Water,1,A4,0.01,L-Arginine,24,0.016,Soil
Waste_Water,1,B1,0.01,Pyruvic Acid Methyl Ester,24,0.032,Soil
Waste_Water,1,B2,0.01,D-Xylose,24,0.029,Soil
Waste_Water,1,B3,0.01,D-Galacturonic Acid,24,0.004,Soil
Waste_Water,1,B4,0.01,L-Asparganine,24,0.005,Soil
Waste_Water,1,C1,0.01,Tween 40,24,0.011,Soil
Waste_Water,1,C2,0.01,i-Erythitol,24,0,Soil
Waste_Water,1,C3,0.01,2-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,1,C4,0.01,L-Phenylalanine,24,0.003,Soil
Waste_Water,1,D1,0.01,Tween 80 ,24,0.028,Soil
Waste_Water,1,D2,0.01,D-Mannitol,24,0.032,Soil
Waste_Water,1,D3,0.01,4-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,1,D4,0.01,L-Serine,24,0,Soil
Waste_Water,1,E1,0.01,α-Cyclodextrin,24,0.048,Soil
Waste_Water,1,E2,0.01,N-Acetyl-D-Glucosamine,24,0.022,Soil
Waste_Water,1,E3,0.01,γ-Hydroxybutyric Acid,24,0.017,Soil
Waste_Water,1,E4,0.01,L-Threonine,24,0.053,Soil
Waste_Water,1,F1,0.01,Glycogen,24,0.025,Soil
Waste_Water,1,F2,0.01,D-Glucosaminic Acid,24,0,Soil
Waste_Water,1,F3,0.01,Itaconic Acid,24,0,Soil
Waste_Water,1,F4,0.01,Glycyl-L-Glutamic Acid,24,0,Soil
Waste_Water,1,G1,0.01,D-Cellobiose,24,0.031,Soil
Waste_Water,1,G2,0.01,Glucose-1-Phosphate,24,0.026,Soil
Waste_Water,1,G3,0.01,α-Ketobutyric Acid,24,0.002,Soil
Waste_Water,1,G4,0.01,Phenylethylamine,24,0.023,Soil
Waste_Water,1,H1,0.01,α-D-Lactose,24,0,Soil
Waste_Water,1,H2,0.01,D.L -α-Glycerol Phosphate,24,0,Soil
Waste_Water,1,H3,0.01,D-Mallic Acid,24,0,Soil
Waste_Water,1,H4,0.01,Putrescine,24,0,Soil
Waste_Water,1,A1,0.1,Water,24,0,Soil
Waste_Water,1,A2,0.1,β-Methyl-D- Glucoside,24,0,Soil
Waste_Water,1,A3,0.1,D-Galactonic Acid γ-Lactone,24,0.011,Soil
Waste_Water,1,A4,0.1,L-Arginine,24,0.245,Soil
Waste_Water,1,B1,0.1,Pyruvic Acid Methyl Ester,24,0,Soil
Waste_Water,1,B2,0.1,D-Xylose,24,0.019,Soil
Waste_Water,1,B3,0.1,D-Galacturonic Acid,24,0.2,Soil
Waste_Water,1,B4,0.1,L-Asparganine,24,0.059,Soil
Waste_Water,1,C1,0.1,Tween 40,24,0,Soil
Waste_Water,1,C2,0.1,i-Erythitol,24,0.017,Soil
Waste_Water,1,C3,0.1,2-Hydroxy Benzoic Acid,24,0.009,Soil
Waste_Water,1,C4,0.1,L-Phenylalanine,24,0.014,Soil
Waste_Water,1,D1,0.1,Tween 80 ,24,0.062,Soil
Waste_Water,1,D2,0.1,D-Mannitol,24,0.123,Soil
Waste_Water,1,D3,0.1,4-Hydroxy Benzoic Acid,24,0.008,Soil
Waste_Water,1,D4,0.1,L-Serine,24,0.014,Soil
Waste_Water,1,E1,0.1,α-Cyclodextrin,24,0.029,Soil
Waste_Water,1,E2,0.1,N-Acetyl-D-Glucosamine,24,0.019,Soil
Waste_Water,1,E3,0.1,γ-Hydroxybutyric Acid,24,0.066,Soil
Waste_Water,1,E4,0.1,L-Threonine,24,0.058,Soil
Waste_Water,1,F1,0.1,Glycogen,24,0.885,Soil
Waste_Water,1,F2,0.1,D-Glucosaminic Acid,24,0.009,Soil
Waste_Water,1,F3,0.1,Itaconic Acid,24,0.037,Soil
Waste_Water,1,F4,0.1,Glycyl-L-Glutamic Acid,24,0.014,Soil
Waste_Water,1,G1,0.1,D-Cellobiose,24,0.177,Soil
Waste_Water,1,G2,0.1,Glucose-1-Phosphate,24,0.033,Soil
Waste_Water,1,G3,0.1,α-Ketobutyric Acid,24,0.025,Soil
Waste_Water,1,G4,0.1,Phenylethylamine,24,0.04,Soil
Waste_Water,1,H1,0.1,α-D-Lactose,24,0.01,Soil
Waste_Water,1,H2,0.1,D.L -α-Glycerol Phosphate,24,0,Soil
Waste_Water,1,H3,0.1,D-Mallic Acid,24,0.041,Soil
Waste_Water,1,H4,0.1,Putrescine,24,0.012,Soil
Waste_Water,2,A1,0.001,Water,24,0,Soil
Waste_Water,2,A2,0.001,β-Methyl-D- Glucoside,24,0,Soil
Waste_Water,2,A3,0.001,D-Galactonic Acid γ-Lactone,24,0,Soil
Waste_Water,2,A4,0.001,L-Arginine,24,0.396,Soil
Waste_Water,2,B1,0.001,Pyruvic Acid Methyl Ester,24,0,Soil
Waste_Water,2,B2,0.001,D-Xylose,24,0.017,Soil
Waste_Water,2,B3,0.001,D-Galacturonic Acid,24,0,Soil
Waste_Water,2,B4,0.001,L-Asparganine,24,0,Soil
Waste_Water,2,C1,0.001,Tween 40,24,0.002,Soil
Waste_Water,2,C2,0.001,i-Erythitol,24,0,Soil
Waste_Water,2,C3,0.001,2-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,2,C4,0.001,L-Phenylalanine,24,0,Soil
Waste_Water,2,D1,0.001,Tween 80 ,24,0,Soil
Waste_Water,2,D2,0.001,D-Mannitol,24,0,Soil
Waste_Water,2,D3,0.001,4-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,2,D4,0.001,L-Serine,24,0,Soil
Waste_Water,2,E1,0.001,α-Cyclodextrin,24,0.008,Soil
Waste_Water,2,E2,0.001,N-Acetyl-D-Glucosamine,24,0.008,Soil
Waste_Water,2,E3,0.001,γ-Hydroxybutyric Acid,24,0,Soil
Waste_Water,2,E4,0.001,L-Threonine,24,0,Soil
Waste_Water,2,F1,0.001,Glycogen,24,0,Soil
Waste_Water,2,F2,0.001,D-Glucosaminic Acid,24,0,Soil
Waste_Water,2,F3,0.001,Itaconic Acid,24,0,Soil
Waste_Water,2,F4,0.001,Glycyl-L-Glutamic Acid,24,0,Soil
Waste_Water,2,G1,0.001,D-Cellobiose,24,0,Soil
Waste_Water,2,G2,0.001,Glucose-1-Phosphate,24,0,Soil
Waste_Water,2,G3,0.001,α-Ketobutyric Acid,24,0,Soil
Waste_Water,2,G4,0.001,Phenylethylamine,24,0.315,Soil
Waste_Water,2,H1,0.001,α-D-Lactose,24,0,Soil
Waste_Water,2,H2,0.001,D.L -α-Glycerol Phosphate,24,0,Soil
Waste_Water,2,H3,0.001,D-Mallic Acid,24,0.057,Soil
Waste_Water,2,H4,0.001,Putrescine,24,0,Soil
Waste_Water,2,A1,0.01,Water,24,0,Soil
Waste_Water,2,A2,0.01,β-Methyl-D- Glucoside,24,0,Soil
Waste_Water,2,A3,0.01,D-Galactonic Acid γ-Lactone,24,0,Soil
Waste_Water,2,A4,0.01,L-Arginine,24,0.016,Soil
Waste_Water,2,B1,0.01,Pyruvic Acid Methyl Ester,24,0.032,Soil
Waste_Water,2,B2,0.01,D-Xylose,24,0.029,Soil
Waste_Water,2,B3,0.01,D-Galacturonic Acid,24,0.004,Soil
Waste_Water,2,B4,0.01,L-Asparganine,24,0.005,Soil
Waste_Water,2,C1,0.01,Tween 40,24,0.011,Soil
Waste_Water,2,C2,0.01,i-Erythitol,24,0,Soil
Waste_Water,2,C3,0.01,2-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,2,C4,0.01,L-Phenylalanine,24,0.003,Soil
Waste_Water,2,D1,0.01,Tween 80 ,24,0.028,Soil
Waste_Water,2,D2,0.01,D-Mannitol,24,0.032,Soil
Waste_Water,2,D3,0.01,4-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,2,D4,0.01,L-Serine,24,0,Soil
Waste_Water,2,E1,0.01,α-Cyclodextrin,24,0.048,Soil
Waste_Water,2,E2,0.01,N-Acetyl-D-Glucosamine,24,0.022,Soil
Waste_Water,2,E3,0.01,γ-Hydroxybutyric Acid,24,0.017,Soil
Waste_Water,2,E4,0.01,L-Threonine,24,0.053,Soil
Waste_Water,2,F1,0.01,Glycogen,24,0.025,Soil
Waste_Water,2,F2,0.01,D-Glucosaminic Acid,24,0,Soil
Waste_Water,2,F3,0.01,Itaconic Acid,24,0,Soil
Waste_Water,2,F4,0.01,Glycyl-L-Glutamic Acid,24,0,Soil
Waste_Water,2,G1,0.01,D-Cellobiose,24,0.031,Soil
Waste_Water,2,G2,0.01,Glucose-1-Phosphate,24,0.026,Soil
Waste_Water,2,G3,0.01,α-Ketobutyric Acid,24,0.002,Soil
Waste_Water,2,G4,0.01,Phenylethylamine,24,0.023,Soil
Waste_Water,2,H1,0.01,α-D-Lactose,24,0,Soil
Waste_Water,2,H2,0.01,D.L -α-Glycerol Phosphate,24,0,Soil
Waste_Water,2,H3,0.01,D-Mallic Acid,24,0,Soil
Waste_Water,2,H4,0.01,Putrescine,24,0,Soil
Waste_Water,2,A1,0.1,Water,24,0,Soil
Waste_Water,2,A2,0.1,β-Methyl-D- Glucoside,24,0,Soil
Waste_Water,2,A3,0.1,D-Galactonic Acid γ-Lactone,24,0.011,Soil
Waste_Water,2,A4,0.1,L-Arginine,24,0.245,Soil
Waste_Water,2,B1,0.1,Pyruvic Acid Methyl Ester,24,0,Soil
Waste_Water,2,B2,0.1,D-Xylose,24,0.019,Soil
Waste_Water,2,B3,0.1,D-Galacturonic Acid,24,0.2,Soil
Waste_Water,2,B4,0.1,L-Asparganine,24,0.059,Soil
Waste_Water,2,C1,0.1,Tween 40,24,0,Soil
Waste_Water,2,C2,0.1,i-Erythitol,24,0.017,Soil
Waste_Water,2,C3,0.1,2-Hydroxy Benzoic Acid,24,0.009,Soil
Waste_Water,2,C4,0.1,L-Phenylalanine,24,0.014,Soil
Waste_Water,2,D1,0.1,Tween 80 ,24,0.062,Soil
Waste_Water,2,D2,0.1,D-Mannitol,24,0.123,Soil
Waste_Water,2,D3,0.1,4-Hydroxy Benzoic Acid,24,0.008,Soil
Waste_Water,2,D4,0.1,L-Serine,24,0.014,Soil
Waste_Water,2,E1,0.1,α-Cyclodextrin,24,0.029,Soil
Waste_Water,2,E2,0.1,N-Acetyl-D-Glucosamine,24,0.019,Soil
Waste_Water,2,E3,0.1,γ-Hydroxybutyric Acid,24,0.066,Soil
Waste_Water,2,E4,0.1,L-Threonine,24,0.058,Soil
Waste_Water,2,F1,0.1,Glycogen,24,0.885,Soil
Waste_Water,2,F2,0.1,D-Glucosaminic Acid,24,0.009,Soil
Waste_Water,2,F3,0.1,Itaconic Acid,24,0.037,Soil
Waste_Water,2,F4,0.1,Glycyl-L-Glutamic Acid,24,0.014,Soil
Waste_Water,2,G1,0.1,D-Cellobiose,24,0.177,Soil
Waste_Water,2,G2,0.1,Glucose-1-Phosphate,24,0.033,Soil
Waste_Water,2,G3,0.1,α-Ketobutyric Acid,24,0.025,Soil
Waste_Water,2,G4,0.1,Phenylethylamine,24,0.04,Soil
Waste_Water,2,H1,0.1,α-D-Lactose,24,0.01,Soil
Waste_Water,2,H2,0.1,D.L -α-Glycerol Phosphate,24,0,Soil
Waste_Water,2,H3,0.1,D-Mallic Acid,24,0.041,Soil
Waste_Water,2,H4,0.1,Putrescine,24,0.012,Soil
Waste_Water,3,A1,0.001,Water,24,0,Soil
Waste_Water,3,A2,0.001,β-Methyl-D- Glucoside,24,0,Soil
Waste_Water,3,A3,0.001,D-Galactonic Acid γ-Lactone,24,0,Soil
Waste_Water,3,A4,0.001,L-Arginine,24,0,Soil
Waste_Water,3,B1,0.001,Pyruvic Acid Methyl Ester,24,0.042,Soil
Waste_Water,3,B2,0.001,D-Xylose,24,0.012,Soil
Waste_Water,3,B3,0.001,D-Galacturonic Acid,24,0,Soil
Waste_Water,3,B4,0.001,L-Asparganine,24,0,Soil
Waste_Water,3,C1,0.001,Tween 40,24,0.439,Soil
Waste_Water,3,C2,0.001,i-Erythitol,24,0.069,Soil
Waste_Water,3,C3,0.001,2-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,3,C4,0.001,L-Phenylalanine,24,0,Soil
Waste_Water,3,D1,0.001,Tween 80 ,24,0.046,Soil
Waste_Water,3,D2,0.001,D-Mannitol,24,0,Soil
Waste_Water,3,D3,0.001,4-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,3,D4,0.001,L-Serine,24,0.002,Soil
Waste_Water,3,E1,0.001,α-Cyclodextrin,24,0.367,Soil
Waste_Water,3,E2,0.001,N-Acetyl-D-Glucosamine,24,0.088,Soil
Waste_Water,3,E3,0.001,γ-Hydroxybutyric Acid,24,0.068,Soil
Waste_Water,3,E4,0.001,L-Threonine,24,0.028,Soil
Waste_Water,3,F1,0.001,Glycogen,24,0.016,Soil
Waste_Water,3,F2,0.001,D-Glucosaminic Acid,24,0.002,Soil
Waste_Water,3,F3,0.001,Itaconic Acid,24,0.004,Soil
Waste_Water,3,F4,0.001,Glycyl-L-Glutamic Acid,24,0.001,Soil
Waste_Water,3,G1,0.001,D-Cellobiose,24,0,Soil
Waste_Water,3,G2,0.001,Glucose-1-Phosphate,24,0.002,Soil
Waste_Water,3,G3,0.001,α-Ketobutyric Acid,24,0,Soil
Waste_Water,3,G4,0.001,Phenylethylamine,24,0.315,Soil
Waste_Water,3,H1,0.001,α-D-Lactose,24,0.002,Soil
Waste_Water,3,H2,0.001,D.L -α-Glycerol Phosphate,24,0.004,Soil
Waste_Water,3,H3,0.001,D-Mallic Acid,24,0.013,Soil
Waste_Water,3,H4,0.001,Putrescine,24,0.015,Soil
Waste_Water,3,A1,0.01,Water,24,0,Soil
Waste_Water,3,A2,0.01,β-Methyl-D- Glucoside,24,0.667,Soil
Waste_Water,3,A3,0.01,D-Galactonic Acid γ-Lactone,24,0.001,Soil
Waste_Water,3,A4,0.01,L-Arginine,24,0.002,Soil
Waste_Water,3,B1,0.01,Pyruvic Acid Methyl Ester,24,0.123,Soil
Waste_Water,3,B2,0.01,D-Xylose,24,0.011,Soil
Waste_Water,3,B3,0.01,D-Galacturonic Acid,24,0.199,Soil
Waste_Water,3,B4,0.01,L-Asparganine,24,0.001,Soil
Waste_Water,3,C1,0.01,Tween 40,24,0.024,Soil
Waste_Water,3,C2,0.01,i-Erythitol,24,0.026,Soil
Waste_Water,3,C3,0.01,2-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,3,C4,0.01,L-Phenylalanine,24,0.038,Soil
Waste_Water,3,D1,0.01,Tween 80 ,24,0.111,Soil
Waste_Water,3,D2,0.01,D-Mannitol,24,0.103,Soil
Waste_Water,3,D3,0.01,4-Hydroxy Benzoic Acid,24,1.38777878078145e-17,Soil
Waste_Water,3,D4,0.01,L-Serine,24,0.02,Soil
Waste_Water,3,E1,0.01,α-Cyclodextrin,24,0.025,Soil
Waste_Water,3,E2,0.01,N-Acetyl-D-Glucosamine,24,0.136,Soil
Waste_Water,3,E3,0.01,γ-Hydroxybutyric Acid,24,0.037,Soil
Waste_Water,3,E4,0.01,L-Threonine,24,0.036,Soil
Waste_Water,3,F1,0.01,Glycogen,24,0.014,Soil
Waste_Water,3,F2,0.01,D-Glucosaminic Acid,24,0.019,Soil
Waste_Water,3,F3,0.01,Itaconic Acid,24,0.026,Soil
Waste_Water,3,F4,0.01,Glycyl-L-Glutamic Acid,24,0.051,Soil
Waste_Water,3,G1,0.01,D-Cellobiose,24,0.026,Soil
Waste_Water,3,G2,0.01,Glucose-1-Phosphate,24,0.005,Soil
Waste_Water,3,G3,0.01,α-Ketobutyric Acid,24,0,Soil
Waste_Water,3,G4,0.01,Phenylethylamine,24,0.373,Soil
Waste_Water,3,H1,0.01,α-D-Lactose,24,0.013,Soil
Waste_Water,3,H2,0.01,D.L -α-Glycerol Phosphate,24,0.32,Soil
Waste_Water,3,H3,0.01,D-Mallic Acid,24,0.009,Soil
Waste_Water,3,H4,0.01,Putrescine,24,0.003,Soil
Waste_Water,3,A1,0.1,Water,24,0,Soil
Waste_Water,3,A2,0.1,β-Methyl-D- Glucoside,24,0.084,Soil
Waste_Water,3,A3,0.1,D-Galactonic Acid γ-Lactone,24,0.056,Soil
Waste_Water,3,A4,0.1,L-Arginine,24,0.226,Soil
Waste_Water,3,B1,0.1,Pyruvic Acid Methyl Ester,24,0.178,Soil
Waste_Water,3,B2,0.1,D-Xylose,24,0,Soil
Waste_Water,3,B3,0.1,D-Galacturonic Acid,24,0.219,Soil
Waste_Water,3,B4,0.1,L-Asparganine,24,0.294,Soil
Waste_Water,3,C1,0.1,Tween 40,24,0,Soil
Waste_Water,3,C2,0.1,i-Erythitol,24,0.089,Soil
Waste_Water,3,C3,0.1,2-Hydroxy Benzoic Acid,24,0,Soil
Waste_Water,3,C4,0.1,L-Phenylalanine,24,0.084,Soil
Waste_Water,3,D1,0.1,Tween 80 ,24,0.226,Soil
Waste_Water,3,D2,0.1,D-Mannitol,24,0.277,Soil
Waste_Water,3,D3,0.1,4-Hydroxy Benzoic Acid,24,0.14,Soil
Waste_Water,3,D4,0.1,L-Serine,24,0.112,Soil
Waste_Water,3,E1,0.1,α-Cyclodextrin,24,0.009,Soil
Waste_Water,3,E2,0.1,N-Acetyl-D-Glucosamine,24,0.461,Soil
Waste_Water,3,E3,0.1,γ-Hydroxybutyric Acid,24,0.253,Soil
Waste_Water,3,E4,0.1,L-Threonine,24,0.008,Soil
Waste_Water,3,F1,0.1,Glycogen,24,0.388,Soil
Waste_Water,3,F2,0.1,D-Glucosaminic Acid,24,0.019,Soil
Waste_Water,3,F3,0.1,Itaconic Acid,24,0.092,Soil
Waste_Water,3,F4,0.1,Glycyl-L-Glutamic Acid,24,0.036,Soil
Waste_Water,3,G1,0.1,D-Cellobiose,24,0.714,Soil
Waste_Water,3,G2,0.1,Glucose-1-Phosphate,24,0.011,Soil
Waste_Water,3,G3,0.1,α-Ketobutyric Acid,24,0,Soil
Waste_Water,3,G4,0.1,Phenylethylamine,24,0.328,Soil
Waste_Water,3,H1,0.1,α-D-Lactose,24,0.032,Soil
Waste_Water,3,H2,0.1,D.L -α-Glycerol Phosphate,24,0.11,Soil
Waste_Water,3,H3,0.1,D-Mallic Acid,24,0.014,Soil
Waste_Water,3,H4,0.1,Putrescine,24,0.045,Soil
Clear_Creek,1,A1,0.001,Water,48,0,Soil
Clear_Creek,1,A2,0.001,β-Methyl-D- Glucoside,48,0.005,Soil
Clear_Creek,1,A3,0.001,D-Galactonic Acid γ-Lactone,48,0.007,Soil
Clear_Creek,1,A4,0.001,L-Arginine,48,0.002,Soil
Clear_Creek,1,B1,0.001,Pyruvic Acid Methyl Ester,48,0,Soil
Clear_Creek,1,B2,0.001,D-Xylose,48,0.008,Soil
Clear_Creek,1,B3,0.001,D-Galacturonic Acid,48,0.029,Soil
Clear_Creek,1,B4,0.001,L-Asparganine,48,0.003,Soil
Clear_Creek,1,C1,0.001,Tween 40,48,0.189,Soil
Clear_Creek,1,C2,0.001,i-Erythitol,48,0.002,Soil
Clear_Creek,1,C3,0.001,2-Hydroxy Benzoic Acid,48,0,Soil
Clear_Creek,1,C4,0.001,L-Phenylalanine,48,0,Soil
Clear_Creek,1,D1,0.001,Tween 80 ,48,0,Soil
Clear_Creek,1,D2,0.001,D-Mannitol,48,0.025,Soil
Clear_Creek,1,D3,0.001,4-Hydroxy Benzoic Acid,48,0.013,Soil
Clear_Creek,1,D4,0.001,L-Serine,48,0.003,Soil
Clear_Creek,1,E1,0.001,α-Cyclodextrin,48,0.208,Soil
Clear_Creek,1,E2,0.001,N-Acetyl-D-Glucosamine,48,0.166,Soil
Clear_Creek,1,E3,0.001,γ-Hydroxybutyric Acid,48,0.065,Soil
Clear_Creek,1,E4,0.001,L-Threonine,48,0.002,Soil
Clear_Creek,1,F1,0.001,Glycogen,48,0.283,Soil
Clear_Creek,1,F2,0.001,D-Glucosaminic Acid,48,0.16,Soil
Clear_Creek,1,F3,0.001,Itaconic Acid,48,0.01,Soil
Clear_Creek,1,F4,0.001,Glycyl-L-Glutamic Acid,48,0.005,Soil
Clear_Creek,1,G1,0.001,D-Cellobiose,48,0.133,Soil
Clear_Creek,1,G2,0.001,Glucose-1-Phosphate,48,0.033,Soil
Clear_Creek,1,G3,0.001,α-Ketobutyric Acid,48,0.029,Soil
